	Metazoa_Choano_RCFV_strict.phy	Gene_0010	Gene_0026	Gene_0027	Gene_0030	Gene_0033	Gene_0034	Gene_0035	Gene_0066	Gene_0069	Gene_0076	Gene_0077	Gene_0088	Gene_0089	Gene_0101	Gene_0102	Gene_0113	Gene_0114	Gene_0121	Gene_0134	Gene_0145	Gene_0153	Gene_0164	Gene_0169	Gene_0174	Gene_0185	Gene_0191	Gene_0194	Gene_0200	Gene_0201	Gene_0202	Gene_0226	Gene_0236	Gene_0245	Gene_0251	Gene_0252	Gene_0260	Gene_0281	Gene_0295	Gene_0303	Gene_0317	Gene_0320	Gene_0328	Gene_0330	Gene_0334	Gene_0335	Gene_0337	Gene_0348	Gene_0349	Gene_0350	Gene_0351	Gene_0360	Gene_0376	Gene_0399	Gene_0406	Gene_0414	Gene_0420	Gene_0422	Gene_0424	Gene_0428	Gene_0435	Gene_0438	Gene_0441	Gene_0443	Gene_0445	Gene_0471	Gene_0478	Gene_0481	Gene_0483	Gene_0507	Gene_0509	Gene_0511	Gene_0518	Gene_0521	Gene_0531	Gene_0542	Gene_0544	Gene_0545	Gene_0557	Gene_0563	Gene_0575	Gene_0580	Gene_0581	Gene_0587	Gene_0596	Gene_0610	Gene_0658	Gene_0701	Gene_0703	Gene_0708	Gene_0714	Gene_0718	Gene_0723	Gene_0729	Gene_0731	Gene_0740	Gene_0771	Gene_0774	Gene_0784	Gene_0798	Gene_0809	Gene_0814	Gene_0831	Gene_0842	Gene_0843	Gene_0846	Gene_0857	Gene_0858	Gene_0873	Gene_0884	Gene_0893	Gene_0902	Gene_0906	Gene_0915	Gene_0934	Gene_0961	Gene_0980	Gene_0985	Gene_0986	Gene_0989	Gene_0992	Gene_0995	Gene_0997	Gene_1015	Gene_1018	Gene_1019	Gene_1023	Gene_1034
Salpingoeca_rosetta	0.1219	0.0549	0.1268	0.1345	0.1096	0.1200	0.1159	0.1288	0.1905	0.1273	0.1281	0.1214	0.1184	0.1040	0.1265	0.1631	0.1336	0.1253	0.1192	0.0783	0.0704	0.1946	0.1378	0.1250	0.1238	0.1199	0.0649	0.0846	0.0963	0.0935	0.1667	0.1181	0.1311	0.1513	0.1172	0.1337	0.1425	0.1333	0.0857	0.1212	0.0659	0.1194	0.1003	0.1157	0.1510	0.1383	0.0971	0.0992	0.1026	0.1171	0.1258	0.1389	0.1414	0.0481	0.1215	0.1076	0.1305	0.1473	0.1255	0.1094			0.1326	0.1182	0.1845	0.1488	0.0824	0.1593	0.1230	0.0797	0.0332	0.1197	0.1593	0.1374	0.1789	0.1060	0.1220	0.1162	0.0766	0.1367	0.1142	0.1296	0.1347	0.1434	0.1124	0.1224	0.1709	0.1308	0.1337	0.0945	0.1143	0.1169	0.1202	0.1030	0.1418	0.1373	0.1495	0.1342	0.0222	0.1140	0.1675	0.1538	0.1170	0.0219	0.0960	0.1130	0.1234	0.0565	0.0491	0.1018	0.1357	0.1347	0.1345	0.2021	0.1244	0.1692	0.2203	0.0863	0.1073	0.1426	0.1123	0.1148	0.1152	0.0897	0.1243	0.1090	0.1425	0.1089
Cydippida_sp	0.1173				0.1429	0.1044		0.0851							0.1495			0.0851			0.0804				0.1124			0.0345																								0.1421										0.1313																		0.1250				0.1169						0.1000									0.0323	0.1232									0.0370	0.0938			0.1355							0.1571								
Hydra_viridissima	0.1251	0.0717	0.0990	0.1387			0.0750		0.1951	0.1327	0.1029	0.1085	0.1204	0.1130			0.1085	0.1398				0.1681	0.1327	0.1270	0.1270	0.1256	0.0818		0.0963	0.0575	0.1102		0.1311	0.1419	0.1200		0.1365	0.1600	0.0714	0.1097	0.0793			0.1366	0.1639	0.1373		0.1113	0.1228	0.1149				0.1263		0.0838		0.1403	0.1213	0.0696			0.1623	0.1045	0.1500		0.1126	0.1491	0.1170			0.0992	0.1463		0.1303						0.1142		0.1350	0.1038			0.1646	0.0963	0.1364				0.1277	0.1455	0.1081	0.1059	0.1326		0.0333		0.2030		0.1135		0.0960	0.0799	0.1317				0.1418	0.1232		0.2098				0.0863	0.1186		0.1189	0.0979			0.1207		0.1355	
Hydra_vulgaris	0.1227	0.0678	0.1305	0.1387	0.1085	0.1438	0.1127		0.1809		0.1152	0.1119	0.1204	0.1193	0.1426	0.1296	0.1119	0.1275	0.1141	0.1111	0.0733	0.1681	0.1224	0.1270	0.1287	0.1256	0.0705		0.0963	0.0769	0.1599	0.1063	0.1311	0.1435	0.1159	0.1202	0.1391	0.1606	0.0714	0.1125	0.0898	0.1381		0.1364	0.1611	0.1373		0.1113	0.1294	0.1149	0.1154	0.1265	0.1212	0.1005	0.1180	0.1033	0.1165	0.1405	0.1213	0.1061		0.1308	0.1393	0.1182	0.1657	0.1551	0.1126	0.1382	0.1117	0.1032	0.0514	0.0988	0.1409		0.1365	0.1060		0.1481	0.0859	0.1199	0.1193	0.1196	0.1350	0.1175	0.1133	0.1447	0.1582	0.1070	0.1420	0.0764	0.1351		0.1197	0.1333	0.1338	0.1059	0.1347	0.1491	0.0333	0.1304	0.2056	0.1383	0.1019	0.0273	0.1120	0.0930	0.1218		0.0550		0.1443	0.1203	0.1332	0.2063	0.0921	0.1656	0.1852	0.0809	0.1186	0.1518	0.1204	0.0905	0.0990	0.0941	0.1159	0.1156	0.1422	0.1333
Nanomia_bijuga	0.1254	0.0744	0.1045	0.1466			0.1145		0.1919	0.1273	0.1437	0.1161	0.1271	0.1254	0.1345	0.1536	0.1190	0.1224	0.1135	0.0857		0.1991	0.1385	0.1270	0.1457	0.1351	0.0759		0.0963		0.1717	0.1063	0.1311	0.1534		0.0992	0.1489	0.1660	0.0619	0.1150	0.0838		0.1115	0.1364	0.1927			0.1132	0.1257	0.0645			0.1313	0.1132	0.1180	0.0978	0.1257	0.1489	0.1591		0.1399	0.1308	0.1659	0.1284	0.1657	0.1218	0.1206	0.1345	0.1230		0.0514	0.0984	0.1614	0.0965	0.1510			0.1315	0.0898		0.1077		0.1438	0.1248		0.1419	0.1678	0.1053	0.1369	0.0862	0.1317	0.1234	0.1277	0.1217	0.1191	0.1294	0.1305	0.1547	0.0333	0.1282	0.2113	0.1566	0.1292	0.0364	0.0960	0.0968		0.0637	0.0333		0.1328	0.1289	0.1318	0.1882	0.1184	0.1564	0.1812		0.0872	0.1507	0.1105	0.0892	0.0988	0.0974	0.1094		0.1384	
Petrosia_ficiformis	0.1213	0.0591	0.1247			0.1036	0.1270		0.1746			0.1085	0.1169	0.0948	0.1314	0.1223		0.1496		0.0690		0.1233	0.1204	0.1228	0.1239	0.1143	0.0805		0.1037	0.0984	0.1166	0.1102	0.1230	0.1675		0.1221			0.0786	0.1172	0.0635		0.1174	0.1411	0.1654		0.0897	0.1170	0.1082	0.0851	0.1209		0.1373	0.0810	0.1061	0.0763	0.1139	0.1414	0.1257	0.1110	0.1469	0.1269	0.1380		0.1523	0.1143	0.1028	0.1460	0.1011	0.1114	0.0407	0.1214	0.1653		0.1321	0.1081	0.1009		0.0760						0.1172		0.1519	0.1168			0.1004	0.1169		0.1217	0.1237	0.1294	0.1379		0.0326	0.0941		0.1518	0.1321		0.0952			0.0585		0.1058	0.1378	0.1347		0.2091	0.0994		0.2111	0.0791	0.0899	0.1484	0.1191	0.1150			0.1319		0.1379	0.1349
Abylopsis_tetragona	0.1281	0.0675	0.1551	0.1384	0.1181	0.1625			0.1862		0.1111	0.1085	0.1204	0.1162		0.1440	0.1121	0.1381	0.1104	0.0690		0.1818		0.1383	0.1417	0.1273	0.0755		0.0963		0.1734	0.1024	0.1268	0.1408	0.1232	0.1351	0.1417	0.1752	0.0786	0.0993	0.1101	0.1293	0.1137	0.1411		0.1444	0.0952	0.1172	0.1287	0.1171	0.1279	0.1372	0.1212	0.0909		0.1033	0.1441	0.1493		0.1085	0.1463	0.1288	0.1393	0.1100	0.1615	0.1655	0.1233	0.1455	0.1170	0.1051	0.0544	0.1024	0.1762	0.1152	0.1495	0.1014		0.1333	0.0864		0.1120	0.1163	0.1498	0.1212		0.1534	0.1582	0.1114	0.1307	0.0747	0.1502	0.1234	0.1223	0.1455	0.1129	0.1176	0.1475	0.1542	0.0323	0.1308	0.2157		0.1364	0.0328	0.0960	0.0819	0.1392		0.0700	0.1174	0.1388	0.1289	0.1318	0.2167	0.1140	0.1489	0.2215	0.0787	0.1186	0.1554	0.1178	0.1100		0.1058			0.1710	0.1178
Salpingoeca_pyxidium	0.1182	0.0633	0.1439	0.1167		0.1287	0.1248	0.1298		0.1096	0.1176	0.1284		0.0943		0.1366	0.1057	0.1563	0.1214	0.0690		0.1279	0.1070	0.1549		0.0995	0.0625		0.1037	0.0440		0.1169	0.1268	0.1545		0.0940		0.1121	0.0786		0.0778	0.0882	0.1446	0.0857		0.1268	0.1053				0.1175	0.1334			0.1250						0.1479			0.1192	0.1606	0.1765	0.0872		0.0732	0.0898	0.0187	0.0803	0.1364	0.1077	0.1350	0.1106	0.1172			0.0787	0.1078		0.1419	0.1266			0.1591			0.0727		0.1104	0.1159		0.1413	0.1273	0.1429	0.1346	0.0430		0.1261			0.0265	0.1032						0.1360	0.1347		0.1633	0.1086			0.0796	0.1083		0.1481	0.1188	0.1111	0.0569	0.1365	0.0789	0.1389	
Hyalonema_populiferum	0.1139	0.0633		0.1282		0.1262				0.1182		0.1220	0.1284		0.1290	0.1111	0.1019		0.0878	0.0776		0.1502	0.0972		0.1731	0.0952	0.0813		0.1037	0.0613	0.1205	0.1024		0.1492		0.1264		0.1909	0.0786		0.0823			0.1140		0.1190		0.0890	0.1250	0.1219	0.1405	0.1352		0.0777	0.1236	0.1033	0.1105	0.1302			0.1171		0.1622	0.1324	0.1598		0.1133	0.1304	0.1064	0.0938	0.0378	0.1063	0.1259	0.0959	0.0706	0.1060	0.0917			0.1250	0.1166			0.0847		0.1166	0.1628	0.1079	0.1080		0.1097	0.1104	0.1316	0.1061	0.0580	0.0830	0.1347	0.1469	0.0469		0.1629	0.1387	0.0902	0.0273	0.1040	0.0495		0.0623	0.0108	0.1017	0.1221	0.1261		0.2093	0.0902	0.1694	0.1742	0.0719	0.0960		0.1204	0.0933		0.0954	0.1196		0.1411	
Sympagella_nux	0.1185	0.0506	0.1426	0.1345	0.1080	0.1076	0.1194		0.1749		0.1029	0.1220	0.1262	0.1194	0.1259	0.1128	0.1119		0.1094	0.0690	0.0592	0.1515	0.1383	0.1250	0.1501	0.1172	0.0811	0.0922		0.0696	0.1508	0.1142	0.1374	0.1450	0.1188	0.1264	0.1471	0.1864	0.0857	0.1080	0.1018	0.0896	0.1010	0.1223	0.1376	0.1158	0.0990	0.1078	0.1144	0.1196	0.1180	0.1250	0.1364	0.0777	0.1236	0.1027	0.1286	0.1559	0.1297			0.1240	0.1252	0.1078	0.1657	0.1464	0.1099	0.1232	0.0851	0.1075	0.0332	0.1063	0.1409			0.1198		0.1325	0.0651	0.1192	0.1178	0.1157	0.1372	0.1230	0.1176	0.1384	0.1646	0.1221	0.1420	0.0793	0.1291		0.1032	0.1091	0.1372	0.1076	0.1411	0.1406	0.0323	0.1208	0.1853	0.1480	0.1024	0.0219	0.1040	0.0922	0.1356	0.0662	0.0472	0.1022	0.1436	0.1236	0.1291	0.2211	0.1096	0.1506	0.1592	0.0719	0.1073		0.1204	0.0800		0.0970	0.1233	0.1165	0.1457	
Dryodora_glandiformis	0.1195				0.1095	0.1270	0.1309	0.1221		0.1250					0.1472				0.1250						0.1336			0.0965					0.1261		0.1116											0.1303	0.0894										0.1451	0.1429		0.1170		0.1359									0.0270			0.1053				0.1271		0.1118				0.1157															0.0323	0.1206	0.2000								0.0525	0.1051			0.1648					0.0791		0.1578			0.0885	0.1091	0.1461	0.0803		0.1383
Hormiphora_palmata	0.1299				0.1056		0.1327	0.0864		0.1182						0.1362				0.0741																											0.0916	0.1045	0.1199			0.1325						0.1505				0.1111									0.0543									0.1245	0.1168	0.1788		0.1124														0.1513			0.2107	0.1190			0.0960					0.0891										0.1562								
Cestum_veneris	0.1038																		0.1022		0.0544									0.0556													0.1373				0.0673	0.0806				0.1377					0.1179														0.0418			0.1156					0.0800					0.1204	0.1544																				0.1236				0.0343	0.0872		0.1144								0.1399						0.1211		
Ocyropsis_crystallina	0.1138				0.1132		0.1172	0.1230							0.1472			0.1339	0.1131						0.1373			0.1022		0.0783																	0.0989	0.1082				0.1354					0.1313					0.1196								0.1063	0.0393			0.1140			0.1153	0.1219	0.0793	0.1339				0.1148	0.1474					0.0785		0.0794								0.1185									0.0349	0.1037															0.1426	0.0970		0.1206
Eunicella_verrucosa	0.1270	0.0370	0.1449	0.1305			0.1175	0.1288	0.1728	0.1182	0.1481	0.1051	0.1292	0.1040	0.1442	0.1522	0.1288	0.1537	0.1104	0.0690	0.0694	0.2017	0.1128	0.1330	0.1303	0.1280	0.0683	0.1204	0.1111	0.0871	0.1157	0.1102	0.1332	0.1597	0.1217	0.1233	0.1319	0.1752		0.1197	0.0648	0.1343	0.1107	0.1340	0.1692	0.1338	0.0917		0.1053	0.1216	0.1268	0.1267	0.1263	0.0813	0.1186	0.1087	0.1256	0.1589	0.1172	0.1146	0.1329			0.1084	0.1657	0.1469	0.0989	0.1556	0.1170	0.1102	0.0483	0.1024	0.1545	0.1170	0.1466	0.1062	0.0885	0.1727		0.1256	0.1091	0.1279	0.1357	0.1200	0.1111	0.1718	0.1646	0.1189	0.1364		0.1471	0.1104	0.1346	0.1455	0.1549	0.1255	0.1411	0.1410		0.1097	0.1929	0.1465	0.1328	0.0301	0.0952	0.1165	0.1385	0.0660	0.0255	0.1275	0.1402	0.1329	0.1372	0.2203	0.1096	0.1590	0.1757	0.0863	0.1130	0.1521	0.1230	0.1200	0.1087	0.0988	0.1182	0.1070	0.1453	
Craseo_lathetica	0.1223	0.0588	0.1365	0.1475	0.1029		0.1157		0.1858		0.1009	0.1051	0.1204	0.1245	0.1333	0.1413	0.1143	0.1346	0.1015	0.0777		0.1696	0.1129	0.1393	0.1646	0.1544	0.1184		0.0959	0.0556	0.1000	0.1037	0.1415	0.1448	0.1159	0.0944	0.1935	0.1715	0.0786	0.1122	0.1000	0.1278			0.1989	0.1560		0.1250	0.1199	0.1171	0.1446	0.1245	0.1307	0.0909		0.1033	0.1390		0.1193		0.1469		0.1365	0.1164	0.1517	0.1306	0.1316	0.1183	0.1170		0.0515	0.1034	0.1957	0.1053	0.1016	0.1014				0.1111	0.1066	0.1143	0.1416	0.1283	0.1097	0.1500	0.1532	0.1159	0.1307	0.0792	0.1347	0.1259	0.1172	0.1229	0.1168			0.1543	0.0326	0.1111		0.1749	0.1404	0.0397	0.0960	0.0966	0.1361	0.0575	0.0522	0.0995	0.1065	0.1208	0.1367	0.2125	0.1009	0.0694	0.2139	0.0704	0.1186	0.1555	0.1152	0.1100	0.0974		0.1194	0.1168	0.1496	
