	Metazoa_Choano_RCFV_strict.phy	Gene_0010	Gene_0026	Gene_0027	Gene_0030	Gene_0033	Gene_0034	Gene_0035	Gene_0066	Gene_0069	Gene_0076	Gene_0077	Gene_0088	Gene_0089	Gene_0101	Gene_0102	Gene_0113	Gene_0114	Gene_0121	Gene_0134	Gene_0145	Gene_0153	Gene_0164	Gene_0169	Gene_0174	Gene_0185	Gene_0191	Gene_0194	Gene_0200	Gene_0201	Gene_0202	Gene_0226	Gene_0236	Gene_0245	Gene_0251	Gene_0252	Gene_0260	Gene_0281	Gene_0295	Gene_0303	Gene_0317	Gene_0320	Gene_0328	Gene_0330	Gene_0334	Gene_0335	Gene_0337	Gene_0348	Gene_0349	Gene_0350	Gene_0351	Gene_0360	Gene_0376	Gene_0399	Gene_0406	Gene_0414	Gene_0420	Gene_0422	Gene_0424	Gene_0428	Gene_0435	Gene_0438	Gene_0441	Gene_0443	Gene_0445	Gene_0471	Gene_0478	Gene_0481	Gene_0483	Gene_0507	Gene_0509	Gene_0511	Gene_0518	Gene_0521	Gene_0531	Gene_0542	Gene_0544	Gene_0545	Gene_0557	Gene_0563	Gene_0575	Gene_0580	Gene_0581	Gene_0587	Gene_0596	Gene_0610	Gene_0658	Gene_0701	Gene_0703	Gene_0708	Gene_0714	Gene_0718	Gene_0723	Gene_0729	Gene_0731	Gene_0740	Gene_0771	Gene_0774	Gene_0784	Gene_0798	Gene_0809	Gene_0814	Gene_0831	Gene_0842	Gene_0843	Gene_0846	Gene_0857	Gene_0858	Gene_0873	Gene_0884	Gene_0893	Gene_0902	Gene_0906	Gene_0915	Gene_0934	Gene_0961	Gene_0980	Gene_0985	Gene_0986	Gene_0989	Gene_0992	Gene_0995	Gene_0997	Gene_1015	Gene_1018	Gene_1019	Gene_1023	Gene_1034
Salpingoeca_rosetta	0.0013	0.0016	0.0015	0.0012	0.0021	0.0020	0.0012	0.0013	0.0022	0.0014	0.0029	0.0034	0.0020	0.0022	0.0023	0.0023	0.0022	0.0022	0.0019	0.0020	0.0028	0.0024	0.0026	0.0039	0.0018	0.0023	0.0024	0.0046	0.0016	0.0028	0.0023	0.0018	0.0017	0.0018	0.0016	0.0016	0.0034	0.0037	0.0019	0.0020	0.0023	0.0019	0.0032	0.0018	0.0025	0.0020	0.0031	0.0032	0.0020	0.0016	0.0011	0.0015	0.0038	0.0033	0.0026	0.0042	0.0021	0.0024	0.0027	0.0025			0.0024	0.0026	0.0031	0.0024	0.0031	0.0023	0.0029	0.0034	0.0028	0.0037	0.0022	0.0020	0.0036	0.0018	0.0018	0.0026	0.0020	0.0016	0.0012	0.0018	0.0017	0.0021	0.0023	0.0048	0.0032	0.0029	0.0025	0.0028	0.0050	0.0024	0.0024	0.0022	0.0029	0.0023	0.0017	0.0011	0.0024	0.0029	0.0022	0.0020	0.0038	0.0050	0.0016	0.0032	0.0021	0.0017	0.0028	0.0028	0.0014	0.0012	0.0019	0.0019	0.0046	0.0020	0.0024	0.0011	0.0035	0.0018	0.0025	0.0017	0.0018	0.0024	0.0023	0.0022	0.0013	0.0019
Cydippida_sp	0.0007				0.0031	0.0018		0.0040							0.0018			0.0038			0.0025				0.0021			0.0039																								0.0013										0.0023																		0.0017				0.0013						0.0052									0.0020	0.0014									0.0026	0.0044			0.0045							0.0010								
Hydra_viridissima	0.0007	0.0016	0.0025	0.0011			0.0040		0.0021	0.0010	0.0027	0.0015	0.0010	0.0025			0.0020	0.0043				0.0020	0.0021	0.0023	0.0014	0.0012	0.0015		0.0008	0.0028	0.0038		0.0009	0.0014	0.0031		0.0021	0.0019	0.0015	0.0015	0.0030			0.0016	0.0015	0.0017		0.0014	0.0017	0.0011				0.0034		0.0023		0.0013	0.0020	0.0036			0.0029	0.0017	0.0024		0.0014	0.0016	0.0014			0.0006	0.0016		0.0022						0.0011		0.0013	0.0017			0.0019	0.0019	0.0029				0.0016	0.0022	0.0030	0.0013	0.0010		0.0015		0.0015		0.0022		0.0020	0.0032	0.0016				0.0016	0.0008		0.0014				0.0009	0.0016		0.0022	0.0018			0.0018		0.0013	
Hydra_vulgaris	0.0008	0.0014	0.0013	0.0012	0.0018	0.0019	0.0010		0.0019		0.0025	0.0013	0.0011	0.0022	0.0014	0.0014	0.0017	0.0018	0.0021	0.0035	0.0024	0.0016	0.0020	0.0019	0.0015	0.0010	0.0018		0.0009	0.0018	0.0020	0.0012	0.0008	0.0015	0.0014	0.0010	0.0026	0.0025	0.0020	0.0017	0.0014	0.0019		0.0019	0.0015	0.0018		0.0014	0.0017	0.0012	0.0014	0.0016	0.0024	0.0019	0.0011	0.0020	0.0021	0.0013	0.0018	0.0016		0.0023	0.0013	0.0020	0.0019	0.0025	0.0016	0.0018	0.0015	0.0013	0.0022	0.0007	0.0015		0.0023	0.0014		0.0040	0.0011	0.0021	0.0015	0.0007	0.0012	0.0015	0.0023	0.0023	0.0026	0.0014	0.0028	0.0011	0.0017		0.0017	0.0019	0.0019	0.0014	0.0011	0.0008	0.0018	0.0019	0.0016	0.0012	0.0024	0.0020	0.0021	0.0024	0.0022		0.0026		0.0017	0.0009	0.0016	0.0015	0.0015	0.0024	0.0030	0.0017	0.0016	0.0013	0.0018	0.0020	0.0014	0.0017	0.0018	0.0013	0.0012	0.0023
Nanomia_bijuga	0.0005	0.0015	0.0022	0.0014			0.0013		0.0023	0.0009	0.0027	0.0033	0.0009	0.0016	0.0034	0.0018	0.0023	0.0029	0.0026	0.0054		0.0021	0.0020	0.0022	0.0024	0.0019	0.0019		0.0009		0.0022	0.0011	0.0011	0.0018		0.0012	0.0022	0.0021	0.0030	0.0011	0.0014		0.0023	0.0017	0.0028			0.0016	0.0014	0.0049			0.0018	0.0032	0.0017	0.0012	0.0013	0.0017	0.0039		0.0016	0.0019	0.0027	0.0026	0.0018	0.0025	0.0020	0.0022	0.0020		0.0019	0.0008	0.0019	0.0023	0.0018			0.0023	0.0010		0.0011		0.0013	0.0013		0.0023	0.0027	0.0025	0.0024	0.0019	0.0016	0.0012	0.0018	0.0021	0.0022	0.0010	0.0013	0.0006	0.0018	0.0024	0.0019	0.0012	0.0022	0.0026	0.0011	0.0040		0.0010	0.0034		0.0014	0.0008	0.0015	0.0023	0.0014	0.0015	0.0030		0.0025	0.0019	0.0021	0.0028	0.0015	0.0014	0.0020		0.0023	
Petrosia_ficiformis	0.0004	0.0013	0.0013			0.0018	0.0019		0.0016			0.0012	0.0011	0.0026	0.0010	0.0019		0.0020		0.0024		0.0030	0.0025	0.0015	0.0018	0.0017	0.0014		0.0016	0.0019	0.0023	0.0011	0.0015	0.0015		0.0009			0.0014	0.0012	0.0026		0.0020	0.0013	0.0017		0.0029	0.0014	0.0014	0.0044	0.0012		0.0032	0.0015	0.0015	0.0026	0.0022	0.0014	0.0021	0.0019	0.0020	0.0020	0.0010		0.0036	0.0021	0.0015	0.0011	0.0016	0.0015	0.0029	0.0027	0.0014		0.0031	0.0040	0.0014		0.0021						0.0011		0.0032	0.0018			0.0030	0.0018		0.0017	0.0018	0.0012	0.0012		0.0022	0.0023		0.0015	0.0016		0.0024			0.0010		0.0026	0.0014	0.0015		0.0017	0.0025		0.0060	0.0014	0.0026	0.0007	0.0024	0.0015			0.0034		0.0011	0.0011
Abylopsis_tetragona	0.0005	0.0012	0.0020	0.0009	0.0024	0.0031			0.0017		0.0024	0.0011	0.0007	0.0017		0.0010	0.0021	0.0014	0.0020	0.0021		0.0025		0.0017	0.0018	0.0016	0.0016		0.0011		0.0024	0.0012	0.0011	0.0010	0.0015	0.0021	0.0015	0.0023	0.0014	0.0017	0.0032	0.0021	0.0016	0.0019		0.0017	0.0031	0.0012	0.0015	0.0012	0.0013	0.0011	0.0026	0.0013		0.0019	0.0011	0.0013		0.0011	0.0014	0.0015	0.0016	0.0016	0.0025	0.0028	0.0013	0.0016	0.0016	0.0014	0.0014	0.0007	0.0018	0.0021	0.0016	0.0011		0.0024	0.0016		0.0013	0.0014	0.0026	0.0014		0.0030	0.0017	0.0013	0.0022	0.0016	0.0016	0.0015	0.0017	0.0013	0.0015	0.0012	0.0018	0.0008	0.0019	0.0021	0.0015		0.0021	0.0024	0.0015	0.0026	0.0024		0.0032	0.0035	0.0011	0.0009	0.0011	0.0014	0.0012	0.0019	0.0052	0.0026	0.0024	0.0016	0.0017	0.0015		0.0021			0.0032	0.0022
Salpingoeca_pyxidium	0.0012	0.0016	0.0022	0.0029		0.0017	0.0025	0.0017		0.0048	0.0028	0.0040		0.0036		0.0023	0.0035	0.0032	0.0017	0.0027		0.0034	0.0030	0.0044		0.0039	0.0029		0.0012	0.0038		0.0022	0.0020	0.0015		0.0027		0.0057	0.0020		0.0022	0.0051	0.0053	0.0042		0.0021	0.0052				0.0013	0.0016			0.0039						0.0022			0.0025	0.0035	0.0031	0.0034		0.0031	0.0020	0.0037	0.0028	0.0033	0.0033	0.0023	0.0013	0.0038			0.0037	0.0016		0.0036	0.0026			0.0047			0.0042		0.0019	0.0029		0.0021	0.0029	0.0055	0.0015	0.0023		0.0040			0.0038	0.0019						0.0029	0.0011		0.0041	0.0031			0.0049	0.0020		0.0030	0.0035	0.0025	0.0034	0.0025	0.0054	0.0039	
Hyalonema_populiferum	0.0010	0.0014		0.0014		0.0037				0.0008		0.0017	0.0026		0.0025	0.0033	0.0035		0.0020	0.0031		0.0025	0.0057		0.0049	0.0023	0.0022		0.0014	0.0026	0.0032	0.0016		0.0013		0.0011		0.0037	0.0020		0.0013			0.0027		0.0024		0.0026	0.0027	0.0009	0.0029	0.0025		0.0026	0.0019	0.0036	0.0027	0.0023			0.0045		0.0050	0.0029	0.0028		0.0022	0.0020	0.0021	0.0076	0.0025	0.0017	0.0035	0.0020	0.0055	0.0022	0.0025			0.0028	0.0027			0.0068		0.0031	0.0039	0.0029	0.0036		0.0033	0.0022	0.0062	0.0024	0.0062	0.0027	0.0014	0.0018	0.0045		0.0034	0.0039	0.0040	0.0026	0.0017	0.0047		0.0013	0.0058	0.0030	0.0027	0.0010		0.0029	0.0025	0.0030	0.0039	0.0014	0.0030		0.0018	0.0026		0.0021	0.0041		0.0025	
Sympagella_nux	0.0006	0.0016	0.0015	0.0011	0.0018	0.0032	0.0011		0.0019		0.0013	0.0013	0.0015	0.0030	0.0012	0.0035	0.0016		0.0017	0.0015	0.0026	0.0023	0.0029	0.0022	0.0018	0.0019	0.0029	0.0031		0.0020	0.0027	0.0016	0.0017	0.0008	0.0016	0.0013	0.0025	0.0026	0.0020	0.0012	0.0022	0.0024	0.0027	0.0015	0.0039	0.0020	0.0025	0.0010	0.0012	0.0014	0.0009	0.0020	0.0015	0.0021	0.0022	0.0025	0.0015	0.0014	0.0022			0.0019	0.0019	0.0028	0.0026	0.0019	0.0022	0.0019	0.0016	0.0012	0.0020	0.0018	0.0023			0.0017		0.0047	0.0023	0.0018	0.0014	0.0013	0.0015	0.0012	0.0017	0.0027	0.0015	0.0017	0.0017	0.0019	0.0015		0.0025	0.0026	0.0020	0.0025	0.0010	0.0011	0.0025	0.0034	0.0021	0.0013	0.0029	0.0022	0.0022	0.0020	0.0026	0.0014	0.0025	0.0023	0.0015	0.0011	0.0020	0.0013	0.0016	0.0020	0.0029	0.0012	0.0032		0.0016	0.0032		0.0021	0.0009	0.0011	0.0011	
Dryodora_glandiformis	0.0006				0.0013	0.0017	0.0021	0.0029		0.0010					0.0008				0.0025						0.0008			0.0019					0.0013		0.0010											0.0015	0.0029										0.0021	0.0014		0.0034		0.0024									0.0048			0.0020				0.0020		0.0011				0.0012															0.0021	0.0015	0.0037								0.0017	0.0016			0.0048					0.0009		0.0009			0.0016	0.0030	0.0020	0.0016		0.0030
Hormiphora_palmata	0.0008				0.0026		0.0016	0.0039		0.0010						0.0032				0.0021																											0.0020	0.0035	0.0013			0.0022						0.0017				0.0032									0.0039									0.0020	0.0012	0.0035		0.0010														0.0009			0.0016	0.0028			0.0009					0.0026										0.0012								
Cestum_veneris	0.0012																		0.0023		0.0033									0.0020													0.0026				0.0038	0.0034				0.0020					0.0019														0.0019			0.0016					0.0029					0.0016	0.0031																				0.0028				0.0016	0.0030		0.0018								0.0016						0.0035		
Ocyropsis_crystallina	0.0008				0.0011		0.0016	0.0010							0.0009			0.0011	0.0016						0.0011			0.0017		0.0013																	0.0024	0.0013				0.0017					0.0012					0.0018								0.0024	0.0019			0.0015			0.0015	0.0019	0.0023	0.0010				0.0009	0.0034					0.0022		0.0028								0.0013									0.0011	0.0020															0.0013	0.0016		0.0015
Eunicella_verrucosa	0.0005	0.0026	0.0017	0.0011			0.0011	0.0016	0.0019	0.0008	0.0024	0.0015	0.0012	0.0018	0.0009	0.0012	0.0016	0.0018	0.0013	0.0021	0.0012	0.0021	0.0022	0.0024	0.0009	0.0012	0.0017	0.0055	0.0034	0.0016	0.0021	0.0014	0.0009	0.0011	0.0011	0.0012	0.0020	0.0019		0.0014	0.0023	0.0022	0.0019	0.0014	0.0014	0.0013	0.0018		0.0013	0.0006	0.0009	0.0013	0.0017	0.0013	0.0015	0.0022	0.0008	0.0012	0.0015	0.0012	0.0021			0.0016	0.0020	0.0024	0.0012	0.0015	0.0015	0.0026	0.0013	0.0011	0.0017	0.0021	0.0019	0.0015	0.0016	0.0035		0.0012	0.0015	0.0009	0.0009	0.0011	0.0055	0.0024	0.0023	0.0016	0.0022		0.0020	0.0021	0.0018	0.0013	0.0019	0.0014	0.0015	0.0008		0.0020	0.0011	0.0015	0.0013	0.0024	0.0019	0.0026	0.0015	0.0007	0.0021	0.0025	0.0013	0.0022	0.0016	0.0012	0.0012	0.0015	0.0040	0.0011	0.0014	0.0013	0.0021	0.0018	0.0030	0.0019	0.0012	0.0020	0.0013	
Craseo_lathetica	0.0005	0.0022	0.0011	0.0021	0.0029		0.0011		0.0020		0.0045	0.0011	0.0008	0.0017	0.0016	0.0051	0.0031	0.0024	0.0016	0.0032		0.0025	0.0051	0.0027	0.0025	0.0042	0.0042		0.0038	0.0019	0.0032	0.0015	0.0016	0.0014	0.0017	0.0023	0.0049	0.0023	0.0012	0.0012	0.0022	0.0017			0.0028	0.0034		0.0041	0.0018	0.0011	0.0023	0.0022	0.0028	0.0015		0.0017	0.0012		0.0023		0.0013		0.0012	0.0025	0.0024	0.0029	0.0027	0.0019	0.0016		0.0032	0.0036	0.0030	0.0016	0.0036	0.0011				0.0016	0.0009	0.0013	0.0012	0.0023	0.0014	0.0031	0.0023	0.0025	0.0025	0.0020	0.0018	0.0014	0.0020	0.0017	0.0019			0.0006	0.0017	0.0024		0.0022	0.0024	0.0021	0.0018	0.0019	0.0021	0.0011	0.0018	0.0021	0.0026	0.0022	0.0013	0.0016	0.0014	0.0036	0.0027	0.0031	0.0026	0.0016	0.0019	0.0016	0.0028		0.0016	0.0013	0.0013	
