	Metazoa_Choano_RCFV_strict.phy	Gene_0010	Gene_0026	Gene_0027	Gene_0030	Gene_0033	Gene_0034	Gene_0035	Gene_0066	Gene_0069	Gene_0076	Gene_0077	Gene_0088	Gene_0089	Gene_0101	Gene_0102	Gene_0113	Gene_0114	Gene_0121	Gene_0134	Gene_0145	Gene_0153	Gene_0164	Gene_0169	Gene_0174	Gene_0185	Gene_0191	Gene_0194	Gene_0200	Gene_0201	Gene_0202	Gene_0226	Gene_0236	Gene_0245	Gene_0251	Gene_0252	Gene_0260	Gene_0281	Gene_0295	Gene_0303	Gene_0317	Gene_0320	Gene_0328	Gene_0330	Gene_0334	Gene_0335	Gene_0337	Gene_0348	Gene_0349	Gene_0350	Gene_0351	Gene_0360	Gene_0376	Gene_0399	Gene_0406	Gene_0414	Gene_0420	Gene_0422	Gene_0424	Gene_0428	Gene_0435	Gene_0438	Gene_0441	Gene_0443	Gene_0445	Gene_0471	Gene_0478	Gene_0481	Gene_0483	Gene_0507	Gene_0509	Gene_0511	Gene_0518	Gene_0521	Gene_0531	Gene_0542	Gene_0544	Gene_0545	Gene_0557	Gene_0563	Gene_0575	Gene_0580	Gene_0581	Gene_0587	Gene_0596	Gene_0610	Gene_0658	Gene_0701	Gene_0703	Gene_0708	Gene_0714	Gene_0718	Gene_0723	Gene_0729	Gene_0731	Gene_0740	Gene_0771	Gene_0774	Gene_0784	Gene_0798	Gene_0809	Gene_0814	Gene_0831	Gene_0842	Gene_0843	Gene_0846	Gene_0857	Gene_0858	Gene_0873	Gene_0884	Gene_0893	Gene_0902	Gene_0906	Gene_0915	Gene_0934	Gene_0961	Gene_0980	Gene_0985	Gene_0986	Gene_0989	Gene_0992	Gene_0995	Gene_0997	Gene_1015	Gene_1018	Gene_1019	Gene_1023	Gene_1034
Salpingoeca_rosetta	0.6366	0.6920	0.6559	0.6366	0.6206	0.6450	0.6505	0.6545	0.6720	0.7636	0.5950	0.6602	0.6324	0.6483	0.6451	0.6501	0.6712	0.6290	0.6380	0.7304	0.5329	0.7149	0.6633	0.6522	0.6352	0.6115	0.7078	0.5956	0.6741	0.5911	0.6810	0.6181	0.5793	0.6702	0.6368	0.6332	0.6095	0.6259	0.6643	0.6742	0.7126	0.6978	0.6054	0.6699	0.6595	0.6773	0.6419	0.6012	0.5982	0.6554	0.6623	0.6597	0.6970	0.5385	0.6796	0.5443	0.6542	0.6451	0.6485	0.5965			0.6118	0.6305	0.6964	0.5661	0.6903	0.6593	0.6524	0.5558	0.5136	0.6338	0.6429	0.6813	0.6569	0.6498	0.6373	0.6286	0.6265	0.6267	0.6802	0.6678	0.6446	0.6588	0.6073	0.5918	0.6962	0.6262	0.7093	0.6357	0.6964	0.6623	0.5765	0.5970	0.6436	0.7176	0.6295	0.6605	0.7778	0.6477	0.6751	0.6342	0.7321	0.5738	0.6480	0.6780	0.6551	0.5651	0.4947	0.5808	0.6407	0.6390	0.6535	0.6596	0.6400	0.6554	0.7006	0.7194	0.6554	0.6317	0.6043	0.6284	0.5667	0.5879	0.6134	0.6579	0.6634	0.6051
Cydippida_sp	0.6402				0.6095	0.6364		0.7128							0.7011			0.6915			0.6071				0.6484			0.6466																								0.6509										0.6000																		0.5694				0.6698						0.6875									0.7097	0.6305									0.5185	0.7292			0.5355							0.6379								
Hydra_viridissima	0.6532	0.6962	0.6451	0.6366			0.5750		0.7195	0.7876	0.6420	0.6678	0.6389	0.6174			0.6542	0.6989				0.6983	0.6531	0.7196	0.6547	0.6422	0.7233		0.6741	0.5345	0.7034		0.5772	0.6547	0.6400		0.6325	0.6800	0.6357	0.6484	0.6890			0.6856	0.6597	0.7148		0.6094	0.6316	0.6284				0.6000		0.6034		0.6439	0.6485	0.6174			0.6404	0.6418	0.6667		0.6756	0.6836	0.6436			0.5873	0.6612		0.6516						0.6777		0.6327	0.6667			0.6456	0.6370	0.7102				0.6543	0.6212	0.5946	0.7176	0.6568		0.7222		0.6954		0.6757		0.6640	0.6709	0.6946				0.6430	0.6418		0.6608				0.7050	0.7062		0.6595	0.5979			0.6499		0.6856	
Hydra_vulgaris	0.6423	0.6949	0.6687	0.6429	0.6495	0.6575	0.6343		0.6968		0.6420	0.6814	0.6327	0.6330	0.6662	0.6420	0.6508	0.6622	0.6426	0.7009	0.5433	0.6853	0.6582	0.6878	0.6450	0.6493	0.6987		0.6815	0.5688	0.6775	0.6024	0.5729	0.6540	0.6478	0.6280	0.6378	0.6788	0.6500	0.6550	0.7305	0.7015		0.6914	0.6541	0.7148		0.6226	0.6294	0.6239	0.6568	0.6412	0.6616	0.5598	0.6742	0.6087	0.6747	0.6468	0.6527	0.6061		0.6131	0.6376	0.6453	0.6568	0.6000	0.6676	0.6727	0.6330	0.5610	0.5045	0.5929	0.6558		0.6600	0.6636		0.6636	0.6255	0.5947	0.6853	0.6661	0.6305	0.6600	0.6088	0.5786	0.6456	0.6266	0.7045	0.6461	0.6997		0.6463	0.6121	0.6021	0.7059	0.6568	0.6401	0.6889	0.6189	0.6929	0.6492	0.6943	0.5574	0.6400	0.6761	0.6639		0.5236		0.6456	0.6361	0.6617	0.6643	0.6316	0.6626	0.7037	0.7132	0.7119	0.6432	0.6440	0.6030	0.5676	0.6023	0.6484	0.6667	0.6765	0.6267
Nanomia_bijuga	0.6514	0.7116	0.6638	0.6515			0.6454		0.6977	0.7909	0.6625	0.7032	0.6220	0.6422	0.6901	0.6604	0.6769	0.6816	0.7081	0.6714		0.7186	0.6769	0.7196	0.6656	0.6398	0.7152		0.6741		0.6981	0.6220	0.5962	0.6402		0.6450	0.6260	0.6802	0.6082	0.6551	0.7006		0.6000	0.6914	0.6953			0.6415	0.6316	0.6559			0.6667	0.5755	0.6742	0.6033	0.6585	0.6660	0.5909		0.7308	0.6185	0.6912	0.6216	0.6568	0.5838	0.6756	0.6836	0.6578		0.5257	0.5866	0.6682	0.6725	0.6807			0.6509	0.6139		0.6795		0.6504	0.6709		0.6452	0.6174	0.6414	0.6786	0.6797	0.7006	0.6688	0.6702	0.5696	0.6000	0.7294	0.6674	0.6587	0.7222	0.6282	0.7070	0.6566	0.7129	0.5636	0.6640	0.6532		0.5466	0.4444		0.6541	0.6447	0.6562	0.6706	0.6447	0.6687	0.7138		0.6846	0.6370	0.6599	0.5987	0.5506	0.5957	0.6738		0.6604	
Petrosia_ficiformis	0.6455	0.7131	0.6559			0.6304	0.6641		0.7037			0.6610	0.6338	0.6724	0.6588	0.6569		0.6629		0.7500		0.7329	0.6597	0.6784	0.6282	0.6690	0.6980		0.6593	0.5967	0.6457	0.6063	0.5890	0.6725		0.6338			0.6286	0.6284	0.7063		0.6040	0.7105	0.6535		0.6368	0.6245	0.6374	0.6809	0.6313		0.6373	0.5667	0.6760	0.5802	0.6350	0.6710	0.6387	0.6346	0.7028	0.6161	0.6276		0.6358	0.6082	0.6917	0.6825	0.6223	0.5835	0.5523	0.6286	0.6640		0.6604	0.6622	0.6330		0.6292						0.6299		0.6519	0.6766			0.6638	0.6623		0.5888	0.6148	0.7059	0.6576		0.6739	0.6237		0.6678	0.7057		0.6429			0.5627		0.5896	0.6541	0.6361		0.7178	0.6550		0.6889	0.7194	0.6966	0.6453	0.6364	0.6250			0.6042		0.6576	0.6217
Abylopsis_tetragona	0.6536	0.7215	0.6697	0.6310	0.6793	0.6750			0.6862		0.6296	0.6712	0.6204	0.6330		0.6440	0.6589	0.6793	0.6402	0.6897		0.7000		0.7287	0.6580	0.6615	0.7107		0.6667		0.6992	0.6220	0.5814	0.6576	0.6420	0.6511	0.6562	0.6861	0.6071	0.6454	0.7248	0.6844	0.6154	0.6818		0.7042	0.6259	0.6406	0.6491	0.6261	0.6656	0.6632	0.6717	0.5598		0.6304	0.6667	0.6475		0.6254	0.7317	0.6055	0.6553	0.6350	0.6646	0.6619	0.6783	0.6655	0.6436	0.5647	0.5347	0.5906	0.6721	0.6831	0.6765	0.6359		0.6495	0.6265		0.6896	0.6726	0.6522	0.6745		0.6258	0.6646	0.6528	0.7159	0.6688	0.7207	0.6623	0.6436	0.6182	0.5887	0.7216	0.6838	0.6555	0.7312	0.6179	0.7107		0.7273	0.5847	0.6960	0.6655	0.6456		0.5550	0.6957	0.6504	0.6418	0.6535	0.6792	0.6491	0.6472	0.6510	0.6966	0.7288	0.6412	0.6492	0.5950		0.5836			0.7355	0.6033
Salpingoeca_pyxidium	0.6390	0.7046	0.6379	0.6208		0.6667	0.6294	0.6504		0.8082	0.6561	0.7027		0.6415		0.6049	0.6179	0.6650	0.6336	0.7155		0.6512	0.5989	0.6620		0.6073	0.7562		0.6963	0.5604		0.5927	0.5708	0.6636		0.6015		0.6168	0.6857		0.7126	0.6373	0.5542	0.6571		0.6796	0.5789				0.6635	0.6464			0.6875						0.7077			0.6839	0.6131	0.6536	0.6686		0.6341	0.5534	0.4953	0.6058	0.6717	0.5825	0.6456	0.6590	0.5714			0.5281	0.6691		0.5642	0.7074			0.6477			0.7152		0.6688	0.6594		0.6219	0.7409	0.6095	0.6330	0.7312		0.6667			0.5044	0.6667						0.6040	0.6390		0.6259	0.6335			0.6726	0.6752		0.6605	0.6139	0.5556	0.5854	0.6264	0.6053	0.7153	
Hyalonema_populiferum	0.6424	0.7342		0.6513		0.6602				0.7727		0.6915	0.6376		0.6555	0.6089	0.6242		0.6149	0.7155		0.6953	0.6528		0.6090	0.6164	0.6937		0.6741	0.5583	0.6840	0.6063		0.6471		0.6093		0.7000	0.6643		0.7089			0.6579		0.6825		0.6911	0.6250	0.6275	0.6541	0.6475		0.5437	0.6685	0.6196	0.6789	0.6746			0.6847		0.6892	0.6618	0.6213		0.6758	0.6630	0.6277	0.5312	0.4757	0.6024	0.6923	0.6233	0.6706	0.6221	0.5872			0.5776	0.6714			0.7288		0.6380	0.6744	0.6289	0.6932		0.7161	0.7013	0.5921	0.5909	0.6377	0.7154	0.6547	0.6449	0.7969		0.6652	0.6193	0.7049	0.4973	0.6560	0.6319		0.5474	0.4409	0.6186	0.6412	0.6447		0.7256	0.6692	0.7177	0.7247	0.7050	0.6610		0.6361	0.6269		0.6135	0.6522		0.6473	
Sympagella_nux	0.6431	0.7046	0.6647	0.6429	0.6416	0.6308	0.6505		0.7268		0.6461	0.6814	0.6400	0.6828	0.6646	0.6549	0.6678		0.6228	0.7155	0.5498	0.6926	0.6968	0.6793	0.6460	0.6603	0.7230	0.6203		0.5522	0.6872	0.6339	0.5877	0.6576	0.6609	0.6083	0.6524	0.7006	0.6571	0.6332	0.7066	0.6679	0.6296	0.7026	0.6691	0.6912	0.6343	0.6352	0.6246	0.6366	0.6637	0.6632	0.6566	0.5340	0.6966	0.6486	0.6870	0.6452	0.6862			0.6033	0.6356	0.5980	0.6391	0.6067	0.6595	0.6558	0.6330	0.5643	0.4773	0.6063	0.6775			0.6406		0.6988	0.5703	0.6260	0.6754	0.6637	0.6283	0.6600	0.5952	0.6352	0.6329	0.6442	0.7102	0.6197	0.7147		0.6138	0.6333	0.6137	0.6733	0.6695	0.6684	0.6989	0.6275	0.7030	0.6582	0.6457	0.4973	0.6560	0.6513	0.6404	0.5515	0.5433	0.5912	0.6725	0.6408	0.6698	0.7053	0.6579	0.6859	0.7082	0.7122	0.7119		0.6309	0.6050		0.6118	0.6302	0.6936	0.6709	
Dryodora_glandiformis	0.6465				0.6554	0.6319	0.6545	0.6686		0.7857					0.6844				0.6953						0.6564			0.6658					0.5672		0.6652											0.6866	0.6592										0.6462	0.6523		0.6489		0.6141									0.5495			0.6170				0.6441		0.6073				0.6618															0.6989	0.6412	0.6917								0.5538	0.6817			0.5604					0.7122		0.6453			0.6029	0.6273	0.6324	0.6697		0.6277
Hormiphora_palmata	0.6622				0.6268		0.6633	0.7037		0.7818						0.6854				0.7222																											0.6494	0.6194	0.6462			0.6857						0.6748				0.5852									0.5109									0.5934	0.6878	0.6927		0.6570														0.6615			0.6980	0.6310			0.6640					0.7206										0.6453								
Cestum_veneris	0.6292																		0.6578		0.5578									0.5389													0.6536				0.6923	0.6452				0.6558					0.6464														0.5589			0.6222					0.6250					0.6543	0.6421																				0.7079				0.5147	0.6628		0.6373								0.6310						0.6947		
Ocyropsis_crystallina	0.6435				0.6434		0.6607	0.6442							0.6868			0.6786	0.6475						0.6601			0.6756		0.5848																	0.6654	0.6546				0.6944					0.6532					0.6467								0.5747	0.5607			0.6404			0.6441	0.6686	0.6098	0.6281				0.6634	0.6386					0.6193		0.6349								0.6444									0.5291	0.6307															0.6493	0.6634		0.6031
Eunicella_verrucosa	0.6511	0.7111	0.6700	0.6232			0.6560	0.6647	0.7016	0.8000	0.6337	0.6678	0.6492	0.6636	0.6874	0.6478	0.6610	0.6771	0.6490	0.7069	0.5694	0.7253	0.6359	0.7181	0.6645	0.6398	0.6894	0.6296	0.6667	0.5752	0.7107	0.6181	0.5899	0.6639	0.6464	0.6342	0.6464	0.6898		0.6658	0.6759	0.7201	0.6275	0.6962	0.6629	0.7148	0.6463		0.6433	0.6351	0.6637	0.6597	0.6263	0.5455	0.6780	0.6413	0.6516	0.6679	0.6862	0.6281	0.7133			0.6453	0.6331	0.6163	0.6845	0.6704	0.6489	0.5878	0.5227	0.5748	0.6558	0.6637	0.6809	0.6438	0.6198	0.6818		0.6182	0.6675	0.6728	0.6425	0.6800	0.6364	0.6503	0.7089	0.6486	0.6648		0.7117	0.6558	0.6570	0.6303	0.6268	0.7098	0.6842	0.6359		0.6173	0.7132	0.6549	0.7227	0.5414	0.6349	0.6591	0.6840	0.5599	0.4691	0.6373	0.6402	0.6014	0.6535	0.6853	0.6360	0.6697	0.6689	0.7122	0.6723	0.6403	0.6126	0.6250	0.5924	0.5997	0.6493	0.6955	0.6897	
Craseo_lathetica	0.6531	0.7647	0.6747	0.6011	0.6544		0.6423		0.6831		0.6789	0.6712	0.6265	0.6576	0.6928	0.7120	0.6286	0.6962	0.6468	0.7282		0.7098	0.6613	0.7049	0.6582	0.6397	0.7500		0.6438	0.5598	0.6727	0.6100	0.6077	0.6552	0.6507	0.6431	0.6774	0.6898	0.6214	0.6509	0.7308	0.7030			0.7285	0.7092		0.6397	0.6316	0.6284	0.6546	0.6390	0.6863	0.5550		0.6141	0.6700		0.6560		0.7133		0.6460	0.6575	0.6552	0.6122	0.7218	0.6509	0.6702		0.5412	0.6207	0.6957	0.6579	0.6524	0.6498				0.6237	0.6929	0.6696	0.6416	0.6991	0.6301	0.6000	0.6486	0.6910	0.7045	0.6771	0.7066	0.6713	0.6602	0.6109	0.6277			0.6569	0.7174	0.6146		0.6771	0.6894	0.5430	0.6880	0.6636	0.6361	0.5603	0.4856	0.6250	0.6568	0.6242	0.6404	0.6875	0.6447	0.6416	0.7487	0.7042	0.7006	0.6388	0.6597	0.6250	0.5538		0.6464	0.6537	0.6833	
