	Metazoa_Choano_RCFV_strict.phy	Gene_0010	Gene_0026	Gene_0027	Gene_0030	Gene_0033	Gene_0034	Gene_0035	Gene_0066	Gene_0069	Gene_0076	Gene_0077	Gene_0088	Gene_0089	Gene_0101	Gene_0102	Gene_0113	Gene_0114	Gene_0121	Gene_0134	Gene_0145	Gene_0153	Gene_0164	Gene_0169	Gene_0174	Gene_0185	Gene_0191	Gene_0194	Gene_0200	Gene_0201	Gene_0202	Gene_0226	Gene_0236	Gene_0245	Gene_0251	Gene_0252	Gene_0260	Gene_0281	Gene_0295	Gene_0303	Gene_0317	Gene_0320	Gene_0328	Gene_0330	Gene_0334	Gene_0335	Gene_0337	Gene_0348	Gene_0349	Gene_0350	Gene_0351	Gene_0360	Gene_0376	Gene_0399	Gene_0406	Gene_0414	Gene_0420	Gene_0422	Gene_0424	Gene_0428	Gene_0435	Gene_0438	Gene_0441	Gene_0443	Gene_0445	Gene_0471	Gene_0478	Gene_0481	Gene_0483	Gene_0507	Gene_0509	Gene_0511	Gene_0518	Gene_0521	Gene_0531	Gene_0542	Gene_0544	Gene_0545	Gene_0557	Gene_0563	Gene_0575	Gene_0580	Gene_0581	Gene_0587	Gene_0596	Gene_0610	Gene_0658	Gene_0701	Gene_0703	Gene_0708	Gene_0714	Gene_0718	Gene_0723	Gene_0729	Gene_0731	Gene_0740	Gene_0771	Gene_0774	Gene_0784	Gene_0798	Gene_0809	Gene_0814	Gene_0831	Gene_0842	Gene_0843	Gene_0846	Gene_0857	Gene_0858	Gene_0873	Gene_0884	Gene_0893	Gene_0902	Gene_0906	Gene_0915	Gene_0934	Gene_0961	Gene_0980	Gene_0985	Gene_0986	Gene_0989	Gene_0992	Gene_0995	Gene_0997	Gene_1015	Gene_1018	Gene_1019	Gene_1023	Gene_1034
Salpingoeca_rosetta	0.7519	0.7511	0.6901	0.7437	0.7858	0.7350	0.7699	0.7452	0.6349	0.7000	0.7934	0.7913	0.7913	0.7706	0.7269	0.7494	0.7671	0.7469	0.7770	0.6609	0.8568	0.6290	0.7296	0.7554	0.7427	0.7026	0.7078	0.8254	0.7259	0.8037	0.6983	0.7638	0.7548	0.7311	0.7586	0.7503	0.7177	0.6778	0.6857	0.7551	0.6048	0.6978	0.8027	0.7614	0.6638	0.7695	0.8038	0.8079	0.8094	0.7613	0.7318	0.7344	0.7222	0.8654	0.7901	0.8165	0.7525	0.7455	0.7406	0.7647			0.7348	0.7833	0.7143	0.7479	0.7727	0.6778	0.7166	0.8187	0.9154	0.7535	0.6841	0.7456	0.6833	0.7696	0.7288	0.7524	0.8222	0.7317	0.7234	0.7475	0.7373	0.7151	0.7737	0.8095	0.6835	0.7539	0.6570	0.8201	0.7393	0.7208	0.8060	0.7545	0.7273	0.6706	0.7074	0.7184	0.7556	0.7720	0.6878	0.7162	0.7283	0.9344	0.7440	0.7458	0.7563	0.8796	0.9088	0.7864	0.6985	0.7851	0.7677	0.6348	0.7333	0.7231	0.6102	0.6906	0.7627	0.7163	0.7460	0.7377	0.7806	0.7914	0.7692	0.7688	0.7101	0.7782
Cydippida_sp	0.7596				0.7619	0.7441		0.7766							0.6989			0.7872			0.7946				0.7810			0.9138																								0.7333										0.7438																		0.7639				0.7477						0.8625									0.7419	0.7625									0.8930	0.8229			0.7742							0.7011								
Hydra_viridissima	0.7384	0.7257	0.7611	0.7395			0.8500		0.5915	0.6903	0.7901	0.7966	0.7901	0.7696			0.8068	0.7097				0.6681	0.7398	0.6878	0.7362	0.7062	0.6855		0.7407	0.8305	0.7966		0.7738	0.7415	0.7360		0.7139	0.6450	0.7143	0.7756	0.6220			0.7242	0.6667	0.7465		0.7755	0.7661	0.7725				0.7895		0.8380		0.7644	0.7741	0.8000			0.7061	0.7910	0.7583		0.7587	0.6764	0.7234			0.7937	0.7073		0.7444						0.7030		0.7345	0.7568			0.6899	0.7889	0.6534				0.7606	0.7091	0.7297	0.6902	0.7368		0.7222		0.6574		0.7568		0.7280	0.7987	0.7305				0.6886	0.7822		0.6329				0.6978	0.7514		0.7514	0.7680			0.7646		0.7290	
Hydra_vulgaris	0.7494	0.7373	0.7008	0.7395	0.7865	0.7089	0.7816		0.6011		0.7860	0.7932	0.7901	0.7523	0.7041	0.7757	0.8068	0.7517	0.7757	0.6581	0.8367	0.6681	0.7500	0.6878	0.7362	0.7109	0.6923		0.7407	0.8042	0.6938	0.7835	0.7738	0.7405	0.7710	0.7627	0.7113	0.6642	0.7214	0.7725	0.5988	0.6530		0.7249	0.6709	0.7465		0.7849	0.7647	0.7748	0.7544	0.7539	0.7626	0.8086	0.7809	0.8207	0.7590	0.7658	0.7741	0.7712		0.7466	0.7265	0.7783	0.7337	0.7306	0.7614	0.6836	0.7340	0.7880	0.8792	0.7945	0.7182		0.7370	0.7788		0.6944	0.8201	0.7554	0.7030	0.7359	0.7345	0.7541	0.7861	0.7358	0.7025	0.7676	0.6534	0.8238	0.7297		0.7713	0.7212	0.7077	0.6902	0.7305	0.7044	0.7222	0.7468	0.6574	0.7336	0.7509	0.9344	0.7120	0.7746	0.7563		0.8848		0.6937	0.7880	0.7568	0.6469	0.7851	0.7117	0.6376	0.7132	0.7458	0.7121	0.7539	0.7839	0.7981	0.7970	0.7642	0.7800	0.7181	0.7400
Nanomia_bijuga	0.7472	0.7349	0.7373	0.7296			0.7885		0.5988	0.6909	0.7625	0.7806	0.7973	0.7492	0.7193	0.7385	0.8027	0.7551	0.7459	0.7571		0.6537	0.7231	0.7090	0.7285	0.6967	0.6962		0.7407		0.6814	0.7835	0.7738	0.7249		0.7824	0.7099	0.6680	0.7526	0.7727	0.5988		0.7846	0.7225	0.5964			0.7811	0.7573	0.7957			0.7576	0.8113	0.7809	0.8207	0.7678	0.7426	0.7841		0.7308	0.7466	0.7005	0.7568	0.7396	0.7766	0.7560	0.7018	0.7219		0.8792	0.7913	0.6816	0.8099	0.7327			0.7284	0.8110		0.7179		0.7212	0.7432		0.7161	0.7383	0.7697	0.6667	0.8152	0.7455	0.7273	0.7686	0.7478	0.7362	0.6745	0.7368	0.6987	0.7111	0.7468	0.6479	0.7071	0.7177	0.9152	0.7280	0.7419		0.8676	0.9074		0.7043	0.7765	0.7663	0.6765	0.7588	0.7362	0.6014		0.7852	0.7055	0.7616	0.7834	0.8074	0.7904	0.7768		0.7296	
Petrosia_ficiformis	0.7502	0.7342	0.6881			0.7651	0.7832		0.6455			0.7831	0.7938	0.7931	0.7216	0.7527		0.7277		0.6638		0.6781	0.7435	0.7135	0.7521	0.7119	0.6779		0.7333	0.8098	0.7265	0.7756	0.7605	0.7250		0.7615			0.7071	0.7805	0.6429		0.7785	0.7297	0.6496		0.8120	0.7755	0.7895	0.7766	0.7463		0.7157	0.8190	0.7877	0.8321	0.7827	0.7532	0.7696	0.7754	0.7168	0.7647	0.7319		0.7550	0.7959	0.7806	0.6861	0.7394	0.7795	0.8895	0.7500	0.6829		0.7736	0.7703	0.7890		0.8267						0.7759		0.7025	0.7554			0.8079	0.7338		0.7401	0.7314	0.6706	0.7537		0.7174	0.7700		0.7167	0.7170		0.7302			0.8802		0.8207	0.7068	0.7708		0.6028	0.7661		0.6667	0.6978	0.7697	0.7141	0.7649	0.7550			0.7708		0.7340	0.7336
Abylopsis_tetragona	0.7459	0.7300	0.6742	0.7379	0.7468	0.6937			0.6064		0.7942	0.7864	0.7870	0.7645		0.7695	0.8131	0.7528	0.7903	0.6638		0.6591		0.7021	0.7150	0.7174	0.6855		0.7407		0.6802	0.7835	0.7822	0.7479	0.7696	0.7445	0.7008	0.6533	0.7071	0.8085	0.5688	0.6958	0.7759	0.7273		0.7500	0.7823	0.7852	0.7632	0.7680	0.7475	0.7484	0.7576	0.8182		0.8261	0.7504	0.7536		0.7695	0.7213	0.7479	0.7260	0.7900	0.7453	0.7482	0.7507	0.6873	0.7234	0.7880	0.8731	0.7835	0.6612	0.7860	0.7377	0.7926		0.7314	0.8086		0.7150	0.7442	0.7585	0.7414		0.7178	0.7152	0.7668	0.6705	0.8312	0.7267	0.7208	0.7846	0.7091	0.7419	0.6941	0.7213	0.6915	0.7204	0.7487	0.6421		0.7045	0.9235	0.7360	0.8294	0.6962		0.8650	0.7870	0.7121	0.7708	0.7663	0.6250	0.7632	0.7476	0.6779	0.7191	0.7401	0.7062	0.7513	0.7700		0.7747			0.6871	0.7645
Salpingoeca_pyxidium	0.7595	0.7511	0.6978	0.7750		0.7310	0.7835	0.7537		0.7808	0.7964	0.7973		0.8208		0.7659	0.8130	0.7444	0.7638	0.6466		0.6860	0.7754	0.7042		0.8063	0.7125		0.7185	0.8242		0.7702	0.7717	0.7227		0.8158		0.7196	0.7000		0.6168	0.7745	0.7590	0.8286		0.7746	0.8596				0.7556	0.7504			0.8021						0.7324			0.7876	0.7518	0.7516	0.7733		0.7561	0.7937	0.8879	0.8175	0.6768	0.7980	0.7595	0.7650	0.7766			0.7978	0.7138		0.7838	0.7336			0.7159			0.7879		0.7273	0.7971		0.7350	0.7136	0.7524	0.7309	0.7312		0.7387			0.9292	0.7460						0.7440	0.7794		0.6939	0.7783			0.7699	0.7834		0.7099	0.7525	0.8016	0.8211	0.7360	0.8158	0.7708	
Hyalonema_populiferum	0.7598	0.7342		0.7626		0.7184				0.7000		0.7763	0.7752		0.7344	0.7778	0.8153		0.8333	0.6379		0.6738	0.7917		0.6987	0.7434	0.7000		0.7333	0.8436	0.7459	0.7992		0.7332		0.7627		0.5727	0.6929		0.5886			0.7500		0.7817		0.8063	0.7781	0.7607	0.7351	0.7418		0.8155	0.7753	0.8098	0.7842	0.7633			0.7387		0.7027	0.7451	0.7456		0.7578	0.7319	0.7287	0.7500	0.9189	0.7992	0.7203	0.8116	0.8118	0.7788	0.7936			0.7759	0.7314			0.7797		0.7607	0.6860	0.7842	0.7045		0.7871	0.7338	0.7105	0.7485	0.7536	0.7115	0.7453	0.7102	0.7031		0.6923	0.7327	0.7787	0.9344	0.7360	0.8626		0.8753	0.9355	0.8051	0.7226	0.7708		0.6000	0.7970	0.7177	0.7022	0.6906	0.7684		0.7539	0.7876		0.8059	0.7935		0.7510	
Sympagella_nux	0.7592	0.7426	0.6787	0.7647	0.7809	0.7781	0.7664		0.6230		0.8066	0.7763	0.7846	0.7761	0.7284	0.8031	0.8102		0.8058	0.6552	0.8744	0.6710	0.7128	0.7391	0.7145	0.7177	0.6892	0.8336		0.8217	0.7067	0.7756	0.7590	0.7395	0.7551	0.7606	0.7193	0.6102	0.6929	0.7940	0.5868	0.7015	0.7845	0.7602	0.7189	0.7719	0.8133	0.7902	0.7859	0.7630	0.7404	0.7465	0.7424	0.8301	0.7809	0.7946	0.7631	0.7348	0.7573			0.7493	0.7544	0.7941	0.7278	0.7531	0.7748	0.7210	0.7500	0.7850	0.9033	0.7953	0.7263			0.7650		0.6867	0.8516	0.7453	0.7173	0.7505	0.7389	0.7378	0.7762	0.7358	0.7152	0.7766	0.6477	0.8311	0.7267		0.8016	0.7364	0.7220	0.6813	0.7326	0.7082	0.7097	0.7383	0.6624	0.7177	0.7559	0.9399	0.7200	0.7925	0.7066	0.8701	0.9029	0.8076	0.6952	0.7787	0.7799	0.6140	0.7675	0.7212	0.6950	0.6978	0.7684		0.7435	0.8100		0.8043	0.7691	0.7669	0.7312	
Dryodora_glandiformis	0.7595				0.7874	0.7362	0.7330	0.7035		0.6875					0.6995				0.7617						0.7378			0.7871					0.7731		0.7636											0.7535	0.7989										0.7209	0.7575		0.7234		0.7500									0.9550			0.7719				0.7542		0.7674				0.7450															0.7419	0.7647	0.6500								0.8819	0.7868			0.7253					0.7050		0.7000			0.8230	0.8091	0.7534	0.8188		0.7128
Hormiphora_palmata	0.7371				0.8028		0.7500	0.8395		0.7000						0.7746				0.6296																											0.7809	0.7612	0.7690			0.7506						0.7136				0.7481									0.8913									0.7546	0.7132	0.6369		0.7597														0.7000			0.6497	0.7460			0.7440					0.8178										0.7109								
Cestum_veneris	0.7864																		0.7733		0.8163									0.8333													0.7647				0.8173	0.7742				0.7572					0.7393														0.8973			0.7822					0.8350					0.7377	0.7333																				0.7303				0.9069	0.8198		0.8039								0.7083						0.7947		
Ocyropsis_crystallina	0.7753				0.7860		0.7798	0.7526							0.6925			0.7366	0.7849						0.7386			0.7939		0.8196																	0.7776	0.7951				0.7517					0.7508					0.7799								0.7787	0.9016			0.7719			0.7661	0.7581	0.8354	0.7521				0.7549	0.7579					0.8550		0.7698								0.7629									0.9041	0.7883															0.7476	0.7921		0.7685
Eunicella_verrucosa	0.7444	0.7259	0.6700	0.7516			0.7714	0.7438	0.6178	0.7000	0.7490	0.8000	0.7785	0.7645	0.6980	0.7478	0.8034	0.7261	0.7792	0.6552	0.8449	0.6352	0.7333	0.7074	0.7378	0.7133	0.6957	0.8056	0.7778	0.8148	0.7438	0.7717	0.7738	0.7206	0.7594	0.7627	0.7282	0.6350		0.7706	0.6204	0.6716	0.7785	0.7225	0.6364	0.7711	0.8035		0.7865	0.7545	0.7345	0.7552	0.7525	0.8230	0.7797	0.8098	0.7705	0.7411	0.7615	0.7614	0.7203			0.7783	0.7278	0.7429	0.7754	0.6815	0.7234	0.7673	0.8973	0.7874	0.7019	0.7719	0.7234	0.7750	0.7865	0.6545		0.7306	0.7157	0.7309	0.7285	0.7564	0.7980	0.6994	0.6962	0.7571	0.6648		0.7057	0.7403	0.7731	0.7182	0.7183	0.6784	0.7200	0.7051		0.7781	0.6624	0.7205	0.7148	0.9173	0.7460	0.7273	0.7229	0.8631	0.9091	0.7892	0.7196	0.7832	0.7554	0.6119	0.7675	0.7248	0.7095	0.6978	0.7401	0.6941	0.7435	0.7450	0.7880	0.7908	0.7715	0.7901	0.7291	
Craseo_lathetica	0.7510	0.7279	0.6807	0.7486	0.7574		0.7758		0.6120		0.8257	0.7864	0.7870	0.7665	0.6928	0.7174	0.8143	0.7462	0.8013	0.6602		0.6741	0.7742	0.7459	0.6886	0.7574	0.6579		0.7808	0.8291	0.7727	0.7925	0.7524	0.7517	0.7754	0.7965	0.6774	0.6569	0.7071	0.7805	0.5692	0.6842			0.5833	0.7234		0.7426	0.7749	0.7680	0.7309	0.7593	0.7190	0.8182		0.8207	0.7554		0.7706		0.7308		0.7302	0.7534	0.7724	0.7714	0.7368	0.7456	0.7234		0.8660	0.7356	0.6594	0.8012	0.8021	0.7926				0.7599	0.7208	0.7464	0.7301	0.7212	0.8009	0.6917	0.7297	0.7597	0.6705	0.8250	0.7455	0.7203	0.7812	0.7338	0.7226			0.6995	0.7065	0.7604		0.6637	0.7191	0.9139	0.7280	0.7819	0.7120	0.8822	0.8982	0.7963	0.6923	0.7919	0.7603	0.6333	0.7807	0.7977	0.6203	0.6620	0.7401	0.7129	0.7513	0.7650	0.8051		0.7748	0.7828	0.7207	
