	chang.fas	rpl14a	rpl34	tribe320	cct	stbproptase2a	cct	tribe1200	rpl20	rpl4B	rps19	rpl39	nsf1	nsf1	ef1	hsp90	tribe1244	nsf1	tribe965	rps10	tribe832	tif2a	cct	rps22a	ar21	orf2	psmb	cpn60	tribe572	cct	wrs	psmb	if2p	cct	rpl12b	vata	nsf1	rpl1	tribe1381	rpl37a	rps15	rpl6	rps5	tribe1099	mcm	rps25	rpl22	pyrdehydroe1b	rpl25	tribe1007	psmb	rpl23a	tribe495	rpl30	mcm	pace2	rpl27	l12e	ef2	hsp70	nsf1	rpl32	psma	l12e	l12e	rpl3	xpb	tribe896	tribe508	ef2	pace5	srp54	rps11	rpl19a	rpl24	rpl36	psma	nsf2	vatpased	psmb	psmb	vate	crfg	suca	psmb	u2snrnp	rps13a	w09c	rpl9	mra1	rrp46	if2g	cct	sra	rps4	psmb	rps20	rps29	rpl18	tribe942	rpl21	tribe1121	tribe629	rla2	rps16	rpo	vatb	rpl16b	vatc	tribe333	rps24	tribe1294	tribe1374	rpl43b	rps28a	pace2	cct	rpl42	yif1p	rps7	rpp0	dihydrolatransacylase	tribe852	if1a	fpps	stcproptase2a	rpl35	psma	rps18	rps1	if2b	rps8	rpl11b	rpo	ornamtrans	mcm	rpl17	tribe893	if4a	tribe801	rps23	psma	rps2	srs	rpl38	rps27	rps6	tribe717	tribe542	l12e	rpl33a	tribe961	psma	rpl24	mcm	ef1	arp23	topo1	tribe768	tribe629	rps14	tribe930	mcm	vacaatpasepl21	nsf1	glcn	rf1	rpl7	pyrdehydroe1b	sap40	tribe585	grc5	if4a	tribe340	pace2	rpl5	psma	rpl26	rps9	atpsynthalpha	nsf2	nsf2	fibri	psma	if6	cct	mcm	rps26	rpl13	rpo	ef2	rps17	arc20	rpl2	hsp70	tribe765	tribe1381	rps3	rpl31	rpl15a	hsp90
Helobdella_robusta	0.1030	0.3465	1.0000	0.4124	0.0161	0.0000	0.0161	0.0000	0.0000	0.0034	0.1318	0.0000	1.0156	1.0156	0.0000	0.1347	0.0000	1.0156	0.0000	0.0000	0.0000	0.0000	0.0161	0.2016	1.0000	0.0056	2.6298	0.0000	0.0000	0.0161	0.0000	2.6298	0.0000	0.0161	0.0759	0.0375	1.0156	0.0000	2.0000	0.0000	0.1304	0.3083	0.0000	1.0000	0.0000	0.0824	0.2632	0.0000	0.0246	0.1892	2.6298	0.0000	0.0000	0.0000	0.0000	1.5000	0.0000	0.0000	0.3861	0.0000	1.0156	0.0000	0.0000	0.0000	0.0000	0.0000	0.4593	0.0000	0.0287	0.3861	0.2634	0.0000	0.2370	0.0000	0.1062	0.2208	0.0000	0.0000	0.2512	2.6298	2.6298	0.0000	0.0065	0.0000	2.6298	0.0000	0.2318	0.0000	0.0867	0.3240	0.0000	0.5102	0.0161	0.0585	0.0079	2.6298	0.0000	0.0370	0.0000	0.0000	0.0000	0.0000	0.3457	0.0000	0.0000	0.0000	0.1419	0.4000	0.0504	0.0000	0.2281	0.6667	0.0000	0.5057	1.0000	1.5000	0.0161	0.6381	0.0000	0.1875	0.0191	0.0000	0.4742	0.3130	0.0043	0.0000	0.3750	0.0000	0.3691	0.0000	0.0000	0.0057	0.0303	0.0000	0.0000	0.0000	0.1386	0.0000	0.0000	0.0000	0.0070	0.0000	0.0000	0.0000	0.0000	0.1190	0.0047	0.0114	0.0361	0.0000	0.0323	0.1111	0.0000	0.1062	0.0000	0.0000	0.0000	0.4464	0.0000	0.3457	0.0000	0.1569	0.0000	0.0000	1.0156	0.2596	0.1259	0.0657	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	1.5000	0.0000	0.0000	0.0000	0.0523	0.0000	0.0000	0.0000	0.0000	0.0000	0.2802	0.0161	0.0000	0.0000	0.0000	0.0000	0.3861	0.1262	0.0060	0.0000	0.0000	1.0000	2.0000	0.0245	0.0594	0.0000	0.1347
Homo_sapiens	0.0085	0.0000	0.0000	0.0000	0.0161	0.0000	0.0161	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0161	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0161	0.0000	0.0000	0.0000	0.0161	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0479	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0298	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0298	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0161	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0161	0.0190	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0298	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0298	0.0000	0.0000	0.0154	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0298	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0298	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0298	0.0086	0.0161	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Polypodium_hydriforme	0.0008	0.0000	0.0000	0.0000	0.0322	0.0000	0.0322	0.0000	0.0065	0.0000	0.0000	0.0000	0.0000	0.0000	0.0051	0.0000	0.0000	0.0000	0.0000	0.0109	0.0000	0.0000	0.0322	0.0000	0.0000	0.0000	0.0387	0.0000	0.0000	0.0322	0.0000	0.0387	0.0000	0.0322	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0106	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0387	0.0000	0.0089	0.0000	0.0000	0.0000	0.0000	0.0000	0.0127	0.0034	0.0000	0.0078	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0127	0.0049	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0042	0.0000	0.0387	0.0387	0.0047	0.0043	0.0000	0.0387	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0322	0.0000	0.0000	0.0387	0.0000	0.0000	0.0000	0.0000	0.0345	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0206	0.0000	0.0000	0.0056	0.0000	0.0000	0.0000	0.0322	0.0095	0.0000	0.0063	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0185	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0051	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0047	0.0000	0.0000	0.0052	0.0000	0.0000	0.0141	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0042	0.0042	0.0000	0.0000	0.0000	0.0322	0.0000	0.0000	0.0065	0.0000	0.0127	0.0000	0.0000	0.0000	0.0034	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Saccoglossus_kowalevskii	0.0243	0.0000	0.0000	0.0000	0.0161	0.0000	0.0161	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0058	0.0000	0.0000	0.0000	0.0000	0.0000	0.0161	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0161	0.0000	0.0000	0.0000	0.0161	0.0000	0.0153	0.0000	0.0000	0.0000	0.0123	0.0000	0.0000	0.0000	0.0000	1.1842	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.1842	1.8491	0.0000	0.0000	0.3291	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3291	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0022	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0161	0.1930	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1348	0.0000	0.0000	1.8491	0.0161	0.0190	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6282	0.0172	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.0000	0.0000	1.1842	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.1842	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.1842	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1483	0.0000	0.0000	1.8491	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0161	1.1842	0.0000	0.0000	0.0000	0.3291	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Crassostrea_gigas	0.0056	0.0000	0.0000	0.0000	0.0161	0.0000	0.0161	0.0000	0.0000	0.0000	0.0000	0.0392	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0420	0.0000	0.0161	0.0000	0.0065	0.0000	0.0000	0.0000	0.0000	0.0161	0.0000	0.0000	0.0000	0.0161	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0061	0.0066	0.0000	0.0000	0.0000	0.0000	0.0000	0.0161	0.0000	0.0079	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0114	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0161	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0070	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1123	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0285	0.0000	0.0000	0.0000	0.0000	0.0000	0.0161	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Edwardsiella_lineata	0.0825	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0130	0.0000	0.0465	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0698	0.0523	0.3876	0.0000	0.0000	0.0000	0.0000	0.3136	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0047	0.5676	0.0494	0.0000	0.0417	0.0053	0.0000	0.8120	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1783	0.0000	1.0000	0.8120	0.0000	0.0000	0.0000	0.7215	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3439	0.0000	0.0000	0.0000	0.7215	0.0683	0.0042	0.0148	0.0508	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0151	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.3408	0.0000	0.0000	0.0000	0.0000	0.1310	0.0000	0.0000	0.0000	0.1928	0.0000	0.1172	0.0000	0.0000	0.0000	0.0145	0.0212	0.0000	0.0000	0.2302	0.0000	0.0000	0.2101	0.0056	1.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.3473	0.0000	0.0000	0.0000	0.0085	0.0000	1.0000	0.0000	0.1946	0.0000	0.0000	0.0000	0.0000	0.0212	0.0000	0.8120	0.0723	0.0000	0.0000	0.0000	0.7203	0.0000	0.0000	0.0075	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8120	0.0000	0.0000	0.0020	0.0000	0.0000	0.0597	0.0000	0.8120	0.0000	0.0000	0.6526	0.0247	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4882	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8120	0.0000	1.0000	0.0212	0.7215	0.0680	0.0000	0.0403	0.0000	0.0000	0.5676	0.1667	0.1188	0.0099	0.0000
Vallicula_multiformis	0.0054	0.0000	0.0187	0.0412	0.0322	0.0034	0.0322	0.0000	0.0584	0.0169	0.0000	0.0000	0.0000	0.0000	0.0000	0.0035	0.0000	0.0000	0.0000	0.0543	0.0042	0.0184	0.0322	0.0155	0.0196	0.0000	0.0000	0.0000	0.0000	0.0322	0.0059	0.0000	0.0000	0.0322	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0167	0.0053	0.0000	0.0113	0.0000	0.0000	0.0000	0.0164	0.0135	0.0000	0.0000	0.0089	0.0000	0.0113	0.0000	0.0000	0.0000	0.0000	0.0170	0.0000	0.0078	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0098	0.0084	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0453	0.0000	0.0000	0.0982	0.0132	0.0156	0.0173	0.0000	0.0000	0.0000	0.0322	0.0000	0.0000	0.0000	0.0000	0.0000	0.0783	0.0000	0.0000	0.0123	0.0000	0.0000	0.0000	0.0566	0.0000	0.0000	0.0504	0.0000	0.0000	0.0000	0.0506	0.0345	0.0000	0.0000	0.0322	0.0095	0.0072	0.0000	0.0000	0.0000	0.0103	0.0783	0.0000	0.0000	0.0000	0.0000	0.0134	0.0045	0.0000	0.0000	0.0061	0.0566	0.0000	0.0113	0.0120	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0154	0.0238	0.0000	0.0114	0.0000	0.0000	0.0215	0.0208	0.0000	0.0000	0.0113	0.0000	0.0000	0.0020	0.0000	0.0000	0.0000	0.0196	0.0113	0.0000	0.0000	0.0000	0.0049	0.0047	0.0000	0.0000	0.0000	0.0144	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0322	0.0113	0.0000	0.0065	0.0566	0.0000	0.0000	0.0000	0.0081	0.0170	0.0000	0.0000	0.0000	0.0000	0.0000	0.0035
Monosiga_brevicollis_mx1	0.0217	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0035	0.0116	0.0000	0.0000	0.0000	0.0000	0.0110	0.0000	0.0078	0.0065	0.0000	0.0000	0.0000	0.0136	0.0000	0.0059	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0123	0.0000	0.0000	0.0053	0.0000	0.0000	0.0235	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0388	0.0000	0.0000	0.0253	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0607	0.0000	0.0000	0.0253	0.0000	0.0877	0.0000	0.0000	0.0177	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0047	0.0000	0.0000	0.0000	0.0613	0.0000	0.0000	0.0058	0.0894	0.0000	0.0045	0.0000	0.1901	0.0000	0.0000	0.0000	0.0000	0.0060	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0047	0.0000	0.0000	0.1547	0.0000	0.0175	0.0000	0.2079	0.0000	0.0000	0.0388	0.0000	0.0000	0.2826	0.0063	0.0076	0.3503	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0091	0.0000	0.0000	0.0000	0.0047	0.0000	0.0000	0.0361	0.0000	0.0312	0.0000	0.0070	0.0000	0.0000	0.0100	0.0154	0.0119	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0177	0.0000	0.0000	0.0000	0.0020	0.0000	0.0000	0.0000	0.0196	0.0000	0.0000	0.0000	0.0035	0.0025	0.0000	0.0000	0.0000	0.0000	0.0000	0.0312	0.0000	0.0388	0.0150	0.0000	0.0157	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0065	0.0047	0.0253	0.0000	0.0179	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0035
Oscarella_carmela	0.0156	0.0000	0.0000	0.0000	0.0483	0.0000	0.0483	0.1266	0.0000	0.0000	0.0155	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1077	0.0000	0.0000	0.0000	0.0483	0.0078	0.0131	0.0000	0.0000	0.0000	0.0000	0.0483	0.0000	0.0000	0.0038	0.0483	0.0000	0.0000	0.0000	0.0000	0.1712	0.0000	0.0072	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0179	0.0000	0.0000	0.0000	0.0074	0.0000	0.0000	0.0000	0.0000	0.0155	0.0000	0.0000	0.0000	0.0053	0.0243	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0960	0.0000	0.0000	0.0000	0.3953	0.0000	0.0000	0.0000	0.0000	0.0022	0.0000	0.0000	0.0000	0.0000	0.0000	0.0405	0.0335	0.0057	0.0226	0.0483	0.0526	0.0000	0.0000	0.0000	0.0370	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0519	0.0000	0.0000	0.0000	0.0000	0.0000	0.4130	0.1011	0.0230	0.0169	0.0000	0.0483	0.0190	0.0000	0.0000	0.0000	0.0000	0.0103	0.0000	0.0000	0.1034	0.0000	0.0000	0.0067	0.0000	0.0000	0.0000	0.0182	0.0519	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0070	0.0000	0.0000	0.0000	0.0000	0.0238	0.0140	0.0227	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0041	0.0020	0.0082	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0421	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0157	0.0000	0.0000	0.3953	0.3953	0.0000	0.0000	0.0000	0.0483	0.0000	0.0000	0.0065	0.0519	0.0000	0.0194	0.0000	0.0000	0.0000	0.0000	0.1712	0.0000	0.0000	0.0049	0.0000
Nasonia_vitripennis	0.0017	0.0000	0.0000	0.0309	0.0161	0.0000	0.0161	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0035	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0161	0.0000	0.0065	0.0000	0.1160	0.0000	0.0000	0.0161	0.0000	0.1160	0.0000	0.0161	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1160	0.0000	0.0000	0.0000	0.0000	0.0129	0.0000	0.0000	0.0063	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0052	0.0000	0.0000	0.0063	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1160	0.1160	0.0000	0.0022	0.0000	0.1160	0.0000	0.0000	0.0039	0.0000	0.0000	0.0000	0.0000	0.0161	0.0000	0.0000	0.1160	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0318	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0129	0.0161	0.0190	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0067	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0020	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0129	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0161	0.0000	0.0000	0.0065	0.0000	0.0063	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0035
Ciona_intestinalis	0.0159	0.0000	0.0000	0.0000	0.0161	0.0000	0.0161	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0161	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0161	0.0000	0.0000	0.0000	0.0161	0.0000	0.0000	0.0000	0.0000	0.0000	0.0864	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0063	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0310	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0021	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0068	0.0161	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0504	0.0000	0.0000	0.0000	0.0000	0.0115	0.0000	0.0000	0.0161	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0063	0.0000	0.0052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0161	0.0000	0.0000	0.0065	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Hydra_magnipapillata	0.0063	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0051	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0020	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0886	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0555	0.0000	0.0000	0.0886	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0022	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0093	0.0000	0.0000	0.0000	0.0000	0.0000	0.0025	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0051	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0886	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
