	chang.fas	rpl14a	rpl34	tribe320	cct	stbproptase2a	cct	tribe1200	rpl20	rpl4B	rps19	rpl39	nsf1	nsf1	ef1	hsp90	tribe1244	nsf1	tribe965	rps10	tribe832	tif2a	cct	rps22a	ar21	orf2	psmb	cpn60	tribe572	cct	wrs	psmb	if2p	cct	rpl12b	vata	nsf1	rpl1	tribe1381	rpl37a	rps15	rpl6	rps5	tribe1099	mcm	rps25	rpl22	pyrdehydroe1b	rpl25	tribe1007	psmb	rpl23a	tribe495	rpl30	mcm	pace2	rpl27	l12e	ef2	hsp70	nsf1	rpl32	psma	l12e	l12e	rpl3	xpb	tribe896	tribe508	ef2	pace5	srp54	rps11	rpl19a	rpl24	rpl36	psma	nsf2	vatpased	psmb	psmb	vate	crfg	suca	psmb	u2snrnp	rps13a	w09c	rpl9	mra1	rrp46	if2g	cct	sra	rps4	psmb	rps20	rps29	rpl18	tribe942	rpl21	tribe1121	tribe629	rla2	rps16	rpo	vatb	rpl16b	vatc	tribe333	rps24	tribe1294	tribe1374	rpl43b	rps28a	pace2	cct	rpl42	yif1p	rps7	rpp0	dihydrolatransacylase	tribe852	if1a	fpps	stcproptase2a	rpl35	psma	rps18	rps1	if2b	rps8	rpl11b	rpo	ornamtrans	mcm	rpl17	tribe893	if4a	tribe801	rps23	psma	rps2	srs	rpl38	rps27	rps6	tribe717	tribe542	l12e	rpl33a	tribe961	psma	rpl24	mcm	ef1	arp23	topo1	tribe768	tribe629	rps14	tribe930	mcm	vacaatpasepl21	nsf1	glcn	rf1	rpl7	pyrdehydroe1b	sap40	tribe585	grc5	if4a	tribe340	pace2	rpl5	psma	rpl26	rps9	atpsynthalpha	nsf2	nsf2	fibri	psma	if6	cct	mcm	rps26	rpl13	rpo	ef2	rps17	arc20	rpl2	hsp70	tribe765	tribe1381	rps3	rpl31	rpl15a	hsp90
Helobdella_robusta	0.0002	0.0038		0.0037	0.0002	0.0010	0.0002	0.0046	0.0026	0.0019	0.0026	0.0032	0.0006	0.0006	0.0007	0.0006	0.0026	0.0006	0.0030	0.0028	0.0014	0.0016	0.0002	0.0025		0.0017	0.0018	0.0013	0.0008	0.0002	0.0015	0.0018	0.0009	0.0002	0.0021	0.0009	0.0006	0.0016		0.0024	0.0023	0.0026	0.0009		0.0003	0.0030	0.0045	0.0008	0.0025	0.0018	0.0018	0.0013	0.0019	0.0017	0.0003	0.0029	0.0012	0.0008	0.0011	0.0007	0.0006	0.0021	0.0003	0.0008	0.0008	0.0011	0.0019	0.0026	0.0017	0.0011	0.0026	0.0015	0.0021	0.0018	0.0019	0.0040	0.0003	0.0004	0.0029	0.0018	0.0018	0.0013	0.0010	0.0011	0.0018	0.0021	0.0030	0.0017	0.0016	0.0029	0.0019	0.0018	0.0002	0.0015	0.0013	0.0018	0.0011	0.0027	0.0023	0.0020	0.0020	0.0023	0.0021	0.0035	0.0015	0.0004	0.0012	0.0029	0.0018	0.0022	0.0039	0.0079	0.0018	0.0054		0.0029	0.0002	0.0060	0.0029	0.0023	0.0015	0.0013	0.0051	0.0026	0.0024	0.0013	0.0032	0.0003	0.0020	0.0015	0.0023	0.0014	0.0015	0.0004	0.0013	0.0003	0.0021	0.0018	0.0003	0.0016	0.0016	0.0003	0.0013	0.0014	0.0022	0.0024	0.0015	0.0024	0.0020	0.0008	0.0022	0.0028	0.0003	0.0019	0.0003	0.0007	0.0018	0.0026	0.0018	0.0021	0.0007	0.0025	0.0003	0.0011	0.0006	0.0017	0.0011	0.0027	0.0008	0.0019	0.0015	0.0016	0.0003		0.0029	0.0013	0.0003	0.0025	0.0015	0.0005	0.0004	0.0004	0.0012	0.0003	0.0028	0.0002	0.0003	0.0017	0.0027	0.0004	0.0011	0.0016	0.0010	0.0015	0.0007			0.0015	0.0025	0.0019	0.0006
Homo_sapiens	0.0003	0.0033	0.0015	0.0027	0.0002	0.0006	0.0002	0.0034	0.0012	0.0018	0.0022	0.0024	0.0002	0.0002	0.0010	0.0005	0.0012	0.0002	0.0024	0.0022	0.0016	0.0013	0.0002	0.0012	0.0022	0.0012	0.0007	0.0010	0.0017	0.0002	0.0011	0.0007	0.0012	0.0002	0.0019	0.0007	0.0002	0.0010	0.0011	0.0020	0.0019	0.0022	0.0010	0.0022	0.0004	0.0017	0.0015	0.0012	0.0012	0.0007	0.0007	0.0010	0.0017	0.0022	0.0004	0.0007	0.0013	0.0007	0.0006	0.0005	0.0002	0.0018	0.0003	0.0007	0.0007	0.0011	0.0010	0.0015	0.0017	0.0006	0.0013	0.0008	0.0017	0.0017	0.0014	0.0021	0.0003	0.0003	0.0020	0.0007	0.0007	0.0019	0.0011	0.0012	0.0007	0.0012	0.0010	0.0009	0.0018	0.0017	0.0034	0.0008	0.0002	0.0015	0.0017	0.0007	0.0008	0.0025	0.0020	0.0022	0.0020	0.0017	0.0007	0.0023	0.0011	0.0003	0.0006	0.0018	0.0013	0.0027	0.0020	0.0017	0.0016	0.0019	0.0018	0.0007	0.0002	0.0015	0.0033	0.0016	0.0012	0.0016	0.0032	0.0013	0.0018	0.0007	0.0023	0.0003	0.0015	0.0012	0.0013	0.0015	0.0010	0.0003	0.0012	0.0004	0.0021	0.0020	0.0003	0.0011	0.0009	0.0003	0.0010	0.0011	0.0020	0.0017	0.0015	0.0029	0.0015	0.0007	0.0028	0.0011	0.0003	0.0014	0.0004	0.0010	0.0010	0.0012	0.0018	0.0007	0.0021	0.0011	0.0004	0.0012	0.0002	0.0017	0.0009	0.0018	0.0012	0.0017	0.0018	0.0012	0.0003	0.0023	0.0007	0.0015	0.0003	0.0020	0.0010	0.0005	0.0003	0.0003	0.0006	0.0003	0.0011	0.0002	0.0004	0.0013	0.0021	0.0003	0.0006	0.0014	0.0010	0.0013	0.0005	0.0016	0.0011	0.0007	0.0017	0.0016	0.0005
Polypodium_hydriforme	0.0003	0.0029	0.0010	0.0024	0.0002	0.0010	0.0002	0.0027	0.0014	0.0016	0.0023	0.0030	0.0004	0.0004	0.0006	0.0008	0.0022	0.0004	0.0044	0.0034	0.0016	0.0014	0.0002	0.0015	0.0029	0.0019	0.0006	0.0010	0.0036	0.0002	0.0014	0.0006	0.0012	0.0002	0.0023	0.0006	0.0004	0.0021	0.0016	0.0028	0.0020	0.0029	0.0016	0.0023	0.0003	0.0024	0.0030	0.0010	0.0024	0.0018	0.0006	0.0012	0.0015	0.0032	0.0003	0.0014	0.0009	0.0012	0.0008	0.0007	0.0004	0.0019	0.0006	0.0012	0.0012	0.0013	0.0010	0.0018	0.0018	0.0008	0.0022	0.0007	0.0021	0.0015	0.0015	0.0030	0.0006	0.0004	0.0018	0.0006	0.0006	0.0020	0.0012	0.0014	0.0006	0.0010	0.0015	0.0012	0.0024	0.0019	0.0027	0.0011	0.0002	0.0015	0.0016	0.0006	0.0035	0.0036	0.0024	0.0014	0.0029	0.0031	0.0020	0.0030	0.0016	0.0005	0.0008	0.0020	0.0016	0.0033	0.0030	0.0023	0.0018	0.0022	0.0031	0.0014	0.0002	0.0027	0.0032	0.0024	0.0014	0.0019	0.0036	0.0011	0.0019	0.0009	0.0018	0.0006	0.0014	0.0019	0.0023	0.0016	0.0014	0.0005	0.0014	0.0003	0.0015	0.0021	0.0009	0.0016	0.0010	0.0006	0.0015	0.0011	0.0025	0.0021	0.0011	0.0027	0.0029	0.0012	0.0033	0.0016	0.0006	0.0015	0.0003	0.0006	0.0017	0.0011	0.0019	0.0020	0.0016	0.0035	0.0003	0.0021	0.0004	0.0014	0.0009	0.0027	0.0010	0.0024	0.0022	0.0014	0.0009	0.0043	0.0014	0.0015	0.0006	0.0024	0.0016	0.0009	0.0004	0.0004	0.0013	0.0006	0.0019	0.0002	0.0003	0.0017	0.0021	0.0005	0.0008	0.0027	0.0023	0.0015	0.0007	0.0028	0.0016	0.0023	0.0030	0.0011	0.0008
Saccoglossus_kowalevskii	0.0002	0.0031	0.0017	0.0025	0.0002	0.0006	0.0002	0.0032	0.0018	0.0016	0.0026	0.0026	0.0002	0.0002	0.0008	0.0008	0.0014	0.0002	0.0024	0.0020	0.0014	0.0017	0.0002	0.0013	0.0027	0.0014	0.0004	0.0010	0.0022	0.0002	0.0013	0.0004	0.0011	0.0002	0.0018	0.0006	0.0002	0.0013	0.0015	0.0023	0.0016	0.0022	0.0009	0.0020	0.0005	0.0017	0.0020	0.0012	0.0021	0.0007	0.0004	0.0013	0.0016	0.0015	0.0005	0.0033	0.0015	0.0007	0.0007	0.0007	0.0002	0.0021	0.0003	0.0007	0.0007	0.0013	0.0008	0.0018	0.0014	0.0007	0.0018	0.0006	0.0014	0.0014	0.0013	0.0031	0.0003	0.0003	0.0017	0.0004	0.0004	0.0017	0.0013	0.0008	0.0004	0.0012	0.0013	0.0008	0.0016	0.0018	0.0023	0.0007	0.0002	0.0018	0.0020	0.0004	0.0013	0.0036	0.0012	0.0017	0.0024	0.0026	0.0009	0.0029	0.0012	0.0002	0.0004	0.0025	0.0012	0.0017	0.0025	0.0015	0.0019	0.0017	0.0012	0.0033	0.0002	0.0025	0.0023	0.0018	0.0010	0.0015	0.0027	0.0014	0.0042	0.0008	0.0031	0.0003	0.0014	0.0015	0.0012	0.0016	0.0028	0.0002	0.0012	0.0005	0.0018	0.0016	0.0003	0.0009	0.0011	0.0003	0.0009	0.0013	0.0017	0.0014	0.0011	0.0028	0.0017	0.0007	0.0026	0.0009	0.0003	0.0013	0.0005	0.0008	0.0017	0.0008	0.0013	0.0009	0.0011	0.0014	0.0005	0.0011	0.0002	0.0014	0.0008	0.0016	0.0012	0.0014	0.0018	0.0020	0.0003	0.0036	0.0033	0.0010	0.0003	0.0023	0.0013	0.0009	0.0003	0.0003	0.0008	0.0003	0.0011	0.0002	0.0005	0.0013	0.0018	0.0002	0.0007	0.0011	0.0012	0.0011	0.0007	0.0020	0.0015	0.0007	0.0019	0.0021	0.0008
Crassostrea_gigas	0.0003	0.0019	0.0022	0.0017	0.0002	0.0007	0.0002	0.0025	0.0019	0.0014	0.0021	0.0033	0.0003	0.0003	0.0007	0.0008	0.0014	0.0003	0.0024	0.0013	0.0015	0.0011	0.0002	0.0018	0.0023	0.0019	0.0004	0.0013	0.0027	0.0002	0.0010	0.0004	0.0007	0.0002	0.0014	0.0008	0.0003	0.0023	0.0008	0.0027	0.0017	0.0018	0.0011	0.0018	0.0003	0.0023	0.0026	0.0008	0.0023	0.0012	0.0004	0.0012	0.0020	0.0018	0.0003	0.0008	0.0014	0.0007	0.0005	0.0007	0.0003	0.0015	0.0004	0.0007	0.0007	0.0016	0.0011	0.0021	0.0012	0.0005	0.0013	0.0008	0.0017	0.0012	0.0012	0.0042	0.0004	0.0004	0.0014	0.0004	0.0004	0.0016	0.0010	0.0010	0.0004	0.0017	0.0016	0.0012	0.0023	0.0016	0.0019	0.0007	0.0002	0.0011	0.0012	0.0004	0.0007	0.0034	0.0011	0.0021	0.0018	0.0029	0.0009	0.0028	0.0010	0.0003	0.0007	0.0012	0.0015	0.0015	0.0025	0.0017	0.0015	0.0020	0.0011	0.0008	0.0002	0.0014	0.0024	0.0013	0.0020	0.0017	0.0026	0.0012	0.0021	0.0009	0.0018	0.0004	0.0014	0.0018	0.0013	0.0017	0.0014	0.0003	0.0014	0.0003	0.0015	0.0013	0.0004	0.0017	0.0014	0.0004	0.0010	0.0012		0.0018	0.0013	0.0018	0.0022	0.0007	0.0022	0.0011	0.0004	0.0012	0.0003	0.0007	0.0018	0.0011	0.0019	0.0009	0.0008	0.0010	0.0003	0.0018	0.0003	0.0021	0.0009	0.0024	0.0008	0.0019	0.0016	0.0015	0.0004	0.0037	0.0008	0.0016	0.0004	0.0023	0.0013	0.0009	0.0004	0.0004	0.0010	0.0004	0.0011	0.0002	0.0003	0.0017	0.0023	0.0003	0.0005	0.0014	0.0021	0.0014	0.0007	0.0018	0.0008	0.0007	0.0021	0.0018	0.0008
Edwardsiella_lineata	0.0002	0.0020	0.0015	0.0030	0.0002	0.0007	0.0002	0.0025	0.0020	0.0011	0.0028	0.0016	0.0002	0.0002	0.0008	0.0008	0.0014	0.0002	0.0027		0.0013	0.0016	0.0002	0.0017	0.0023	0.0024	0.0005	0.0007	0.0027	0.0002	0.0024	0.0005	0.0010	0.0002	0.0017	0.0006	0.0002	0.0018	0.0015	0.0022	0.0011	0.0025	0.0011	0.0021	0.0004		0.0026	0.0009	0.0017	0.0010	0.0005	0.0020	0.0018		0.0004	0.0007	0.0012	0.0008	0.0008	0.0004	0.0002	0.0018	0.0003	0.0008	0.0008	0.0014	0.0006	0.0010	0.0015	0.0008	0.0020	0.0006	0.0023	0.0015	0.0017	0.0019	0.0003	0.0003	0.0009	0.0005	0.0005	0.0016	0.0013	0.0010	0.0005	0.0010	0.0008	0.0013		0.0040	0.0019	0.0005	0.0002	0.0011	0.0020	0.0005	0.0009	0.0021	0.0021	0.0012	0.0021	0.0020	0.0009	0.0031	0.0014	0.0003	0.0006	0.0020	0.0015	0.0015	0.0013	0.0022	0.0013			0.0007	0.0002		0.0018	0.0015	0.0020	0.0011	0.0025	0.0012	0.0021	0.0008		0.0003	0.0017	0.0011	0.0011	0.0015	0.0019	0.0003	0.0013	0.0004	0.0017	0.0012	0.0007	0.0010	0.0081	0.0003	0.0008	0.0015	0.0014	0.0021		0.0025	0.0022	0.0008	0.0025	0.0011	0.0003	0.0017	0.0004	0.0008	0.0013	0.0011	0.0009	0.0009	0.0012	0.0012	0.0004	0.0024	0.0002	0.0044	0.0006	0.0015	0.0009		0.0018	0.0012	0.0007	0.0023	0.0007	0.0008	0.0003	0.0042	0.0009	0.0005	0.0003	0.0003	0.0009	0.0003	0.0012	0.0002	0.0004	0.0019		0.0003	0.0008	0.0011	0.0010	0.0011	0.0004	0.0017	0.0015	0.0018	0.0026	0.0010	0.0008
Vallicula_multiformis	0.0002	0.0030	0.0025	0.0021	0.0002	0.0010	0.0002	0.0050	0.0016	0.0014	0.0027	0.0021	0.0002	0.0002	0.0010	0.0007	0.0021	0.0002	0.0022	0.0017	0.0017	0.0019	0.0002	0.0013	0.0017	0.0013	0.0005	0.0011	0.0038	0.0002	0.0012	0.0005	0.0010	0.0002	0.0023	0.0008	0.0002	0.0024	0.0010	0.0025	0.0024	0.0021	0.0017	0.0030	0.0003	0.0020	0.0018	0.0011	0.0017	0.0016	0.0005	0.0021	0.0027	0.0024	0.0003	0.0009	0.0021	0.0012	0.0005	0.0010	0.0002	0.0018	0.0004	0.0012	0.0012	0.0013	0.0012	0.0022	0.0018	0.0005	0.0027	0.0012	0.0021	0.0018	0.0018	0.0022	0.0004	0.0005	0.0020	0.0005	0.0005	0.0017	0.0013	0.0014	0.0005	0.0024	0.0027	0.0013	0.0021	0.0014	0.0015	0.0015	0.0002	0.0020	0.0019	0.0005	0.0019	0.0030	0.0023	0.0016	0.0024	0.0023	0.0028	0.0030	0.0019	0.0004	0.0009	0.0012	0.0024	0.0020	0.0025	0.0019	0.0016	0.0023	0.0013	0.0009	0.0002	0.0024	0.0033	0.0025	0.0011	0.0017	0.0031	0.0020	0.0020	0.0011	0.0018	0.0004	0.0020	0.0018	0.0025	0.0016	0.0018	0.0004	0.0014	0.0003	0.0018	0.0020	0.0011	0.0018	0.0009	0.0004	0.0010	0.0009	0.0024	0.0022	0.0016	0.0032	0.0023	0.0012	0.0025	0.0016	0.0004	0.0018	0.0003	0.0010	0.0022	0.0007	0.0018	0.0028	0.0010	0.0026	0.0003	0.0019	0.0002	0.0017	0.0007	0.0019	0.0011	0.0014	0.0016	0.0014	0.0011	0.0037	0.0009	0.0022	0.0004	0.0019	0.0020	0.0007	0.0005	0.0005	0.0013	0.0004	0.0014	0.0002	0.0003	0.0020	0.0021	0.0004	0.0005	0.0016	0.0024	0.0011	0.0010	0.0018	0.0010	0.0010	0.0021	0.0013	0.0007
Monosiga_brevicollis_mx1	0.0006	0.0026	0.0022	0.0032	0.0003	0.0021	0.0003	0.0042	0.0019	0.0019	0.0027	0.0031	0.0003	0.0003	0.0011	0.0009	0.0025	0.0003	0.0044	0.0026	0.0017	0.0018	0.0003	0.0026	0.0031	0.0026	0.0008	0.0012	0.0022	0.0003	0.0023	0.0008	0.0015	0.0003	0.0022	0.0008	0.0003	0.0024	0.0009	0.0023	0.0017	0.0024	0.0010	0.0020	0.0005	0.0038	0.0035	0.0010	0.0028	0.0011	0.0008	0.0023	0.0023	0.0024	0.0005	0.0008	0.0018	0.0009	0.0005	0.0006	0.0003	0.0035	0.0005	0.0009	0.0009	0.0012	0.0021	0.0024	0.0020	0.0005	0.0020	0.0022	0.0019	0.0029	0.0026	0.0029	0.0005	0.0004	0.0023	0.0008	0.0008	0.0026	0.0017	0.0012	0.0008	0.0023	0.0018	0.0015	0.0019	0.0024	0.0029	0.0008	0.0003	0.0013	0.0021	0.0008	0.0025	0.0031	0.0016	0.0018	0.0025		0.0012	0.0041	0.0017	0.0005	0.0011	0.0017	0.0021	0.0018	0.0023	0.0039	0.0025	0.0021	0.0029	0.0008	0.0003	0.0020	0.0038	0.0016	0.0020	0.0017	0.0039	0.0022	0.0014	0.0016	0.0030	0.0005	0.0023	0.0017	0.0016	0.0017	0.0017	0.0005	0.0013	0.0005	0.0025	0.0022	0.0007	0.0011	0.0017	0.0005	0.0016	0.0015	0.0024	0.0029	0.0020	0.0024	0.0029	0.0009	0.0031	0.0019	0.0005	0.0026	0.0005	0.0011	0.0018	0.0018	0.0022	0.0012	0.0007	0.0038	0.0005	0.0023	0.0003	0.0013	0.0011	0.0014	0.0010	0.0015	0.0018	0.0015	0.0007	0.0030	0.0008	0.0017	0.0005	0.0030	0.0015	0.0010	0.0004	0.0004	0.0011	0.0005	0.0013	0.0003	0.0005	0.0026	0.0027	0.0005	0.0005	0.0025	0.0018	0.0013	0.0006	0.0034	0.0009	0.0021	0.0037	0.0015	0.0009
Oscarella_carmela	0.0003	0.0029	0.0022	0.0023	0.0003	0.0008	0.0003	0.0034	0.0015	0.0015	0.0022	0.0026	0.0003	0.0003	0.0009	0.0005	0.0009	0.0003	0.0035	0.0021	0.0015	0.0014	0.0003	0.0020	0.0017	0.0017	0.0005	0.0011	0.0021	0.0003	0.0014	0.0005	0.0011	0.0003	0.0018	0.0008	0.0003	0.0016	0.0009	0.0023	0.0016	0.0019	0.0009	0.0026	0.0003	0.0022	0.0027	0.0009	0.0016	0.0011	0.0005	0.0011	0.0019	0.0017	0.0003	0.0011	0.0018	0.0008	0.0004	0.0006	0.0003	0.0016	0.0006	0.0008	0.0008	0.0014	0.0009	0.0017	0.0010	0.0004	0.0020	0.0007	0.0013	0.0018	0.0019	0.0023	0.0006	0.0005	0.0012	0.0005	0.0005	0.0020	0.0016	0.0016	0.0005	0.0011	0.0011	0.0014	0.0019	0.0026	0.0020	0.0014	0.0003	0.0009	0.0016	0.0005	0.0016	0.0034	0.0021	0.0016	0.0022	0.0024	0.0011	0.0026	0.0013	0.0003	0.0005	0.0013	0.0020	0.0014	0.0016	0.0035	0.0027	0.0017	0.0020	0.0011	0.0003	0.0016	0.0027	0.0024	0.0017	0.0015	0.0018	0.0020	0.0016	0.0014	0.0024	0.0006	0.0016	0.0021	0.0012	0.0011	0.0019	0.0003	0.0013	0.0003	0.0016	0.0020	0.0006	0.0017	0.0011	0.0006	0.0016	0.0010	0.0021	0.0016	0.0018	0.0024	0.0033	0.0008	0.0030	0.0013	0.0006	0.0019	0.0003	0.0009	0.0014	0.0011	0.0017	0.0011	0.0006	0.0014	0.0003	0.0022	0.0003	0.0017	0.0013	0.0021	0.0009	0.0014	0.0013	0.0013	0.0006	0.0045	0.0011	0.0014	0.0006	0.0022	0.0014	0.0007	0.0005	0.0005	0.0011	0.0006	0.0011	0.0003	0.0003	0.0017	0.0015	0.0003	0.0004	0.0013	0.0013	0.0012	0.0006	0.0032	0.0009	0.0011	0.0015	0.0021	0.0005
Nasonia_vitripennis	0.0003	0.0025	0.0037	0.0022	0.0002	0.0005	0.0002	0.0020	0.0020	0.0014	0.0020	0.0015	0.0002	0.0002	0.0008	0.0010	0.0015	0.0002	0.0040	0.0022	0.0023	0.0013	0.0002	0.0014	0.0016	0.0016	0.0006	0.0007	0.0019	0.0002	0.0015	0.0006	0.0014	0.0002	0.0020	0.0006	0.0002	0.0011	0.0016	0.0023	0.0017	0.0031	0.0011	0.0026	0.0003	0.0021	0.0018	0.0009	0.0016	0.0008	0.0006	0.0009	0.0013	0.0014	0.0003	0.0010	0.0027	0.0008	0.0007	0.0005	0.0002	0.0014	0.0003	0.0008	0.0008	0.0011	0.0009	0.0021	0.0019	0.0007	0.0016	0.0007	0.0015	0.0010	0.0015	0.0023	0.0003	0.0003	0.0017	0.0006	0.0006	0.0020	0.0013	0.0011	0.0006	0.0014	0.0009	0.0020	0.0018	0.0010	0.0027	0.0008	0.0002	0.0013	0.0016	0.0006	0.0019	0.0027	0.0018	0.0019	0.0017	0.0015	0.0007	0.0018	0.0014	0.0004	0.0008	0.0020	0.0015	0.0016	0.0024	0.0027	0.0017	0.0025	0.0024	0.0010	0.0002	0.0021	0.0021	0.0019	0.0013	0.0013	0.0033	0.0014	0.0030	0.0012	0.0022	0.0003	0.0012	0.0019	0.0013	0.0014	0.0015	0.0004	0.0015	0.0003	0.0022	0.0013	0.0004	0.0012	0.0012	0.0003	0.0009	0.0009	0.0023	0.0031	0.0014	0.0027	0.0026	0.0008	0.0031	0.0012	0.0003	0.0015	0.0003	0.0008	0.0018	0.0010	0.0017	0.0007	0.0008	0.0016	0.0003	0.0025	0.0002	0.0015	0.0008	0.0017	0.0009	0.0020	0.0023	0.0010	0.0004	0.0040	0.0010	0.0016	0.0003	0.0022	0.0010	0.0006	0.0003	0.0003	0.0012	0.0003	0.0014	0.0002	0.0003	0.0021	0.0016	0.0004	0.0007	0.0019	0.0019	0.0008	0.0005	0.0016	0.0016	0.0010	0.0022	0.0018	0.0010
Ciona_intestinalis	0.0002	0.0031	0.0016	0.0026	0.0002	0.0008	0.0002	0.0030	0.0016	0.0020	0.0019	0.0021	0.0003	0.0003	0.0008	0.0005	0.0017	0.0003	0.0026	0.0024	0.0016	0.0015	0.0002	0.0019	0.0022	0.0021	0.0007	0.0010	0.0016	0.0002	0.0012	0.0007	0.0016	0.0002	0.0017	0.0010	0.0003	0.0018	0.0012	0.0027	0.0017	0.0028	0.0015	0.0025	0.0003	0.0019	0.0023	0.0009	0.0025	0.0010	0.0007	0.0019	0.0020	0.0020	0.0003	0.0006	0.0013	0.0007	0.0005	0.0006	0.0003	0.0013	0.0004	0.0007	0.0007	0.0011	0.0011	0.0013	0.0016	0.0005	0.0020	0.0009	0.0015	0.0018	0.0017	0.0031	0.0004	0.0003	0.0022	0.0007	0.0007	0.0019	0.0013	0.0011	0.0007	0.0011	0.0014	0.0012	0.0013	0.0012	0.0020	0.0011	0.0002	0.0007	0.0019	0.0007	0.0018	0.0037	0.0016	0.0017	0.0022	0.0025	0.0009	0.0034	0.0017	0.0003	0.0007	0.0026	0.0015	0.0030	0.0016	0.0024	0.0016	0.0033	0.0018	0.0006	0.0002	0.0017	0.0029	0.0018	0.0013	0.0015	0.0030	0.0019	0.0028	0.0014	0.0024	0.0004	0.0022	0.0015	0.0015	0.0017	0.0020	0.0003	0.0015	0.0003	0.0021	0.0010	0.0006	0.0014	0.0010	0.0004	0.0012	0.0009	0.0016	0.0019	0.0012	0.0029	0.0021	0.0007	0.0029	0.0012	0.0004	0.0017	0.0003	0.0008	0.0019	0.0009	0.0018	0.0009	0.0009	0.0018	0.0003	0.0017	0.0003	0.0015	0.0009	0.0013	0.0009	0.0016	0.0022	0.0019	0.0006	0.0027	0.0006	0.0012	0.0004	0.0025	0.0011	0.0007	0.0003	0.0003	0.0013	0.0004	0.0016	0.0002	0.0003	0.0031	0.0024	0.0003	0.0005	0.0012	0.0014	0.0011	0.0006	0.0030	0.0012	0.0015	0.0020	0.0017	0.0005
Hydra_magnipapillata	0.0003	0.0026	0.0021	0.0029	0.0003	0.0010	0.0003	0.0032	0.0013	0.0012	0.0020	0.0021	0.0003	0.0003	0.0006	0.0008	0.0010	0.0003	0.0038	0.0022	0.0017	0.0012	0.0003	0.0020	0.0016	0.0016	0.0004	0.0012	0.0020	0.0003	0.0012	0.0004	0.0010	0.0003	0.0016	0.0006	0.0003	0.0014	0.0011	0.0021	0.0019	0.0024	0.0010	0.0027	0.0003	0.0023	0.0043	0.0006	0.0014	0.0010	0.0004	0.0019	0.0018	0.0019	0.0003	0.0010	0.0016	0.0006	0.0009	0.0007	0.0003	0.0022	0.0003	0.0006	0.0006	0.0012	0.0008	0.0020	0.0013	0.0009	0.0016	0.0009	0.0013	0.0012	0.0015	0.0030	0.0003	0.0004	0.0017	0.0004	0.0004	0.0018	0.0013	0.0014	0.0004	0.0007	0.0013	0.0012	0.0025	0.0018	0.0019	0.0009	0.0003	0.0009	0.0014	0.0004	0.0018	0.0025	0.0015	0.0022	0.0015	0.0026	0.0014	0.0022	0.0023	0.0004	0.0007	0.0018	0.0017	0.0024	0.0020	0.0024	0.0011	0.0023	0.0014	0.0010	0.0003	0.0009	0.0021	0.0022	0.0020	0.0015	0.0027	0.0012	0.0027	0.0010	0.0022	0.0003	0.0014	0.0014	0.0015	0.0023	0.0023	0.0004	0.0011	0.0003	0.0011	0.0017	0.0005	0.0013	0.0011	0.0003	0.0015	0.0012	0.0016	0.0018	0.0018	0.0028	0.0024	0.0006	0.0017	0.0014	0.0003	0.0015	0.0003	0.0006	0.0025	0.0014	0.0013	0.0014	0.0009	0.0019	0.0003	0.0016	0.0003	0.0018	0.0009	0.0010	0.0006	0.0019	0.0020	0.0011	0.0005	0.0032	0.0010	0.0014	0.0003	0.0027	0.0007	0.0009	0.0004	0.0004	0.0014	0.0003	0.0012	0.0003	0.0003	0.0012	0.0014	0.0004	0.0009	0.0015	0.0018	0.0012	0.0007	0.0025	0.0011	0.0014	0.0020	0.0013	0.0008
Cyanea_capillata	0.0015	0.0027	0.0017					0.0028	0.0017		0.0033	0.0019							0.0046					0.0017	0.0020										0.0012			0.0013		0.0019	0.0017	0.0022	0.0014	0.0024		0.0024			0.0014			0.0015	0.0046	0.0014			0.0015			0.0116		0.0013	0.0011			0.0038		0.0034					0.0013		0.0016	0.0023	0.0011					0.0032					0.0014		0.0017						0.0015		0.0017	0.0028	0.0016		0.0018			0.0027				0.0016		0.0020	0.0020			0.0014	0.0022			0.0015		0.0020	0.0028		0.0027				0.0024	0.0011	0.0013			0.0029	0.0013				0.0010				0.0006	0.0011			0.0017	0.0019		0.0024	0.0014		0.0020		0.0011	0.0016					0.0012									0.0019						0.0023		0.0066	0.0011	0.0017						0.0011					0.0022			0.0015			0.0116				0.0016	0.0034	
