gene_id	tree_supported	tr1_log-likelihood	tr2_log-likelihood	tr3_log-likelihood
Gene_0626	tr2	-9905.801487	-9900.311719	-9906.895633
Gene_0628	tr3	-8243.72475	-8244.977269	-8241.693008
Gene_0629	tr1	-17460.672176	-17463.797933	-17461.048676
Gene_0631	tr1	-12681.321515	-12683.625126	-12685.104053
Gene_0639	tr3	-12848.267716	-12848.45648	-12845.269699
Gene_0641	tr2	-10878.376723	-10875.665443	-10879.915992
Gene_0644	tr1	-15318.170803	-15323.309835	-15321.09667
Gene_0645	tr2	-6245.356115	-6243.678658	-6244.951726
Gene_0651	tr3	-8412.219041	-8415.892116	-8409.878081
Gene_0652	tr3	-11247.429572	-11246.756133	-11246.135865
Gene_0654	tr3	-5769.766502	-5771.91049	-5768.581339
Gene_0657	tr2	-4489.898449	-4486.633015	-4490.884663
Gene_0658	tr1	-9940.441859	-9943.028131	-9943.038839
Gene_0661	tr2	-38754.6363980001	-38747.952659	-38758.662238
Gene_0664	tr2	-12549.595967	-12546.621064	-12547.14791
Gene_0667	tr3	-12477.656712	-12477.121982	-12477.029675
Gene_0668	tr2	-9733.642858	-9731.691064	-9734.72146
Gene_0674	tr3	-16331.710557	-16331.792175	-16331.493851
Gene_0677	tr2	-7069.105216	-7064.44116	-7070.003456
Gene_0678	tr1	-7988.003985	-7988.815619	-7988.58744
Gene_0681	tr1	-14378.730017	-14386.92883	-14383.525664
Gene_0687	tr3	-13383.352484	-13385.395277	-13383.2744
Gene_0690	tr2	-4568.219717	-4565.443125	-4566.782928
Gene_0691	tr2	-17443.311463	-17437.833728	-17441.096797
Gene_0695	tr2	-25281.106033	-25272.90987	-25280.117736
Gene_0696	tr1	-15739.116076	-15743.442319	-15742.582837
Gene_0703	tr2	-8603.75913399999	-8596.923852	-8603.69406
Gene_0709	tr1	-9991.19567	-9993.423344	-9992.05852100001
Gene_0727	tr3	-10140.260562	-10136.943391	-10135.55457
Gene_0741	tr2	-14734.326989	-14727.697777	-14734.261324
Gene_0745	tr1	-19905.393713	-19907.219644	-19906.320279
Gene_0766	tr2	-26480.345832	-26467.341574	-26478.781684
Gene_0773	tr2	-36836.183084	-36834.242628	-36841.247386
Gene_0775	tr2	-19953.40346	-19946.56466	-19953.211715
Gene_0786	tr1	-7920.200498	-7920.73881699999	-7920.7167
Gene_0787	tr2	-3966.135587	-3965.153455	-3966.141974
Gene_0793	tr2	-5516.66059	-5515.589019	-5516.603425
Gene_0802	tr2	-13705.207572	-13699.839657	-13705.207966
Gene_0806	tr2	-4937.611018	-4933.29074	-4939.491176
Gene_0807	tr1	-5825.525015	-5828.826748	-5826.295081
Gene_0808	tr1	-18040.640021	-18046.11514	-18044.660636
Gene_0813	tr1	-16407.568062	-16407.716416	-16408.594968
Gene_0819	tr1	-10941.870647	-10942.260962	-10942.290266
Gene_0822	tr2	-8918.76796299999	-8914.977664	-8919.392678
Gene_0834	tr1	-10966.742362	-10966.827243	-10967.878199
Gene_0835	tr3	-11973.645106	-11973.273469	-11972.427909
Gene_0843	tr2	-4964.20287	-4963.076205	-4964.090454
Gene_0848	tr2	-8388.278674	-8386.188234	-8388.44167600001
Gene_0857	tr2	-15735.722277	-15733.352707	-15733.446511
Gene_0863	tr2	-14830.554569	-14830.440619	-14830.681466
Gene_0873	tr2	-18923.504825	-18921.528348	-18924.647477
Gene_0874	tr2	-23407.757239	-23396.89421	-23407.882716
Gene_0891	tr3	-9485.347802	-9490.43990800001	-9485.125911
Gene_0894	tr2	-14941.310402	-14938.706067	-14939.718996
Gene_0895	tr2	-10822.163998	-10812.340841	-10821.725055
Gene_0896	tr2	-13524.330456	-13520.708987	-13523.729321
Gene_0904	tr2	-21452.554596	-21448.95965	-21450.958542
Gene_0909	tr2	-15170.643182	-15160.305385	-15169.96715
Gene_0910	tr2	-4757.56378	-4751.591514	-4757.629165
Gene_0911	tr2	-12600.903314	-12599.392443	-12602.237266
Gene_0912	tr1	-1887.86677	-1888.111349	-1888.533335
Gene_0917	tr2	-10832.55592	-10829.131624	-10831.289744
Gene_0920	tr1	-7446.243469	-7447.044404	-7446.50873300001
Gene_0921	tr2	-9924.175159	-9920.89275	-9922.488584
Gene_0925	tr2	-8208.487645	-8206.16261	-8209.4868
Gene_0927	tr3	-9330.100021	-9329.81364499999	-9329.371909
Gene_0930	tr2	-30918.089732	-30916.105475	-30920.993473
Gene_0933	tr3	-4824.210832	-4826.474406	-4823.628652
Gene_0941	tr3	-16610.937884	-16610.812779	-16610.640153
Gene_0942	tr2	-17087.50077	-17083.842747	-17088.853799
Gene_0945	tr1	-7630.137438	-7630.81032	-7630.82262
Gene_0947	tr2	-9387.031395	-9384.368313	-9386.129541
Gene_0950	tr2	-7913.511778	-7913.266994	-7915.113884
Gene_0951	tr2	-9201.41836599999	-9193.17845	-9203.62423
Gene_0958	tr2	-16823.257141	-16822.242356	-16823.175081
Gene_0963	tr2	-18018.667391	-18013.500242	-18015.658466
Gene_0964	tr2	-7592.849471	-7589.878387	-7592.490981
Gene_0966	tr2	-11292.170129	-11289.383323	-11292.142235
Gene_0969	tr2	-7031.986391	-7031.390175	-7031.856187
Gene_0974	tr2	-12260.000072	-12258.27279	-12260.608692
Gene_0975	tr3	-4218.827122	-4220.204144	-4218.522076
Gene_0983	tr1	-12410.153784	-12414.087867	-12411.64935
Gene_0989	tr2	-21450.560933	-21441.185309	-21448.735329
Gene_1021	tr3	-43888.258106	-43892.106748	-43887.038985
Gene_1033	tr2	-22168.542116	-22164.432841	-22166.280978
