gene_id	tree_supported	tr1_log-likelihood	tr2_log-likelihood	tr3_log-likelihood
Gene_0305	tr2	-9463.77246	-9461.174419	-9464.377685
Gene_0311	tr3	-10851.327244	-10851.313766	-10850.492413
Gene_0314	tr2	-17857.610782	-17854.171269	-17856.567381
Gene_0315	tr2	-15398.020141	-15394.438833	-15399.930479
Gene_0319	tr2	-7874.811906	-7870.798378	-7874.768003
Gene_0327	tr2	-10482.729085	-10477.290282	-10481.663543
Gene_0328	tr2	-16320.776307	-16318.800685	-16320.130644
Gene_0340	tr2	-12204.632772	-12200.249519	-12206.249269
Gene_0346	tr2	-13993.580745	-13990.550799	-13993.267496
Gene_0348	tr2	-24668.935703	-24665.29074	-24667.520723
Gene_0352	tr2	-19106.423096	-19078.426567	-19103.8074060001
Gene_0363	tr2	-23097.41383	-23096.0735799999	-23097.619372
Gene_0372	tr2	-16945.757109	-16940.763712	-16947.368549
Gene_0379	tr2	-18432.210779	-18430.405906	-18431.857504
Gene_0384	tr2	-8288.01456	-8281.678384	-8288.296536
Gene_0390	tr1	-16362.496363	-16365.010553	-16363.825528
Gene_0394	tr1	-17191.758249	-17193.366775	-17192.770868
Gene_0395	tr2	-10821.862981	-10817.596348	-10821.66034
Gene_0407	tr2	-10744.414894	-10740.287455	-10742.683902
Gene_0408	tr2	-18350.136791	-18349.315935	-18350.123755
Gene_0412	tr2	-8821.792249	-8820.22135800001	-8822.796407
Gene_0414	tr1	-10248.70805	-10248.869772	-10249.200491
Gene_0415	tr3	-14441.649939	-14441.64759	-14441.477744
Gene_0443	tr2	-8719.111501	-8717.493852	-8718.426987
Gene_0446	tr1	-16899.137155	-16899.86634	-16900.745885
Gene_0450	tr3	-12121.474609	-12120.602892	-12120.410573
Gene_0455	tr2	-19993.166174	-19979.775534	-19991.862081
Gene_0457	tr1	-14129.40437	-14129.477176	-14131.343861
Gene_0470	tr2	-10141.494584	-10140.677443	-10144.366076
Gene_0484	tr1	-13143.754121	-13144.049022	-13144.360489
Gene_0487	tr1	-15861.269021	-15862.205165	-15861.777762
Gene_0498	tr1	-9883.720632	-9885.09703799999	-9884.36534
Gene_0503	tr2	-15002.627525	-15001.752453	-15002.561649
Gene_0511	tr2	-6434.903369	-6428.964704	-6433.402764
Gene_0513	tr2	-20986.343046	-20979.82571	-20984.927543
Gene_0519	tr2	-19343.965215	-19339.111217	-19342.581337
Gene_0524	tr2	-27469.467483	-27466.500843	-27469.179449
Gene_0529	tr2	-11557.122825	-11553.796451	-11556.418083
Gene_0541	tr2	-14087.935253	-14080.260146	-14087.333281
Gene_0542	tr2	-5582.700247	-5580.502645	-5582.636348
Gene_0548	tr2	-23818.18145	-23814.874154	-23816.236875
Gene_0557	tr2	-26219.961346	-26213.819393	-26221.365805
Gene_0568	tr2	-38030.0154169999	-38022.2583809999	-38030.4934589999
Gene_0576	tr3	-23891.749012	-23891.895065	-23887.92792
Gene_0601	tr2	-9057.551158	-9056.24981	-9057.814223
Gene_0604	tr2	-14573.10822	-14572.582812	-14573.089829
Gene_0608	tr3	-6257.292062	-6256.806614	-6256.588323
Gene_0614	tr1	-19644.983122	-19645.982326	-19645.618747
Gene_0622	tr2	-6386.243625	-6382.040835	-6387.150572
Gene_0623	tr2	-8984.563455	-8978.21335899999	-8985.479201
Gene_0624	tr2	-7128.855716	-7124.494079	-7128.875282
Gene_0625	tr2	-20855.306275	-20853.366682	-20853.598513
Gene_0628	tr3	-8114.787798	-8116.417867	-8113.010286
Gene_0629	tr3	-17331.563614	-17334.408444	-17331.493513
Gene_0631	tr1	-12644.473097	-12647.183336	-12648.26566
Gene_0641	tr2	-10788.123456	-10784.74831	-10789.586097
Gene_0645	tr2	-6583.457273	-6581.767665	-6582.923788
Gene_0651	tr3	-8259.243501	-8263.468584	-8256.867684
Gene_0652	tr2	-11280.921243	-11279.007183	-11279.576299
Gene_0654	tr3	-5703.468129	-5706.17288	-5702.54822
Gene_0657	tr2	-4134.044713	-4130.563298	-4135.191901
Gene_0658	tr1	-10073.941492	-10076.969193	-10076.799369
Gene_0661	tr2	-38636.015851	-38631.067635	-38640.93092
Gene_0664	tr2	-12402.669504	-12399.211724	-12400.088958
Gene_0667	tr3	-12519.620817	-12519.389497	-12519.172289
Gene_0674	tr2	-16262.63404	-16262.070859	-16262.261197
Gene_0677	tr2	-7052.103687	-7047.053452	-7052.97235
Gene_0678	tr1	-8016.77355300001	-8017.199851	-8017.850518
Gene_0681	tr1	-14469.80085	-14479.641808	-14474.88507
Gene_0687	tr1	-13410.088542	-13411.775955	-13410.101629
Gene_0690	tr2	-4506.995972	-4504.089236	-4505.731852
Gene_0696	tr1	-15785.065953	-15788.994904	-15788.115699
Gene_0703	tr2	-8197.80301000001	-8190.150352	-8197.387369
Gene_0727	tr3	-9854.489497	-9853.24222100001	-9849.90488
Gene_0741	tr2	-14800.970992	-14792.463178	-14800.952818
Gene_0745	tr1	-19631.235498	-19632.744857	-19631.59855
Gene_0766	tr2	-26380.367342	-26368.094428	-26378.973756
Gene_0773	tr2	-36808.903223	-36807.4981200001	-36813.87571
Gene_0775	tr2	-19760.62007	-19753.355938	-19760.494791
Gene_0786	tr1	-8000.592735	-8001.428698	-8001.140248
Gene_0787	tr2	-3616.027261	-3614.717441	-3615.98571
Gene_0793	tr2	-5437.997036	-5437.381432	-5438.346549
Gene_0806	tr2	-4936.495604	-4932.391668	-4938.301875
Gene_0807	tr1	-6016.412557	-6018.311321	-6017.490483
Gene_0813	tr1	-16337.773012	-16338.482928	-16338.996353
Gene_0819	tr1	-10497.561601	-10498.151915	-10497.94582
Gene_0822	tr2	-9068.351001	-9065.481508	-9069.508245
Gene_0834	tr1	-10839.462508	-10840.195337	-10840.854731
Gene_0843	tr2	-4853.845591	-4852.760969	-4853.757012
Gene_0848	tr2	-8179.798001	-8177.93216	-8180.031327
Gene_0857	tr2	-15747.130495	-15744.726142	-15745.040294
Gene_0863	tr2	-14844.65211	-14844.32408	-14844.394823
Gene_0873	tr2	-18938.100795	-18935.973166	-18939.31304
Gene_0874	tr2	-23312.949302	-23300.752129	-23312.660556
Gene_0891	tr3	-9508.737667	-9513.687432	-9508.221208
Gene_0894	tr2	-14885.983584	-14884.265026	-14884.368113
Gene_0895	tr2	-10918.639746	-10908.146023	-10917.926218
Gene_0896	tr2	-13526.297549	-13522.066223	-13526.241618
Gene_0909	tr2	-14951.988999	-14939.172192	-14951.191645
Gene_0910	tr2	-4670.524426	-4663.915755	-4670.555943
Gene_0917	tr2	-10630.43587	-10627.475753	-10629.198441
Gene_0920	tr1	-7591.466966	-7592.281973	-7591.547541
Gene_0921	tr2	-9997.95143	-9994.289479	-9996.112893
Gene_0925	tr2	-8268.967004	-8266.62644	-8269.943028
Gene_0927	tr2	-8897.540116	-8896.87220700001	-8897.14583
Gene_0933	tr3	-4942.665602	-4945.370791	-4942.406652
Gene_0942	tr2	-16967.719871	-16963.824432	-16969.025844
Gene_0945	tr1	-7635.882468	-7636.594645	-7636.491243
Gene_0947	tr2	-9261.26253999999	-9258.259704	-9260.39246699999
Gene_0950	tr1	-7626.184794	-7627.019302	-7628.080646
Gene_0951	tr2	-9211.342108	-9202.67603799999	-9213.635435
Gene_0963	tr2	-17927.125036	-17921.001696	-17924.274555
Gene_0966	tr2	-11313.400048	-11310.062003	-11313.632255
Gene_0969	tr2	-6835.127843	-6834.518678	-6834.827926
Gene_0974	tr2	-12303.755183	-12302.77846	-12304.314922
Gene_0975	tr3	-3936.464988	-3938.025463	-3936.298657
Gene_1033	tr2	-22715.383202	-22710.075043	-22713.102609
