gene_id	tree_supported	tr1_log-likelihood	tr2_log-likelihood	tr3_log-likelihood
Gene_0384	tr2	-7245.923564	-7241.319835	-7246.384266
Gene_0390	tr1	-16374.421096	-16376.803501	-16375.802292
Gene_0394	tr1	-17085.255206	-17086.859048	-17086.732383
Gene_0395	tr2	-10822.164917	-10817.205774	-10821.795011
Gene_0401	tr2	-13516.695475	-13514.915122	-13515.791558
Gene_0407	tr2	-10742.67461	-10739.04636	-10741.025101
Gene_0412	tr2	-8057.56235300001	-8055.592045	-8058.27349
Gene_0414	tr2	-9018.645784	-9017.601423	-9018.84113
Gene_0415	tr3	-14434.288953	-14434.407312	-14434.098184
Gene_0443	tr2	-8682.843505	-8681.476144	-8682.24938400001
Gene_0446	tr1	-16990.272057	-16991.063847	-16991.708402
Gene_0450	tr3	-12124.992416	-12123.959377	-12123.84713
Gene_0455	tr2	-16639.904572	-16635.612735	-16638.796229
Gene_0470	tr2	-9160.427646	-9158.637942	-9163.16170999999
Gene_0487	tr1	-15911.610634	-15912.785536	-15912.032598
Gene_0513	tr2	-20973.304055	-20966.867959	-20972.035032
Gene_0519	tr2	-19306.224099	-19301.254594	-19305.230735
Gene_0524	tr2	-27183.225245	-27179.900023	-27182.813812
Gene_0529	tr2	-11622.707086	-11619.707873	-11622.37567
Gene_0541	tr3	-10339.368341	-10339.199816	-10338.867648
Gene_0542	tr2	-5603.55677	-5601.211581	-5603.501544
Gene_0557	tr2	-26334.928882	-26329.172061	-26336.607057
Gene_0563	tr3	-21869.708658	-21873.764096	-21867.244692
Gene_0568	tr2	-38063.544009	-38055.767311	-38064.198859
Gene_0576	tr3	-17540.587994	-17541.968002	-17540.419473
Gene_0601	tr2	-9048.891147	-9047.635117	-9049.14863
Gene_0608	tr3	-6224.848216	-6224.473236	-6224.401043
Gene_0614	tr1	-19550.100238	-19552.357861	-19551.43331
Gene_0622	tr2	-6237.765187	-6232.712992	-6238.622478
Gene_0623	tr2	-8928.174635	-8922.018945	-8929.530659
Gene_0624	tr2	-7100.161365	-7094.941849	-7100.266038
Gene_0625	tr2	-19362.399788	-19360.798559	-19361.275165
Gene_0629	tr1	-17323.71757	-17326.867427	-17323.799265
Gene_0639	tr3	-12054.778877	-12053.534162	-12051.800814
Gene_0641	tr2	-10702.859773	-10701.539026	-10704.41027
Gene_0645	tr2	-5945.305245	-5944.009685	-5944.720379
Gene_0652	tr2	-9058.76912	-9058.042614	-9058.789333
Gene_0654	tr3	-5668.551848	-5670.950812	-5667.851834
Gene_0657	tr2	-4203.980371	-4200.071378	-4205.191138
Gene_0658	tr1	-10199.067668	-10202.035492	-10201.825156
Gene_0664	tr2	-12421.758045	-12418.419486	-12419.236456
Gene_0674	tr2	-14808.659259	-14807.386161	-14808.431729
Gene_0678	tr1	-8014.823268	-8015.190548	-8015.770146
Gene_0681	tr1	-10507.081647	-10514.952605	-10510.076628
Gene_0687	tr3	-13471.120617	-13473.036343	-13471.03284
Gene_0690	tr3	-3734.949205	-3734.835573	-3734.328105
Gene_0696	tr1	-15808.563597	-15812.862883	-15811.883534
Gene_0703	tr2	-8194.856457	-8187.310056	-8194.371712
Gene_0727	tr3	-9892.947154	-9891.597767	-9888.608066
Gene_0741	tr2	-11087.487451	-11078.830918	-11086.840332
Gene_0766	tr2	-21719.749178	-21711.228493	-21718.805612
Gene_0773	tr2	-36797.567388	-36796.596418	-36802.524737
Gene_0786	tr1	-7993.26331	-7994.095715	-7993.780414
Gene_0787	tr2	-3613.293148	-3612.005859	-3613.322631
Gene_0793	tr3	-4983.499805	-4983.569454	-4983.193315
Gene_0802	tr1	-12266.662456	-12266.845778	-12266.863631
Gene_0806	tr2	-4994.379264	-4990.904154	-4996.250275
Gene_0807	tr1	-5982.858629	-5985.066647	-5983.970296
Gene_0813	tr1	-16347.884922	-16348.833351	-16349.147562
Gene_0819	tr1	-10541.569539	-10542.267922	-10542.258241
Gene_0822	tr2	-9069.280275	-9066.665834	-9070.482449
Gene_0834	tr1	-10843.348226	-10843.934571	-10844.668959
Gene_0843	tr2	-4871.702823	-4870.518194	-4871.598965
Gene_0857	tr2	-15720.305424	-15717.811991	-15718.037494
Gene_0873	tr2	-18933.369567	-18931.319709	-18934.613356
Gene_0874	tr2	-23419.891355	-23407.334286	-23419.675408
Gene_0894	tr3	-14642.943435	-14641.826877	-14641.25145
Gene_0895	tr2	-10924.880217	-10914.408322	-10923.93973
Gene_0896	tr2	-13533.33832	-13529.438581	-13533.265677
Gene_0909	tr2	-14459.189874	-14446.330257	-14458.132172
Gene_0910	tr2	-4485.833632	-4478.930601	-4485.979419
Gene_0917	tr2	-10632.046523	-10626.030247	-10630.262377
Gene_0920	tr2	-5417.651084	-5414.584424	-5418.843862
Gene_0921	tr2	-9622.65337	-9618.363915	-9621.105114
Gene_0925	tr2	-8265.783405	-8263.458895	-8266.778855
Gene_0927	tr3	-8270.925793	-8269.925441	-8269.909627
Gene_0933	tr3	-4941.020821	-4943.677404	-4940.954058
Gene_0942	tr2	-16946.183497	-16942.185235	-16947.548361
Gene_0945	tr1	-7632.893622	-7633.605401	-7633.440193
Gene_0947	tr2	-9256.24802900001	-9253.366159	-9255.21555899999
Gene_0950	tr1	-7649.087924	-7649.782395	-7650.878978
Gene_0951	tr2	-9192.424383	-9183.741385	-9194.713507
Gene_0963	tr2	-17906.402678	-17901.413842	-17903.174526
Gene_0966	tr2	-11319.157524	-11315.799992	-11319.574878
Gene_0969	tr2	-6834.525257	-6833.92358500001	-6834.221193
Gene_0974	tr2	-12437.696039	-12437.237986	-12438.420715
Gene_0975	tr3	-3937.903041	-3939.412968	-3937.726243
Gene_0983	tr1	-12437.301512	-12441.67145	-12439.005286
