gene_id	tree_supported	tr1_log-likelihood	tr2_log-likelihood	tr3_log-likelihood
Gene_0947	tr2	-9225.406026	-9222.470276	-9224.503908
Gene_0950	tr1	-7658.730297	-7659.275323	-7660.453989
Gene_0951	tr2	-9208.986879	-9200.65282	-9211.132352
Gene_0958	tr2	-16933.141303	-16931.594423	-16932.668033
Gene_0963	tr2	-17929.029963	-17924.305624	-17925.979541
Gene_0964	tr2	-7396.991147	-7394.831647	-7396.502276
Gene_0966	tr2	-11335.842901	-11332.699691	-11336.218683
Gene_0969	tr2	-6843.973695	-6843.39815200001	-6843.705374
Gene_0974	tr2	-12465.551601	-12464.920153	-12466.250373
Gene_0975	tr3	-3934.958528	-3936.310384	-3934.800489
Gene_0983	tr1	-12456.409911	-12460.429271	-12457.992924
Gene_0989	tr2	-21620.090576	-21610.193938	-21619.135541
