	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa.phy	Gene_0007	Gene_0016	Gene_0017	Gene_0020	Gene_0035	Gene_0037	Gene_0041	Gene_0044	Gene_0045	Gene_0053	Gene_0058	Gene_0059	Gene_0062	Gene_0063	Gene_0064	Gene_0066	Gene_0068	Gene_0070	Gene_0073	Gene_0076	Gene_0084	Gene_0086	Gene_0088	Gene_0090	Gene_0098	Gene_0105	Gene_0120	Gene_0123	Gene_0128	Gene_0129	Gene_0131	Gene_0135	Gene_0140	Gene_0141	Gene_0143	Gene_0144	Gene_0146	Gene_0152	Gene_0156	Gene_0158	Gene_0169	Gene_0171	Gene_0177	Gene_0180	Gene_0181	Gene_0208	Gene_0251	Gene_0253	Gene_0257	Gene_0268	Gene_0272	Gene_0277	Gene_0278	Gene_0281	Gene_0289	Gene_0305	Gene_0311	Gene_0314	Gene_0315	Gene_0319	Gene_0327	Gene_0328	Gene_0340	Gene_0346	Gene_0348	Gene_0372	Gene_0379	Gene_0380	Gene_0384	Gene_0390	Gene_0394	Gene_0395	Gene_0401	Gene_0407	Gene_0411	Gene_0412	Gene_0414	Gene_0415	Gene_0443	Gene_0446	Gene_0450	Gene_0455	Gene_0470	Gene_0487	Gene_0511	Gene_0513	Gene_0519	Gene_0524	Gene_0529	Gene_0536	Gene_0541	Gene_0542	Gene_0557	Gene_0563	Gene_0565	Gene_0568	Gene_0576	Gene_0601	Gene_0608	Gene_0614	Gene_0622	Gene_0623	Gene_0624	Gene_0625	Gene_0626	Gene_0629	Gene_0639	Gene_0641	Gene_0644	Gene_0645	Gene_0651	Gene_0652	Gene_0654	Gene_0657	Gene_0658	Gene_0664	Gene_0667	Gene_0668	Gene_0674	Gene_0678	Gene_0681	Gene_0687	Gene_0690	Gene_0691	Gene_0695	Gene_0696	Gene_0703	Gene_0709	Gene_0727	Gene_0741	Gene_0745	Gene_0766	Gene_0773	Gene_0786	Gene_0787	Gene_0793	Gene_0802	Gene_0806	Gene_0807	Gene_0808	Gene_0813	Gene_0819	Gene_0822	Gene_0834	Gene_0835	Gene_0843	Gene_0857	Gene_0873	Gene_0874	Gene_0894	Gene_0895	Gene_0896	Gene_0904	Gene_0909	Gene_0910	Gene_0912	Gene_0917	Gene_0920	Gene_0921	Gene_0925	Gene_0927	Gene_0930	Gene_0933	Gene_0941	Gene_0942	Gene_0945	Gene_0947	Gene_0950	Gene_0951	Gene_0958	Gene_0963	Gene_0964	Gene_0966	Gene_0969	Gene_0974	Gene_0975	Gene_0983	Gene_0989
Homo_sapiens	0.0055	0.0000	0.0066	0.0026	0.0014	0.0014	0.0019	0.0170		0.0000	0.0267	0.0000	0.0561		0.0000	0.0120	0.0052	0.0000		0.0000	0.0052	0.0000	0.0000	0.0098	0.0000	0.1527	0.0104	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0244	0.0000	0.0080	0.0000	0.0208	0.0000		0.0078	0.0000	0.0062	0.0038	0.0000	0.0000	0.0000	0.0303	0.0000	0.0059	0.0057	0.0000	0.0026	0.0143	0.0000	0.0000	0.0109	0.0000	0.0083	0.1450	0.0045	0.0074	0.0000	0.0260	0.0040	0.0000	0.0000	0.0000	0.0069	0.0000	0.0000	0.0050	0.0102	0.0314	0.0107	0.0074	0.0160	0.0000	0.0000	0.0035	0.0265	0.0025	0.0057	0.0133	0.0079	0.0000	0.0115	0.0000	0.0319	0.0000		0.0000	0.0000	0.0000	0.0028	0.0014	0.0000	0.0156	0.0000	0.0000	0.0061	0.0000	0.0081		0.0000	0.0000	0.0169	0.0000	0.0099	0.0086	0.0051		0.0088	0.0098	0.0066	0.0000	0.0000	0.0000		0.0122		0.0000	0.0141	0.0028	0.0000	0.0068	0.0000	0.0044	0.0043		0.0000	0.0000	0.0000	0.0070	0.0323	0.0440	0.0051	0.0179	0.0000	0.0000	0.0000	0.0000	0.0250	0.0051	0.0043	0.0078	0.0071	0.0000	0.0020	0.0000	0.0000	0.0000	0.0000	0.0029	0.0120		0.0090	0.0000	0.0062	0.0059	0.0000	0.0023	0.0190	0.0000	0.0033	0.0072	0.0000	0.0075	0.0049	0.0037	0.0030	0.0000	0.0000	0.0054	0.0000	0.0211	0.0000	0.0000
Capitella_teleta	0.0319	0.5847	0.0000	0.0026	0.0014	0.0014	0.0000	0.0625		0.0047	0.0000	0.0864	0.0000	0.0000	0.0000	0.0120	0.0052	0.0970	0.0203	0.1204	0.0052	0.0058	0.0000	0.0098	0.0000	0.0000	0.0052	0.0082	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0244	0.0000	0.0080		0.0104	0.1256	0.0064	0.0078	0.0000	0.0000	0.0000	0.0000	0.0171	0.0000	0.0076	0.0065	0.3018	0.0057	0.0000	0.5040	0.0143	0.0024	0.0000	0.0055	0.0059	0.1125	0.0000	0.0814	0.0000	0.0000	0.0260	0.0040		0.3417	0.1503	0.0069	0.0000	0.0000	0.0400	0.3106	0.0314	0.0428	0.0074	0.0160	0.1115	0.0000	0.0000	0.0044	0.0025	0.0114	0.0033	0.0079	0.0209	0.1470	0.0077	0.0040	0.0000	0.2331	0.0000	0.0000	0.0000	0.0195	0.0000	0.0000	0.0078	0.0105	0.0134	0.0061	0.0000	0.0081		0.0000	0.0000	0.0169	0.0789	0.0396	0.1552	0.0051	0.0054	0.0088	0.0098	0.0066	0.0000	0.0000	0.0570	0.4100	0.0122	0.0000	0.0000	0.0141	0.0028	0.0000	0.0068	0.0000	0.0044	0.0043	0.0112	0.0024		0.0045	0.0070	0.0323	0.0440	0.0000	0.0179	0.0000	0.0000	0.0000	0.0000	0.0875	0.0051	0.0043	0.0000	0.0000	0.0026	0.0020	0.0000	0.0000	0.0110	0.0000	0.0029	0.0120	0.0000	0.0090	0.0000	0.0311	0.2604	0.0840	0.0000	0.0190	0.1984	0.0133	0.0000	0.0000	0.0000	0.0049	0.1255	0.0270	0.0000	0.0000		0.1934	0.0316	0.0000	0.0000
Oscarella_carmela	0.0342	0.0000	0.0000	0.0026	0.0109	0.0000		0.0284		0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0120	0.0052		0.0203	0.0134	0.0052	0.0000	0.0000	0.0065	0.0000	0.0000	0.0104	0.0246	0.0000	0.0000	0.0000	0.0000	0.0000		0.0244	0.0000	0.0080	0.0000	0.0104	0.0179		0.0078	0.0138	0.0436	0.0000	0.0033	0.0000	0.0000	0.0000	0.0000	0.0592	0.0229	0.0000	0.0000	0.0048	0.0024	0.0000	0.2896	0.0000	0.0333	0.0000	0.0136	0.0000	0.0000	0.0260	0.0000	0.0099	0.0252	0.0116	0.0069	0.0000	0.0031		0.0239	0.0377	0.0000	0.0074	0.0160	0.0000	0.0000	0.0000	0.0044	0.0126	0.0057	0.0166	0.0079	0.0328	0.0000	0.0000	0.3108	0.0000	0.0000	0.0000	0.0917	0.0109	0.5523	0.0000	0.0000	0.0078	0.0316	0.0067	0.0061	0.0109	0.0081	0.0023	0.0000	0.0000	0.0226	0.0000	0.0033	0.0086	0.0051	0.3370	0.0088	0.0098	0.0066	0.0506	0.0000		0.0000	0.0122		0.0062	0.0141	0.0028	0.2041	0.0102	0.0000	0.0044	0.0086	0.0037	0.3608	0.0019	0.0068	0.0070	0.0323	0.0440	0.0103	0.0179	0.0000	0.0000	0.0000		0.0187	0.0711	0.2876	0.0078	0.0177	0.0000	0.0020	0.0000	0.0000	0.0000	0.0000	0.5855		0.0147	0.0090	0.0000	0.3540	0.0059	0.0000	0.0023	0.0000	0.0000	0.0033	0.0000	0.0000	0.0301	0.5388	0.0258	0.0030	0.0000	0.0000	0.0324		0.0105	0.0000	0.0000
Spongilla_alba	0.1727	0.0000	0.8053	0.0026			0.9037			0.0000	0.0000	0.0000	0.0363		0.0000	0.4759	0.1414	0.5781		0.5318	0.5260	0.2339	0.6680		0.0391			0.2213				0.8671	0.4664		0.0000			0.2598				0.0078	0.0000	0.6044	0.0000	0.0000	0.0385	0.2172		0.5129		0.0057		0.2718	0.0190	0.5024	0.2667			0.4042	0.0611	0.3439		0.0000		0.8364					0.6794	0.1277			0.5912		0.0074		0.0203		0.0000								0.9303	0.0080			0.0000			0.7978			0.2656	0.0105	0.6221						0.1157		0.4145	0.7327		0.0051			0.0294	0.2434	0.0000		0.0570		0.0183			0.0141		0.0816		0.6047	0.0480	0.2931		0.5375					0.2198	0.2974		0.0000	0.1629	0.2897	0.1862			0.0086	0.0078	0.7420	0.4883				0.9355			0.4217			0.0000	0.1615	0.0710			0.0000	0.1279	0.7143	0.0000	0.0000	0.1353	0.0049	0.0221			0.0000	0.4541	0.2320	0.0000		
Danio_rerio	0.0189	0.0000	0.0842	0.0026	0.0014	0.0014		0.0170		0.0000		0.0000	0.0000		0.0000	0.0120	0.0052	0.0000		0.1137	0.0052	0.0000	0.0000	0.0065	0.0000	0.7335	0.0052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0244	0.0000	0.0080	0.0000	0.0208	0.0135		0.0078	0.0000	0.0062	0.0038	0.0000	0.0000	0.0000	0.0000	0.0000	0.0059	0.0057	0.0353	0.0053	0.0143	0.0024	0.0000	0.0109	0.0000	0.0083	0.0000	0.0045	0.0000	0.0000	0.0000	0.0061	0.0000	0.0036	0.0260	0.0069	0.0000	0.0000	0.0450	0.0102	0.0314	0.0000	0.0074	0.0160	0.0000	0.0000	0.0035	0.0088	0.0025	0.0057	0.0066	0.0079	0.0000	0.0115	0.0000	0.0080	0.0000		0.0000	0.0000	0.0000	0.0028	0.0014	0.0000	0.0156	0.0000	0.5518	0.0061	0.0000	0.0081		0.0241	0.0093	0.0169	0.0000	0.0033	0.0086	0.0051		0.0088	0.0098	0.0066	0.0000	0.0000	0.0000		0.0183		0.0000	0.0141	0.0028	0.0000	0.0746	0.0000	0.0044	0.0043		0.0048	0.0000	0.0000	0.0070	0.0323	0.0440	0.0154	0.0179	0.0000	0.0000	0.2759	0.0000	0.0063	0.0051	0.0000	0.0000	0.0000	0.0000	0.0020	0.0000	0.0000	0.0000	0.0000	0.0029	0.0000	0.0147	0.0090	0.0000	0.0062	0.0059	0.0000	0.0023	0.0190	0.2689	0.0033	0.0000	0.0000	0.0376	0.0049	0.0369	0.0030	0.0000	0.0000	0.0054	0.0000	0.0000	0.0000	0.0000
Rossella_fibulata	0.1046	0.0000	0.0000	0.0000	0.0014	0.0852	0.7534	0.0057	0.0370	0.1302	0.0000	0.0000	0.0165		0.0000	0.0120	0.0105		0.3581		0.0052	0.0000		0.0065	0.0000	0.1916		0.0656		0.0000	0.0000	0.0000	0.0040		0.0122	0.4500	0.0160		0.0104			0.0391	0.0207		0.0000	0.0232		0.0000		0.0000	0.2130	0.0514	0.0353	0.7784		0.0049	0.0000			0.0875	0.0076		0.0185	0.0042		0.0000		0.0000			0.0191	0.0031	0.0350	0.0171	0.0063	0.0160				0.0000	0.0175			0.1932	0.0233	0.0079	0.0209		0.8607		0.0016			0.0153	0.0000		0.2056	0.0000	0.0078		0.4749	0.0000	0.0000	0.0244			0.0694	0.0904		0.1584		0.0051				0.0066	0.0000		0.0570	0.3891	0.0122		0.6431		0.0166	0.0068	0.0102	0.0000	0.0044	0.3103		0.6852		0.0432		0.0968		0.0872	0.0179	0.0000	0.0000	0.4759	0.0000	0.4437	0.0254		0.0000	0.6572	0.0000	0.0039	0.4397	0.8058	0.8748		0.1507	0.1807				0.0062			0.0364	0.0000	0.0131	0.0100		0.0110	0.0301	0.0049		0.0030	0.0000	0.2376		0.0552			0.8948
Periphylla_periphylla	0.2584	0.3602			0.8624		0.3950	0.0852	0.0247	0.3302	0.0267	0.0000	0.1122	0.3650	0.2045	0.0120	0.0052	0.6962	0.0203		0.0052	0.3158	0.4609		0.0000		0.2917	0.3934	0.0128	0.0000		0.4702	0.0000			0.0000			0.0208	0.6502	0.2308	0.2188	0.4345	0.7757	0.2423	0.8146	0.0043		0.3864	0.4548	0.3373	0.3943	0.0000	0.4433	0.4095		0.5000	0.5902	0.3933	0.3125	0.1145			0.0000		0.5758	0.4092					0.8224			0.0314		0.0662	0.7166	0.7196	0.0000			0.5340		0.5980	0.0079	0.4657	0.5303	0.5697				0.0000		0.8007		0.7538			0.7053					0.7050			0.0960	0.2632				0.3804	0.1228	0.0000	0.0066	0.0506		0.1392	0.6778	0.0061	0.1205		0.0141	0.6547						0.1078	0.6586	0.8481	0.1852		0.0323	0.0330		0.0357	0.0000				0.1250	0.7107		0.0000	0.3604		0.6837	0.0021	0.7884	0.8066	0.7326		0.0120	0.0147	0.7668		0.0497		0.0763	0.2460	0.0000	0.3316			0.0000	0.3158	0.5388	0.3616	0.7748		0.2044	0.0054	0.5083	0.0316		0.8681
Mertensiidae_sp	0.1168	0.3771	0.2395		0.0354		0.0289			0.3907			0.0858		0.0000	0.0181	0.1623			0.6254					0.1406						0.0000		0.2095	0.4015		0.0000		0.2756	0.0000			0.0078	0.0000			0.1722	0.0128	0.5379	0.1212	0.5097				0.8021			0.0000			0.3208				0.0970					0.4220	0.2483					0.0000		0.0074			0.4877	0.0000	0.2522			0.0033	0.0000		0.0288			0.1706		0.0047			0.6513			0.0234		0.0033		0.2337	0.0163		0.0964	0.1389					0.0660		0.1228		0.0592	0.0281	0.3468	0.3101	0.7531	0.0732	0.0000				0.5737	0.7017	0.0000		0.2543		0.6465		0.3841	0.1678	0.0161			0.0714	0.0100	0.5993	0.0000		0.0063			0.0078				0.6342								0.2000	0.0373	0.5680	0.4733			0.4961	0.1130		0.4033			0.4649		0.0000			0.1657	0.0316		0.0660
Craseoa_lathetica	0.2093	0.1568		0.0000	0.6649	0.6030		0.0170	0.0247	0.1860	0.0267	0.0000	0.6535		0.0000	0.0120	0.0052	0.2278	0.4662	0.0301	0.6302	0.0000	0.0000	0.0065	0.0000	0.7126		0.0000		0.0000	0.0000	0.0000	0.0000	0.6131	0.0244	0.0000	0.0080		0.0208	0.2377		0.2969	0.0000		0.1808	0.7185	0.3376		0.0076		0.2308	0.0229	0.0000	0.0976	0.0143	0.0024	0.0000	0.0000	0.3131	0.2625	0.1450	0.3167		0.0000	0.0682	0.8303		0.5827	0.4798		0.0038	0.0062	0.6450		0.0377	0.0000	0.0074	0.0160	0.4493	0.2346	0.0699	0.0531		0.0568	0.0133	0.3083	0.0030	0.0058	0.0000	0.1793	0.4397		0.0000		0.6431	0.5802	0.0783		0.0078	0.0211	0.6890	0.0061		0.0081	0.8739	0.0000	0.0000	0.1073	0.0000	0.0297	0.0517	0.4010	0.0380	0.0000	0.0294	0.2895		0.3198	0.1329	0.1799			0.6338	0.3380		0.6327	0.4203	0.0000	0.0044	0.0043		0.3196	0.7519	0.5398	0.1958	0.0323	0.2857	0.0308			0.1238	0.0000	0.5426	0.2750	0.2183		0.0078	0.0000	0.0000	0.0020	0.7082	0.7971		0.3385		0.0361		0.4305	0.0000	0.6211	0.0059	0.6031	0.0023	0.0952		0.4120	0.0000	0.4088	0.0301	0.7184	0.3985		0.0000	0.0000		0.0055	0.0000	0.6482	0.3512
Coeloplana_astericola	0.1340	0.0000	0.0092				0.0135		0.0247	0.0698			0.7195		0.0000		0.0524				0.7240	0.1404	0.3516		0.2422		0.4740			0.0000			0.7668		0.1585	0.0000		0.0709				0.1562	0.0000			0.0166	0.0214				0.3491		0.0353	0.3140	0.0000					0.0042				0.0042	0.0000				0.0549	0.6207	0.4008	0.6916			0.2201	0.1765		0.1230		0.0000	0.0874			0.2841	0.1063	0.0040	0.1015	0.0432					0.0047		0.8949	0.4156			0.2812		0.0033	0.1779		0.2439			0.0046	0.0621	0.5197	0.0297		0.0305		0.0088		0.1645	0.0393	0.6216	0.1329		0.2744				0.0746	0.0499	0.6983				0.5911	0.0097	0.0923	0.8455		0.0161			0.4464			0.1690		0.1875			0.0078	0.8516	0.6597		0.0021	0.3449		0.6354				0.0404	0.4692	0.0807	0.0059	0.4656	0.8952	0.0190		0.0565	0.0216	0.0884		0.5388	0.0332	0.4955	0.0000	0.0000		0.4033			
Hyalonema_populiferum	0.1932	0.4619		0.0181		0.6717	0.8015	0.2500		0.1163	0.0267	0.0000			0.0000	0.0181	0.3089		0.3784		0.5417	0.0000	0.7383	0.3333	0.0000	0.7605		0.3033	0.0000	0.0000	0.0000		0.6126		0.0244		0.2880	0.0000	0.0208						0.5846	0.7781					0.1183		0.0353		0.5143		0.6444	0.0000	0.7202	0.5875				0.0000		0.8424								0.2253		0.0160	0.4485		0.1959	0.0000			0.6247	0.6364		0.0079		0.5418	0.8916	0.7530			0.0000		0.8877	0.1409	0.7566	0.6630	0.5625		0.6355	0.0000	0.0000	0.0244		0.0482	0.0694	0.0621	0.0132		0.4138		0.4837	0.0965	0.1667	0.4276	0.2472	0.7162	0.0000		0.0671							0.0000	0.5328						0.1049	0.0323		0.5897	0.0000	0.0000		0.2655	0.1170	0.2313			0.0078		0.7558		0.4419					0.3012	0.0147			0.1553	0.0059			0.0000	0.7050	0.0199		0.0110	0.0526	0.4951		0.5105	0.0000			0.5746	0.0000		
Allomyces_macrogynus	0.0360	0.0000	0.0000	0.0026	0.0014	0.0014	0.0039	0.0511	0.0247	0.0791	0.0267	0.0000	0.1188	0.0000	0.0000	0.0542	0.0052	0.0633	0.0203	0.0167	0.0260	0.0000	0.0000	0.0392	0.0000	0.0090	0.0000	0.0000	0.0000	0.0185	0.0000	0.0159	0.0000	0.0000	0.0244	0.0063	0.0240	0.0236	0.0208	0.1704	0.0064	0.0078	0.0000	0.0062	0.0077	0.0199	0.0000	0.0483	0.0682	0.0065	0.0059		0.0353	0.0554	0.0619	0.0097	0.0000	0.0000	0.0000	0.0167	0.0076	0.0362	0.0074	0.0000	0.0000	0.0242	0.0099	0.0072	0.1040	0.0069	0.0000	0.2710		0.0341	0.0000	0.0000	0.0074	0.0428	0.0034		0.0559	0.0487	0.0050	0.0057	0.0498	0.0079	0.0149	0.0029	0.0046	0.0000	0.0016	0.0028	0.0000	0.0000		0.0042	0.0280	0.2370	0.0234		0.3478	0.0123		0.0081	0.0113	0.0181	0.0046		0.0000	0.0363	0.0086		0.0435	0.0088	0.0196	0.0066	0.0618	0.0586	0.0000	0.0209	0.0183	0.0261	0.2031	0.0070	0.0055	0.0363	0.0068	0.0000	0.0044	0.0000	0.0037	0.0194	0.0000	0.3875	0.0280	0.0323	0.0440	0.0000	0.0625	0.0000	0.0521	0.0034	0.0000	0.0250	0.0051	0.0043	0.0078	0.0000	0.0182	0.0138	0.0021	0.0000			0.6435	0.0964	0.0000	0.0628	0.0462	0.0373	0.0118	0.0153	0.0661	0.0000	0.0157	0.0233	0.0000	0.0166	0.0000	0.0243	0.0148	0.0180	0.0000	0.0000	0.0054	0.0000	0.1053	0.0000	0.0143
Hydra_vulgaris	0.0893	0.0000	0.0026	0.0000	0.0191	0.0000	0.5010	0.1136	0.0247	0.0000	0.0267	0.0000	0.0099		0.0000	0.0120	0.0052	0.1983	0.0135	0.4548	0.0052	0.0000	0.0000	0.0065	0.0000	0.7365	0.0000	0.0656		0.0000	0.0000	0.0635	0.0000			0.0000	0.0080		0.0312			0.0078	0.0069	0.6822	0.0154	0.0199	0.0128	0.0000	0.0000	0.3161		0.0400	0.0000	0.0053	0.0238		0.0000	0.0000	0.0000	0.0083	0.0000			0.0000		0.0061		0.7482	0.3873		0.0000	0.1402	0.0100		0.0314	0.0000		0.0160	0.0000	0.0000	0.3636	0.0000		0.0057	0.0133	0.0079	0.0597	0.0000	0.8591	0.0080	0.0000		0.0000	0.0352	0.6504	0.0167	0.1832		0.0000	0.0105	0.0100	0.0061	0.3098	0.0081	0.0045		0.0000	0.0847	0.0000	0.5644		0.0660		0.0000	0.0294	0.0000	0.0000		0.0570	0.0084	0.0427	0.0098			0.0249	0.3288	0.1763	0.0000	0.0044	0.0733		0.0242		0.0023	0.2308	0.0323		0.0000	0.0179	0.0000	0.0000	0.0000	0.1223	0.0250	0.0152		0.0078	0.7527	0.0312	0.0864	0.0000	0.7884	0.4144			0.0241	0.0147	0.0045		0.0435	0.0296		0.0023	0.0190	0.0026	0.0066	0.0504	0.0000	0.0526	0.0291	0.0074	0.0030	0.0000	0.0276	0.0054	0.0000	0.0000	0.0000	0.0000
Mnemiopsis_leidyi	0.1900	0.2288	0.6421	0.6408	0.0123	0.0041				0.1535					0.0833	0.4277	0.0262	0.0084	0.0135	0.1070	0.0990	0.3860		0.1961	0.3828	0.0449		0.3033		0.0000	0.0000	0.0000	0.1897	0.0000			0.3520	0.0000	0.0000				0.0897	0.4766		0.3113	0.1154	0.0000	0.3864	0.4032	0.3669		0.0353	0.3166	0.1952	0.8301	0.0000			0.1417				0.3249		0.3717			0.0173		0.5534	0.8037	0.1150		0.0000	0.0160	0.0000	0.5134		0.5802		0.2743		0.5739	0.4452	0.0000	0.4299	0.0403		0.0956	0.2520		0.0047	0.2217	0.0254	0.5579	0.2965		0.5078	0.0526	0.3980	0.0982	0.0272	0.0163	0.8964	0.0000	0.1620	0.0565		0.0297	0.1638	0.6193		0.0088	0.0098	0.0066	0.0337	0.1441	0.0823	0.4854	0.0732	0.1010	0.5631		0.0028	0.5420	0.0644	0.1395	0.0000			0.4431	0.6596	0.8273	0.0280				0.0179	0.0100		0.0241		0.0063	0.1066		0.0078		0.0649	0.1473	0.0000			0.8559			0.0147	0.1256	0.0000					0.0000	0.0888	0.0731		0.0000	0.3609	0.5874	0.4096	0.1141				0.0331	0.0316		0.7219
Pleurobrachia_bachei	0.1391		0.6539	0.0000	0.0136	0.7761	0.0713			0.0047			0.0099			0.3795	0.0262				0.1302	0.2222	0.2227	0.3693	0.0000	0.0449				0.0000	0.0000		0.0158			0.4625		0.1654	0.3229			0.0312	0.0000			0.0497	0.0214	0.1810			0.4852	0.0914			0.2381	0.1820	0.0056				0.1374			0.0464		0.6667		0.0324	0.0260		0.3626	0.2523	0.1350		0.0000	0.0749		0.0856		0.0000	0.3392				0.2027	0.0000	0.6149			0.3347	0.3083		0.0047	0.2706	0.0290		0.6140		0.0234			0.4663			0.7590		0.5880		0.1974	0.5083		0.3299		0.0088		0.3289	0.0562		0.0000		0.0183					0.7596	0.0644	0.4651							0.3916					0.0100	0.2541	0.0000	0.1223	0.0187	0.0102		0.0698		0.0026		0.0000		0.3665			0.1928			0.0000				0.2825	0.0000	0.7232	0.0332			0.0301		0.0406		0.3361	0.0718			0.2842		0.8699
Chondrilla_nucula	0.1781	0.0000	0.0500	0.0026		0.0014		0.0057	0.0741	0.0000				0.0219	0.0000	0.0120		0.5316	0.0135			0.0000	0.3828	0.0065		0.1647		0.1885	0.4487	0.0000		0.0496	0.0000	0.0000	0.0366	0.0000	0.2400	0.0000				0.0078	0.1448		0.7500		0.0000	0.7362	0.0379	0.2548					0.1667	0.7791	0.4278	0.3224		0.7917		0.3122	0.5129	0.0000		0.7919	0.0000	0.7050			0.5115	0.1464	0.5600	0.4027	0.0000	0.0160	0.1985	0.0107	0.0000	0.0000		0.4956	0.1612	0.0170	0.1429		0.2209			0.0080		0.0028	0.0000		0.3188		0.7594					0.3865	0.2011	0.0163	0.0113		0.2037	0.0395	0.0000	0.8020	0.0086	0.3249		0.0702	0.1078	0.0066	0.0056			0.6109	0.0122	0.1336	0.7662	0.3803	0.0028	0.5782		0.0000	0.0044	0.4440	0.1115	0.3220	0.8462	0.0420		0.0323	0.0440	0.6000	0.0625	0.2800			0.0585	0.5500		0.2361	0.1938	0.1484			0.0507	0.8087		0.7465	0.0638			0.0045	0.0000	0.5155			0.6765	0.0000	0.6031	0.7409		0.0000		0.0000	0.3727		0.4262	0.0718		0.1215			0.0000
Aphrocallistes_vastus	0.0384	0.0000	0.0013	0.0000	0.0014	0.0027	0.0019	0.0966	0.0247	0.0000	0.0267	0.0000	0.0099		0.0000	0.0120	0.0052		0.0135	0.0100	0.0052	0.0000	0.0000	0.0065	0.0000	0.0180		0.0656		0.0000	0.0000	0.0000	0.0000		0.0244	0.0000	0.0160	0.0000	0.0208			0.0469	0.0000		0.0000	0.8146	0.0128	0.0000		0.0000	0.1479	0.0400	0.0353	0.0396	0.0238	0.6165	0.0000	0.0109		0.0417	0.0153		0.0148	0.0042		0.0000		0.0000		0.0069	0.0115	0.0000	0.0350	0.0137	0.0000	0.0160				0.0000	0.0000				0.0233	0.0079	0.0269	0.0144	0.0062	0.0279	0.0016		0.0047	0.0107	0.0000	0.0014	0.0000	0.0093	0.0078	0.0105	0.0167	0.0000	0.0000	0.0244		0.0000	0.0694	0.1130	0.0132		0.0086	0.0051	0.2446	0.1404	0.1373	0.0066	0.0000		0.0000	0.0209	0.0122		0.0000		0.0166	0.0068	0.0102	0.0000	0.0044	0.0043		0.3705		0.1341		0.0323		0.0923	0.0179	0.0000	0.0000	0.3103	0.0000	0.0750	0.0254		0.0078	0.0000	0.0000	0.0157	0.0000		0.6924		0.0029	0.1687	0.0000			0.0062	0.0059		0.0364	0.0190	0.0131	0.0066	0.3957	0.0110	0.1053	0.0049	0.0258	0.0030	0.0000	0.0000		0.0552	0.1053	0.0158	0.0000
Saccoglossus_kowalevskii	0.2187	0.0000	0.6829	0.5065	0.7602		0.7572			0.2419		0.0000	0.7888		0.0000				0.3784		0.3021			0.0065	0.0000			0.0000	0.1346		0.0000	0.6845		0.1752		0.1250	0.0080	0.0000	0.0208	0.6682	0.0192	0.0078	0.0000			0.4437	0.3761			0.6226	0.1657		0.0118	0.6728	0.0952		0.2611		0.6262			0.3982	0.3284	0.1646	0.4481					0.1379					0.1132				0.0000		0.2657			0.2443	0.7010	0.0079		0.0403	0.8808	0.0080	0.7465	0.4326	0.0047		0.7627			0.7074	0.0078				0.4293	0.0081			0.0000	0.2260	0.0724		0.0086		0.3696			0.1184		0.3198	0.2911	0.6862	0.0122			0.0070			0.0068		0.2445	0.2931	0.5019		0.7865		0.0070	0.0323	0.0440	0.4462	0.0179	0.0000		0.2621		0.6438	0.5178	0.1631	0.0000	0.6537			0.8224	0.8174		0.6580		0.1084		0.5067		0.3168	0.2130	0.2595		0.0000	0.6423		0.0000	0.1050	0.0000	0.5000	0.4391		0.1557	0.2210	0.0054	0.5414			
Dryodora_glandiformis	0.1316	0.0000	0.0132	0.0129	0.0123	0.7527	0.6435	0.2614	0.0247	0.0000	0.0533		0.0363		0.0000	0.0181	0.0262	0.5992	0.0135	0.1137			0.0117	0.0033	0.0000	0.0958	0.0000			0.0000	0.0000					0.0063	0.0560	0.0000	0.0000				0.0000	0.0093	0.0000	0.0265		0.0293	0.0303	0.0161	0.3373		0.0353	0.1662	0.3810	0.0413	0.0000	0.5792		0.0042				0.0042	0.5649	0.8626			0.0665	0.0069	0.0534				0.0000	0.0160	0.0074	0.0321		0.5617		0.0354		0.0057	0.0299	0.0000		0.1037	0.0077	0.0319	0.0469		0.0047	0.8976		0.3877	0.2014		0.0078	0.4316	0.0100		0.1033	0.0163	0.7590	0.0000	0.0139	0.1073	0.0000		0.2759	0.0254	0.0924	0.0088	0.1667	0.0066	0.0843		0.1329		0.0183	0.0619	0.4554		0.1492		0.3797	0.0000	0.1397	0.0000	0.0372	0.7506	0.8904	0.3909		0.0161			0.0179	0.0100	0.0000	0.3448					0.0000	0.5830	0.0052					0.0000				0.0135	0.3154	0.5963	0.0059		0.0592	0.0000			0.2086	0.0000	0.0000		0.6273		0.0000	0.1989		0.0387			0.0053
