	Metazoa_Choano_RCFV_strict.phy	Gene_0010	Gene_0026	Gene_0027	Gene_0030	Gene_0033	Gene_0034	Gene_0035	Gene_0066	Gene_0069	Gene_0076	Gene_0077	Gene_0088	Gene_0089	Gene_0101	Gene_0102	Gene_0113	Gene_0114	Gene_0121	Gene_0134	Gene_0145	Gene_0153	Gene_0164	Gene_0169	Gene_0174	Gene_0185	Gene_0191	Gene_0194	Gene_0200	Gene_0201	Gene_0202	Gene_0226	Gene_0236	Gene_0245	Gene_0251	Gene_0252	Gene_0260	Gene_0281	Gene_0295	Gene_0303	Gene_0317	Gene_0320	Gene_0328	Gene_0330	Gene_0334	Gene_0335	Gene_0337	Gene_0348	Gene_0349	Gene_0350	Gene_0351	Gene_0360	Gene_0376	Gene_0399	Gene_0406	Gene_0414	Gene_0420	Gene_0422	Gene_0424	Gene_0428	Gene_0435	Gene_0438	Gene_0441	Gene_0443	Gene_0445	Gene_0471	Gene_0478	Gene_0481	Gene_0483	Gene_0507	Gene_0509	Gene_0511	Gene_0518	Gene_0521	Gene_0531	Gene_0542	Gene_0544	Gene_0545	Gene_0557	Gene_0563	Gene_0575	Gene_0580	Gene_0581	Gene_0587	Gene_0596	Gene_0610	Gene_0658	Gene_0701	Gene_0703	Gene_0708	Gene_0714	Gene_0718	Gene_0723	Gene_0729	Gene_0731	Gene_0740	Gene_0771	Gene_0774	Gene_0784	Gene_0798	Gene_0809	Gene_0814	Gene_0831	Gene_0842	Gene_0843	Gene_0846	Gene_0857	Gene_0858	Gene_0873	Gene_0884	Gene_0893	Gene_0902	Gene_0906	Gene_0915	Gene_0934	Gene_0961	Gene_0980	Gene_0985	Gene_0986	Gene_0989	Gene_0992	Gene_0995	Gene_0997	Gene_1015	Gene_1018	Gene_1019	Gene_1023	Gene_1034
Salpingoeca_rosetta	0.0526	0.0000	0.0119	0.0021	0.0806	0.0099	0.0017	0.0000	0.0105	0.0265	0.0041	0.3017	0.0123	0.0061	0.0167	0.1420	0.0135	0.0956	0.0000	0.0171	0.0184	0.0515	0.0101	0.0316	0.0000	0.0118	0.0494	0.0355	0.0000	0.0736	0.0695	0.0000	0.0063	0.0021	0.3696	0.0010	0.0052	0.0182	0.0000	0.0125	0.0000	0.0000	0.0000	0.0072	0.0196	0.0105	0.0019	0.0868	0.0058	0.0000	0.1091	0.0017	0.0000	0.0095	0.0109	0.1505	0.0117	0.2014	0.0042	0.0058			0.0079	0.0049	0.0175	0.0122	0.0588	0.0253	0.0106	0.0582	0.0000	0.4475	0.0136	0.0029	0.1958	0.0000	0.0000	0.0000	0.0201	0.0083	0.0025	0.0000	0.0000	0.0036	0.2126	0.1037	0.0000	0.1727	0.0227	0.0220	0.1617	0.0000	0.0368	0.0000	0.0317	0.0000	0.0000	0.0256	0.0323	0.0153	0.0025	0.0168	0.0000	0.0000	0.0079	0.0056	0.0063	0.0073	0.2578	0.0060	0.0075	0.0000	0.0000	0.0174	0.0175	0.0122	0.0781	0.0000	0.0056	0.0047	0.0209	0.0850	0.0018	0.0476	0.1228	0.0019	0.0049	0.0019
Cydippida_sp	0.9039				0.8372	0.5099		0.8624							0.3096			0.7911			0.4839				0.4349			0.7943																								0.0121										0.5664																		0.6430				0.0253						0.8827									0.0000	0.1301									0.3672	0.8095			0.7894							0.1856								
Hydra_viridissima	0.5714	0.0000	0.4175	0.0021			0.8618		0.1414	0.0000	0.0000	0.0000	0.0031	0.3009			0.0034	0.7933				0.0043	0.0101	0.0053	0.0000	0.0000	0.0185		0.0000	0.2468	0.6845		0.0063	0.0105	0.8188		0.0000	0.2727	0.0000	0.0000	0.0180			0.0718	0.0028	0.0035		0.0000	0.0029	0.0000				0.5476		0.0376		0.0089	0.0042	0.8655			0.6387	0.0147	0.2982		0.0027	0.0072	0.0053			0.0195	0.0000		0.0590						0.0025		0.0022	0.3382			0.0000	0.3041	0.0000				0.0105	0.0000	0.4789	0.0000	0.0000		0.0323		0.0025		0.3019		0.0079	0.1208	0.4748				0.0150	0.0000		0.0035				0.0000	0.0056		0.5157	0.0300			0.1401		0.0978	
Hydra_vulgaris	0.1356	0.0042	0.0099	0.0021	0.1287	0.5182	0.0035		0.0157		0.0000	0.0000	0.0031	0.0061	0.0000	0.0142	0.0034	0.0067	0.4194	0.0000	0.3088	0.0043	0.0101	0.0053	0.0000	0.0000	0.0370		0.0000	0.0714	0.0134	0.0000	0.0063	0.0063	0.0000	0.0010	0.0000	0.0036	0.0000	0.0025	0.0000	0.0000		0.0000	0.0028	0.0035		0.0000	0.0087	0.0000	0.0029	0.0000	0.0000	0.0048	0.0273	0.0108	0.5829	0.0107	0.0042	0.0082		0.0054	0.0555	0.0049	0.0117	0.0000	0.0027	0.0072	0.0053	0.0000	0.0000	0.0156	0.0000		0.0495	0.0000		0.3829	0.0013	0.3107	0.0025	0.0000	0.0022	0.0000	0.3713	0.0305	0.0000	0.0129	0.0000	0.0015	0.0030		0.0105	0.0000	0.0000	0.0000	0.0000	0.0026	0.0323	0.0026	0.0025	0.0034	0.0000	0.0000	0.0079	0.0028	0.2516		0.0052		0.0150	0.0000	0.0000	0.0035	0.0044	0.0091	0.0156	0.0216	0.0056	0.0031	0.0000	0.0050	0.0420	0.0049	0.1488	0.1726	0.0024	0.4175
Nanomia_bijuga	0.3923	0.0928	0.2962	0.3564			0.2159		0.0995	0.0265	0.3416	0.4746	0.1046	0.0061	0.7405	0.2475	0.0068	0.4556	0.5916	0.4017		0.0086	0.0152	0.0053	0.5081	0.0000	0.0247		0.0000		0.0348	0.0000	0.0063	0.6038		0.4576	0.3123	0.1018	0.3071	0.0673	0.0000		0.1304	0.0000	0.4637			0.0000	0.0029	0.7905			0.0000	0.4952	0.0273	0.0108	0.3869	0.1622	0.6333		0.0069	0.0054	0.6561	0.2745	0.0117	0.1959	0.0027	0.0072	0.0106		0.0000	0.0117	0.3957	0.0029	0.0472			0.1162	0.0000		0.0127		0.0022	0.0000		0.0549	0.0570	0.2165	0.0455	0.2859	0.0000	0.0000	0.0105	0.3030	0.1725	0.0000	0.0000	0.0385	0.0323	0.2041	0.1013	0.0017	0.2113	0.0984	0.0079	0.6517		0.0049	0.2969		0.0050	0.0000	0.0000	0.4077	0.0044	0.0091	0.2812		0.1629	0.3167	0.0995	0.2150	0.2609	0.0049	0.1938		0.6112	
Petrosia_ficiformis	0.4446	0.0000	0.0119			0.0446	0.1157		0.0105			0.0000	0.0000	0.2948	0.2261	0.2373		0.0044		0.0085		0.3734	0.0354	0.1000	0.2248	0.0047	0.0802		0.0000	0.3398	0.4037	0.0000	0.3508	0.1614		0.0756			0.0000	0.0000	0.2455		0.0033	0.0000	0.2905		0.5551	0.0000	0.0029	0.7883	0.0000		0.4848	0.0000	0.0219	0.2957	0.2060	0.3066	0.2042	0.1357	0.0069	0.1247	0.0127		0.1170	0.0000	0.0374	0.0108	0.0053	0.1576	0.4804	0.4553	0.0000		0.6250	0.6590	0.2610		0.5590						0.0000		0.0000	0.0515			0.3144	0.0000		0.0788	0.0035	0.0000	0.1453		0.0108	0.2679		0.0034	0.0000		0.0000			0.1244		0.0813	0.0050	0.0000		0.0000	0.2533		0.7656	0.0000	0.0000	0.0016	0.1649	0.0000			0.7509		0.0073	0.4097
Abylopsis_tetragona	0.3014	0.0000	0.1153	0.0000	0.6326	0.7360			0.0157		0.0000	0.0000	0.0031	0.0061		0.0142	0.2770	0.0022	0.0000	0.0085		0.0558		0.0105	0.0000	0.2370	0.0185		0.0000		0.0134	0.0000	0.0063	0.0021	0.0000	0.5787	0.0000	0.0036	0.0000	0.2968	0.3473	0.0187	0.0000	0.0000		0.0035	0.7205	0.0340	0.0029	0.0000	0.1003	0.1664	0.0000	0.0048		0.0108	0.0000	0.0089		0.3099	0.0035	0.0108	0.3059	0.0196	0.0585	0.4327	0.0027	0.0072	0.0053	0.0000	0.0000	0.0117	0.0000	0.2915	0.0377	0.0000		0.0000	0.5657		0.0051	0.0714	0.5430	0.0000		0.0061	0.0000	0.0052	0.0000	0.0968	0.0030	0.0000	0.0105	0.0000	0.1268	0.0000	0.1011	0.0026	0.0000	0.0051	0.0025		0.0038	0.0000	0.0079	0.1770	0.0063		0.4792	0.5437	0.0299	0.0000	0.0000	0.1638	0.0044	0.0608	0.6120	0.3597	0.0056	0.4477	0.0000	0.0000		0.5189			0.2421	0.0602
Salpingoeca_pyxidium	0.6588	0.0000	0.1710	0.4969		0.7178	0.0587	0.0073		0.3540	0.0905	0.4983		0.6778		0.5842	0.5845	0.1044	0.0000	0.0085		0.6309	0.0556	0.6263		0.5474	0.0123		0.0000	0.8030		0.0236	0.0063	0.0776		0.7246		0.6109	0.0000		0.0000	0.6194	0.7224	0.7488		0.0035	0.8916				0.0708	0.0000			0.4754						0.0139			0.0539	0.1988	0.3755	0.5401		0.5661	0.2270	0.6767	0.4669	0.4634	0.1341	0.4410	0.0000	0.0746			0.8529	0.3190		0.3466	0.5859			0.4430			0.7581		0.0000	0.6368		0.0035	0.1373	0.7789	0.1615	0.0000		0.7190			0.3825	0.0000						0.3766	0.0000		0.4878	0.0349			0.1871	0.1180		0.5759	0.4950	0.5401	0.5961	0.2266	0.9287	0.6479	
Hyalonema_populiferum	0.5726	0.0000		0.0021		0.8300				0.0265		0.0000	0.3292		0.0000	0.5436	0.4696		0.0199	0.0085		0.0000	0.6364		0.7459	0.1043	0.0123		0.0000	0.2944	0.1791	0.0000		0.0021		0.0010		0.6000	0.0000		0.0539			0.4545		0.1158		0.6396	0.0671	0.0023	0.4543	0.5771		0.0190	0.0273	0.0108	0.6817	0.6988			0.6146		0.8827	0.0000	0.0117		0.3155	0.0036	0.0053	0.8799	0.4411	0.0117	0.6125	0.1487	0.7995	0.0000	0.2610			0.6165	0.2835			0.8933		0.0061	0.4557	0.0206	0.0000		0.5359	0.0000	0.8000	0.0000	0.7570	0.0078	0.0000	0.3718	0.3118		0.4405	0.0067	0.0792	0.0000	0.0079	0.4888		0.1000	0.7578	0.7659	0.0200	0.0000		0.2509	0.4192	0.2462	0.5365	0.0000	0.0056		0.0000	0.0350		0.0016	0.8408		0.4108	
Sympagella_nux	0.1456	0.0000	0.0099	0.0021	0.0093	0.0033	0.0017		0.0419		0.0000	0.0000	0.0000	0.1854	0.0000	0.0832	0.0034		0.0110	0.0085	0.0276	0.0086	0.0505	0.0316	0.0016	0.0095	0.0864	0.0195		0.0043	0.0428	0.0000	0.0063	0.0021	0.0000	0.0010	0.0184	0.3564	0.0000	0.0075	0.0000	0.0000	0.0067	0.0024	0.0461	0.0000	0.0019	0.0019	0.0058	0.0023	0.0000	0.0017	0.0000	0.0190	0.0273	0.0054	0.0101	0.0053	0.0042			0.0163	0.0127	0.0000	0.0117	0.0245	0.0027	0.0036	0.0053	0.0225	0.0000	0.0117	0.0000			0.0000		0.8419	0.4853	0.3901	0.0329	0.0814	0.0022	0.0000	0.0034	0.0305	0.0000	0.0077	0.0000	0.0015	0.0030		0.0053	0.0000	0.0246	0.0157	0.0000	0.0333	0.0000	0.2398	0.0025	0.0118	0.0415	0.0000	0.0079	0.0253	0.0031	0.0049	0.0078	0.0099	0.0100	0.0029	0.0000	0.0070	0.0044	0.0517	0.0182	0.0000	0.0056		0.0000	0.0000		0.0016	0.0035	0.0019	0.0269	
Dryodora_glandiformis	0.7662				0.0372	0.4934	0.6701	0.7482		0.0088					0.0000				0.4349						0.0000			0.2837					0.0000		0.0130											0.0035	0.6597										0.2379	0.0517		0.8901		0.5014									0.6647			0.0029				0.3257		0.4529				0.0000															0.0000	0.1327	0.6962								0.0078	0.3393			0.8764					0.0000		0.0016			0.2372	0.8194	0.2422	0.1820		0.8175
Hormiphora_palmata	0.8825				0.7798		0.6615	0.8814		0.0265						0.5680				0.0769																											0.5228	0.7472	0.0029			0.3328						0.6328				0.6341									0.7221									0.5488	0.0025	0.7027		0.0669														0.0000			0.0025	0.5765			0.0079					0.5099										0.0016								
Cestum_veneris	0.9173																		0.5033		0.6613									0.6104													0.4883				0.8023	0.7660				0.5217					0.5310														0.2054			0.3440					0.7319					0.4141	0.6724																				0.2937				0.4688	0.6587		0.1232								0.4758						0.6435		
Ocyropsis_crystallina	0.7154				0.0000		0.0276	0.0000							0.1958			0.0044	0.0044						0.0033			0.0106		0.0043																	0.0000	0.0057				0.0017					0.0050					0.0027								0.3471	0.0785			0.0029			0.0000	0.0000	0.7802	0.0000				0.0705	0.6724					0.5147		0.1818								0.1607									0.1042	0.0813															0.1021	0.0525		0.0019
Eunicella_verrucosa	0.1914	0.4304	0.0119	0.0042			0.1917	0.0000	0.0000	0.0265	0.0000	0.0000	0.0000	0.0061	0.0000	0.0669	0.0034	0.0022	0.0000	0.0085	0.0046	0.0000	0.0152	0.0105	0.0000	0.0000	0.0062	0.8085	0.3333	0.0065	0.3529	0.0000	0.0063	0.0021	0.0000	0.0010	0.0052	0.0036		0.0000	0.3533	0.0000	0.0033	0.0000	0.0014	0.0035	0.5646		0.0029	0.0000	0.0000	0.0017	0.0000	0.0048	0.0328	0.0108	0.0000	0.0018	0.0042	0.0000	0.0069			0.0049	0.0117	0.0000	0.0000	0.0253	0.0053	0.5403	0.0000	0.0117	0.0000	0.0029	0.0024	0.2627	0.3492	0.7905		0.0000	0.0025	0.0000	0.0243	0.0054	0.8862	0.0061	0.0000	0.0026	0.0000		0.0030	0.0000	0.0026	0.0000	0.0000	0.0000	0.0000	0.0000		0.0000	0.0025	0.0017	0.0340	0.2732	0.0000	0.0112	0.2736	0.0024	0.2839	0.5952	0.0574	0.5903	0.0000	0.0035	0.0044	0.0061	0.6146	0.0000	0.0056	0.0156	0.0000	0.0000	0.6642	0.0033	0.1367	0.0882	0.0073	
Craseo_lathetica	0.4333	0.4262	0.0099	0.6164	0.7891		0.0294		0.0419		0.5514	0.0000	0.0031	0.2188	0.4765	0.6268	0.5270	0.4222	0.0000	0.1197		0.0386	0.6869	0.3579	0.3567	0.6777	0.5309		0.4593	0.4935	0.4118	0.0512	0.3466	0.3920	0.0000	0.6491	0.7559	0.0036	0.0000	0.0000	0.2216	0.0075			0.4804	0.5053		0.7434	0.0029	0.0000	0.2655	0.5823	0.2273	0.0048		0.0108	0.0000		0.0917		0.0069		0.0016	0.2843	0.1520	0.0000	0.2888	0.3899	0.0053		0.4139	0.6615	0.6260	0.0029	0.5590	0.0000				0.5388	0.0025	0.0698	0.0022	0.5913	0.2667	0.2683	0.2975	0.3995	0.0000	0.2962	0.0000	0.0714	0.3263	0.1121	0.5176			0.0359	0.0108	0.2653		0.6252	0.1132	0.1749	0.0079	0.0983	0.0063	0.1512	0.0026	0.1429	0.5786	0.5731	0.2745	0.1638	0.0044	0.4742	0.5130	0.4892	0.0056	0.3479	0.0000	0.0000	0.6442		0.2318	0.0844	0.0196	
