Basefrequencies
File	Clade	N taxa (informative)	p(A)	p(V)	p(L)	p(I)	p(P)	p(M)	p(F)	p(W)	p(G)	p(S)	p(T)	p(C)	p(N)	p(Q)	p(Y)	p(D)	p(E)	p(K)	p(R)	p(H)	p(Hydrophobic)	p(Hydrophilic)	p(Polar)	p(Nonpolar)	p(Positive)	p(Neutral)	p(Negative)	RCFV Value	csRCFV (A)	csRCFV (V)	csRCFV (L)	csRCFV (I)	csRCFV (P)	csRCFV (M)	csRCFV (F)	csRCFV (W)	csRCFV (G)	csRCFV (S)	csRCFV (T)	csRCFV (C)	csRCFV (N)	csRCFV (Q)	csRCFV (Y)	csRCFV (D)	csRCFV (E)	csRCFV (K)	csRCFV (R)	csRCFV (H)	csRCFV (Hydrophobic)	csRCFV (Hydrophilic)	csRCFV (Polar)	csRCFV (Nonpolar)	csRCFV (Positive)	csRCFV (Neutral)	csRCFV (Negative)	Chi-square value	Degrees of freedom	p-value	p(sites)	p(Gap) [-]	p(Ambiguity) [X]	p(Missing Data) [?]	csRCFV (Gap)	csRCFV (Ambiguity)	p_uninformative sites	p_inv(state)	p_inv(structure)	p_inv(polarity)	p_inv(charge)
Gene_0076	0 All_Taxa	41	0.0545	0.0244	0.0487	0.0654	0.0385	0.0467	0.0394	0.0084	0.0840	0.0541	0.0265	0.0577	0.0541	0.0200	0.0561	0.0653	0.1045	0.0385	0.0663	0.0467	0.3630	0.6370	0.5341	0.4659	0.0936	0.7834	0.1230	0.1105	0.0073	0.0025	0.0049	0.0060	0.0053	0.0035	0.0056	0.0024	0.0077	0.0063	0.0040	0.0058	0.0069	0.0040	0.0069	0.0064	0.0095	0.0044	0.0058	0.0052	0.0098	0.0098	0.0114	0.0114	0.0074	0.0107	0.0081	539.80062	760	1.00000	0.8528	0.1472	0.0000	0.0000	0.1051	0.0000	0.5400	0.0000	0.0165	0.0123	0.0288
Gene_0077	0 All_Taxa	44	0.0701	0.0124	0.0660	0.0507	0.0435	0.0533	0.0280	0.0187	0.0778	0.0711	0.0341	0.0515	0.0659	0.0260	0.0501	0.0644	0.0930	0.0577	0.0338	0.0319	0.3317	0.6683	0.5364	0.4636	0.0991	0.7850	0.1159	0.0763	0.0069	0.0018	0.0040	0.0029	0.0058	0.0023	0.0037	0.0014	0.0061	0.0049	0.0036	0.0040	0.0047	0.0024	0.0037	0.0044	0.0054	0.0041	0.0015	0.0023	0.0072	0.0072	0.0096	0.0096	0.0038	0.0057	0.0040	327.211580000001	817	1.00000	0.9018	0.0982	0.0000	0.0000	0.0736	0.0000	0.4779	0.0441	0.0746	0.0780	0.1085
Gene_0088	0 All_Taxa	39	0.0731	0.0250	0.0498	0.0594	0.0503	0.0339	0.0535	0.0333	0.0719	0.0360	0.0191	0.0715	0.0629	0.0299	0.0793	0.0524	0.0805	0.0365	0.0303	0.0512	0.3669	0.6331	0.5204	0.4796	0.0895	0.7866	0.1239	0.0548	0.0043	0.0020	0.0032	0.0032	0.0020	0.0023	0.0032	0.0010	0.0042	0.0035	0.0022	0.0028	0.0034	0.0018	0.0034	0.0023	0.0032	0.0032	0.0019	0.0018	0.0048	0.0048	0.0053	0.0053	0.0024	0.0031	0.0023	220.17405	722	1.00000	0.9419	0.0581	0.0000	0.0000	0.0446	0.0000	0.5167	0.0369	0.0769	0.0923	0.1415
Gene_0089	0 All_Taxa	42	0.0720	0.0245	0.0708	0.0483	0.0300	0.0168	0.0570	0.0279	0.0928	0.0631	0.0141	0.0639	0.0757	0.0334	0.0640	0.0506	0.0984	0.0345	0.0398	0.0223	0.3387	0.6613	0.5148	0.4852	0.1201	0.7654	0.1145	0.0995	0.0082	0.0038	0.0048	0.0061	0.0039	0.0034	0.0046	0.0020	0.0051	0.0055	0.0028	0.0055	0.0078	0.0039	0.0075	0.0054	0.0064	0.0047	0.0050	0.0035	0.0110	0.0110	0.0105	0.0105	0.0049	0.0089	0.0068	572.702440000001	779	1.00000	0.8287	0.1713	0.0000	0.0000	0.1005	0.0000	0.5420	0.0000	0.0213	0.0182	0.0426
Gene_0101	0 All_Taxa	48	0.0478	0.0170	0.0349	0.0453	0.0430	0.0368	0.0646	0.0047	0.0619	0.0866	0.0369	0.0543	0.0700	0.0294	0.0575	0.0818	0.1106	0.0477	0.0471	0.0222	0.3267	0.6733	0.5685	0.4315	0.1512	0.7127	0.1361	0.0769	0.0056	0.0023	0.0028	0.0047	0.0045	0.0025	0.0050	0.0007	0.0048	0.0061	0.0032	0.0031	0.0052	0.0030	0.0055	0.0034	0.0044	0.0033	0.0036	0.0032	0.0086	0.0086	0.0087	0.0087	0.0044	0.0066	0.0040	627.848629999999	893	1.00000	0.8251	0.1749	0.0000	0.0000	0.1151	0.0000	0.4789	0.0091	0.0197	0.0212	0.0334
Gene_0102	0 All_Taxa	44	0.0705	0.0220	0.0635	0.0583	0.0484	0.0325	0.0371	0.0091	0.0655	0.0603	0.0306	0.0623	0.0584	0.0258	0.0529	0.0770	0.1004	0.0345	0.0479	0.0430	0.3544	0.6456	0.5236	0.4764	0.0975	0.7632	0.1393	0.0983	0.0091	0.0028	0.0049	0.0055	0.0058	0.0040	0.0051	0.0013	0.0065	0.0052	0.0040	0.0052	0.0064	0.0026	0.0064	0.0055	0.0050	0.0052	0.0043	0.0040	0.0101	0.0101	0.0122	0.0122	0.0067	0.0128	0.0078	731.850949999999	817	0.98491	0.7733	0.2267	0.0000	0.0000	0.1316	0.0000	0.5523	0.0000	0.0081	0.0061	0.0041
Gene_0113	0 All_Taxa	41	0.0692	0.0150	0.0562	0.0660	0.0414	0.0137	0.0384	0.0397	0.0837	0.0453	0.0221	0.0794	0.0784	0.0506	0.0673	0.0424	0.0653	0.0457	0.0351	0.0453	0.3439	0.6561	0.5214	0.4786	0.0837	0.7946	0.1218	0.0872	0.0067	0.0027	0.0036	0.0046	0.0054	0.0031	0.0045	0.0030	0.0052	0.0039	0.0031	0.0044	0.0055	0.0035	0.0074	0.0040	0.0068	0.0035	0.0029	0.0035	0.0072	0.0072	0.0079	0.0079	0.0046	0.0071	0.0049	460.66722	760	1.00000	0.8804	0.1196	0.0000	0.0000	0.0889	0.0000	0.5250	0.0405	0.1081	0.1115	0.1655
Gene_0114	0 All_Taxa	47	0.0643	0.0201	0.0658	0.0571	0.0393	0.0461	0.0607	0.0106	0.0564	0.0628	0.0212	0.0620	0.0646	0.0305	0.0571	0.0737	0.0807	0.0332	0.0478	0.0461	0.3278	0.6722	0.5419	0.4581	0.1236	0.7408	0.1356	0.1008	0.0067	0.0031	0.0056	0.0051	0.0059	0.0038	0.0061	0.0015	0.0082	0.0068	0.0029	0.0050	0.0044	0.0039	0.0054	0.0052	0.0062	0.0048	0.0046	0.0058	0.0089	0.0089	0.0087	0.0087	0.0062	0.0079	0.0078	572.82657	874	1.00000	0.7613	0.2387	0.0000	0.0000	0.1621	0.0000	0.5292	0.0022	0.0111	0.0178	0.0289
Gene_0121	0 All_Taxa	50	0.0775	0.0249	0.0704	0.0575	0.0438	0.0399	0.0499	0.0059	0.0684	0.0518	0.0131	0.0500	0.0717	0.0212	0.0541	0.0578	0.1112	0.0282	0.0530	0.0497	0.3645	0.6355	0.4934	0.5066	0.1017	0.7905	0.1078	0.1043	0.0092	0.0048	0.0039	0.0045	0.0072	0.0035	0.0065	0.0019	0.0059	0.0069	0.0027	0.0040	0.0053	0.0031	0.0072	0.0053	0.0066	0.0041	0.0065	0.0052	0.0126	0.0126	0.0130	0.0130	0.0072	0.0116	0.0059	770.915229999999	931	0.99996	0.8027	0.1973	0.0000	0.0000	0.1447	0.0000	0.4719	0.0066	0.0353	0.0397	0.0419
Gene_0134	0 All_Taxa	46	0.0620	0.0110	0.0765	0.0776	0.0277	0.0302	0.1165	0.0002	0.0359	0.1556	0.0292	0.0393	0.0637	0.0150	0.0370	0.0330	0.0738	0.0336	0.0512	0.0311	0.2846	0.7154	0.5752	0.4248	0.2721	0.6557	0.0723	0.1087	0.0092	0.0034	0.0054	0.0080	0.0039	0.0042	0.0066	0.0002	0.0080	0.0093	0.0058	0.0043	0.0061	0.0033	0.0073	0.0036	0.0068	0.0051	0.0038	0.0043	0.0103	0.0103	0.0091	0.0091	0.0078	0.0065	0.0039	368.551020000001	855	1.00000	0.9794	0.0206	0.0000	0.0000	0.0159	0.0000	0.4072	0.1026	0.2137	0.2564	0.3932
Gene_0145	0 All_Taxa	44	0.0704	0.0204	0.0454	0.0404	0.0427	0.0697	0.0476	0.0251	0.0735	0.0427	0.0221	0.0305	0.0656	0.0204	0.0678	0.0408	0.1142	0.0236	0.0830	0.0543	0.4370	0.5630	0.4521	0.5479	0.0903	0.8385	0.0713	0.1081	0.0091	0.0029	0.0042	0.0054	0.0039	0.0041	0.0043	0.0028	0.0058	0.0079	0.0041	0.0049	0.0072	0.0028	0.0088	0.0046	0.0112	0.0042	0.0058	0.0041	0.0179	0.0179	0.0205	0.0205	0.0089	0.0148	0.0077	724.054259999999	817	0.99125	0.7332	0.2668	0.0000	0.0000	0.1363	0.0000	0.5755	0.0000	0.0000	0.0000	0.0000
Gene_0153	0 All_Taxa	43	0.0537	0.0051	0.0483	0.0482	0.0408	0.0218	0.0905	0.0099	0.0884	0.0745	0.0231	0.0710	0.0514	0.0236	0.0437	0.0963	0.0825	0.0478	0.0439	0.0354	0.2924	0.7076	0.6079	0.3921	0.1650	0.6676	0.1673	0.1062	0.0056	0.0018	0.0070	0.0055	0.0060	0.0034	0.0083	0.0012	0.0083	0.0073	0.0044	0.0069	0.0069	0.0039	0.0049	0.0079	0.0053	0.0049	0.0035	0.0033	0.0077	0.0077	0.0112	0.0112	0.0073	0.0106	0.0116	502.994589999999	798	1.00000	0.8841	0.1159	0.0000	0.0000	0.0723	0.0000	0.4998	0.0086	0.0386	0.0429	0.0343
Gene_0164	0 All_Taxa	38	0.0627	0.0129	0.0564	0.0429	0.0372	0.0343	0.0706	0.0274	0.0882	0.0638	0.0163	0.0473	0.0599	0.0206	0.0409	0.0816	0.0724	0.0482	0.0587	0.0577	0.3362	0.6638	0.5475	0.4525	0.1344	0.7368	0.1289	0.1054	0.0080	0.0032	0.0053	0.0059	0.0056	0.0040	0.0075	0.0021	0.0084	0.0066	0.0041	0.0048	0.0048	0.0037	0.0054	0.0053	0.0058	0.0054	0.0049	0.0041	0.0096	0.0096	0.0118	0.0118	0.0055	0.0092	0.0060	484.061539999999	703	1.00000	0.8962	0.1038	0.0000	0.0000	0.0594	0.0000	0.5519	0.0101	0.0303	0.0354	0.0606
Gene_0169	0 All_Taxa	40	0.0416	0.0046	0.0393	0.0649	0.0367	0.0464	0.0452	0.0121	0.0576	0.1082	0.0170	0.0387	0.0757	0.0383	0.0681	0.0952	0.0743	0.0428	0.0462	0.0469	0.3063	0.6937	0.5786	0.4214	0.1534	0.7127	0.1339	0.0962	0.0080	0.0015	0.0041	0.0054	0.0054	0.0045	0.0035	0.0012	0.0067	0.0081	0.0033	0.0027	0.0079	0.0035	0.0052	0.0054	0.0040	0.0065	0.0040	0.0051	0.0096	0.0096	0.0119	0.0119	0.0088	0.0103	0.0053	406.902539999999	741	1.00000	0.9137	0.0863	0.0000	0.0000	0.0570	0.0000	0.5191	0.0579	0.1105	0.1474	0.1947
Gene_0174	0 All_Taxa	49	0.0620	0.0223	0.0287	0.0545	0.0361	0.0273	0.0491	0.0085	0.0699	0.0807	0.0271	0.0562	0.0665	0.0233	0.0619	0.0755	0.1185	0.0578	0.0502	0.0239	0.3522	0.6478	0.5526	0.4474	0.1298	0.7385	0.1317	0.0875	0.0052	0.0026	0.0042	0.0055	0.0040	0.0031	0.0052	0.0013	0.0062	0.0044	0.0036	0.0052	0.0049	0.0030	0.0074	0.0058	0.0042	0.0047	0.0040	0.0032	0.0057	0.0057	0.0061	0.0061	0.0051	0.0098	0.0075	702.179889999999	912	1.00000	0.8417	0.1583	0.0000	0.0000	0.1223	0.0000	0.4573	0.0033	0.0195	0.0195	0.0326
Gene_0185	0 All_Taxa	41	0.0541	0.0129	0.0349	0.0470	0.0259	0.0452	0.0745	0.0084	0.0576	0.0901	0.0220	0.0522	0.0668	0.0238	0.0628	0.0686	0.0982	0.0452	0.0596	0.0502	0.3552	0.6448	0.5431	0.4569	0.1647	0.7145	0.1209	0.0769	0.0060	0.0018	0.0034	0.0035	0.0028	0.0028	0.0075	0.0008	0.0045	0.0064	0.0027	0.0034	0.0047	0.0029	0.0063	0.0043	0.0040	0.0036	0.0030	0.0025	0.0072	0.0072	0.0075	0.0075	0.0076	0.0087	0.0057	526.143439999999	760	1.00000	0.9249	0.0751	0.0000	0.0000	0.0563	0.0000	0.5010	0.0166	0.0379	0.0474	0.0640
Gene_0191	0 All_Taxa	51	0.0865	0.0186	0.0512	0.0359	0.0497	0.0298	0.1023	0.0098	0.0513	0.1264	0.0295	0.0228	0.0754	0.0415	0.0425	0.0546	0.0665	0.0458	0.0260	0.0339	0.2947	0.7053	0.5788	0.4212	0.2287	0.6939	0.0774	0.1069	0.0083	0.0033	0.0043	0.0073	0.0044	0.0043	0.0056	0.0026	0.0073	0.0084	0.0037	0.0056	0.0084	0.0051	0.0062	0.0057	0.0045	0.0050	0.0039	0.0031	0.0104	0.0104	0.0097	0.0097	0.0079	0.0092	0.0043	356.685009999999	950	1.00000	0.9505	0.0495	0.0000	0.0000	0.0339	0.0000	0.3622	0.0494	0.1790	0.1790	0.2160
Gene_0194	0 All_Taxa	39	0.0599	0.0231	0.0545	0.0607	0.0367	0.0269	0.0483	0.0273	0.1019	0.0503	0.0211	0.0517	0.0823	0.0243	0.0557	0.0481	0.1128	0.0409	0.0293	0.0440	0.3502	0.6498	0.5130	0.4870	0.0987	0.8014	0.0999	0.1069	0.0079	0.0026	0.0059	0.0047	0.0040	0.0055	0.0062	0.0023	0.0092	0.0055	0.0033	0.0049	0.0073	0.0037	0.0056	0.0052	0.0092	0.0051	0.0038	0.0050	0.0112	0.0112	0.0100	0.0100	0.0074	0.0113	0.0063	951.787670000001	722	0.000000017248	0.7478	0.2522	0.0000	0.0000	0.1352	0.0000	0.6163	0.0000	0.0000	0.0018	0.0053
Gene_0200	0 All_Taxa	45	0.1136	0.0098	0.1172	0.0772	0.0199	0.0096	0.1038	0.0000	0.0558	0.0606	0.0230	0.0479	0.0757	0.0228	0.0565	0.0532	0.0645	0.0221	0.0287	0.0381	0.3244	0.6756	0.4828	0.5172	0.1644	0.7345	0.1011	0.0679	0.0062	0.0021	0.0040	0.0044	0.0032	0.0020	0.0061	0.0000	0.0055	0.0039	0.0014	0.0027	0.0047	0.0015	0.0046	0.0047	0.0038	0.0026	0.0026	0.0022	0.0063	0.0063	0.0074	0.0074	0.0051	0.0064	0.0041	157.03395	836	1.00000	0.9592	0.0408	0.0000	0.0000	0.0419	0.0000	0.4321	0.0296	0.1556	0.1852	0.2074
Gene_0201	0 All_Taxa	47	0.0668	0.0155	0.0405	0.0398	0.0424	0.0424	0.0587	0.0183	0.0589	0.0484	0.0275	0.0322	0.0727	0.0362	0.0700	0.0464	0.1301	0.0366	0.0804	0.0361	0.4292	0.5708	0.4576	0.5424	0.1071	0.8143	0.0786	0.0982	0.0075	0.0032	0.0034	0.0056	0.0049	0.0037	0.0052	0.0023	0.0071	0.0048	0.0039	0.0047	0.0055	0.0035	0.0055	0.0052	0.0069	0.0050	0.0063	0.0039	0.0115	0.0115	0.0103	0.0103	0.0055	0.0079	0.0078	672.86012	874	1.00000	0.7883	0.2117	0.0000	0.0000	0.1234	0.0000	0.5125	0.0043	0.0065	0.0065	0.0152
Gene_0202	0 All_Taxa	38	0.0710	0.0269	0.0583	0.0537	0.0345	0.0237	0.0770	0.0052	0.0647	0.0635	0.0291	0.0635	0.0665	0.0301	0.0487	0.0800	0.1091	0.0373	0.0380	0.0195	0.3204	0.6796	0.5548	0.4452	0.1404	0.7161	0.1435	0.0951	0.0052	0.0042	0.0041	0.0047	0.0045	0.0029	0.0045	0.0008	0.0058	0.0061	0.0042	0.0050	0.0065	0.0035	0.0035	0.0102	0.0080	0.0055	0.0036	0.0020	0.0086	0.0086	0.0081	0.0081	0.0054	0.0151	0.0117	559.45353	703	0.99998	0.7651	0.2349	0.0000	0.0000	0.0957	0.0000	0.6175	0.0000	0.0214	0.0214	0.0561
Gene_0226	0 All_Taxa	45	0.1076	0.0183	0.0536	0.0463	0.0413	0.0199	0.0448	0.0025	0.0629	0.0682	0.0301	0.0665	0.1017	0.0299	0.0887	0.0431	0.0801	0.0255	0.0326	0.0363	0.3780	0.6220	0.4667	0.5333	0.1130	0.7773	0.1097	0.0717	0.0052	0.0023	0.0024	0.0054	0.0033	0.0024	0.0026	0.0012	0.0054	0.0034	0.0028	0.0038	0.0056	0.0029	0.0060	0.0036	0.0050	0.0024	0.0033	0.0023	0.0074	0.0074	0.0059	0.0059	0.0034	0.0058	0.0039	281.86837	836	1.00000	0.9391	0.0609	0.0000	0.0000	0.0550	0.0000	0.4439	0.0276	0.0787	0.0866	0.1102
Gene_0236	0 All_Taxa	45	0.1059	0.0207	0.0294	0.0457	0.0313	0.0178	0.0495	0.0114	0.0618	0.0506	0.0248	0.0584	0.0964	0.0163	0.0588	0.0738	0.1409	0.0334	0.0286	0.0445	0.4149	0.5851	0.4593	0.5407	0.1001	0.7678	0.1321	0.062	0.0048	0.0028	0.0023	0.0028	0.0033	0.0023	0.0041	0.0008	0.0036	0.0034	0.0026	0.0031	0.0044	0.0019	0.0042	0.0042	0.0041	0.0026	0.0021	0.0025	0.0064	0.0064	0.0052	0.0051	0.0031	0.0049	0.0030	402.906430000001	836	1.00000	0.9289	0.0711	0.0000	0.0000	0.0570	0.0000	0.4500	0.0378	0.0798	0.1071	0.1681
Gene_0245	0 All_Taxa	47	0.1018	0.0070	0.0985	0.0609	0.0440	0.0107	0.0406	0.0011	0.0425	0.0789	0.0229	0.0688	0.0957	0.0056	0.0712	0.0820	0.0877	0.0321	0.0202	0.0280	0.3328	0.6672	0.4731	0.5269	0.1195	0.7297	0.1508	0.0575	0.0042	0.0017	0.0029	0.0031	0.0026	0.0010	0.0035	0.0007	0.0033	0.0039	0.0030	0.0031	0.0038	0.0018	0.0044	0.0034	0.0041	0.0031	0.0027	0.0012	0.0051	0.0051	0.0061	0.0061	0.0035	0.0057	0.0039	405.87554	874	1.00000	0.9363	0.0637	0.0000	0.0000	0.0592	0.0000	0.4210	0.0482	0.1216	0.1614	0.1971
Gene_0251	0 All_Taxa	42	0.0643	0.0206	0.0464	0.0529	0.0348	0.0449	0.0725	0.0050	0.0688	0.0530	0.0282	0.0534	0.0738	0.0256	0.0665	0.0662	0.1020	0.0404	0.0429	0.0378	0.3467	0.6533	0.5331	0.4669	0.1255	0.7550	0.1195	0.0776	0.0045	0.0028	0.0044	0.0046	0.0039	0.0033	0.0071	0.0010	0.0046	0.0035	0.0032	0.0037	0.0032	0.0027	0.0031	0.0043	0.0057	0.0044	0.0029	0.0047	0.0062	0.0062	0.0049	0.0049	0.0060	0.0068	0.0029	490.93648	779	1.00000	0.7541	0.2459	0.0000	0.0000	0.1627	0.0000	0.5833	0.0116	0.0217	0.0203	0.0246
