Basefrequencies
File	Clade	N taxa (informative)	p(A)	p(V)	p(L)	p(I)	p(P)	p(M)	p(F)	p(W)	p(G)	p(S)	p(T)	p(C)	p(N)	p(Q)	p(Y)	p(D)	p(E)	p(K)	p(R)	p(H)	p(Hydrophobic)	p(Hydrophilic)	p(Polar)	p(Nonpolar)	p(Positive)	p(Neutral)	p(Negative)	RCFV Value	csRCFV (A)	csRCFV (V)	csRCFV (L)	csRCFV (I)	csRCFV (P)	csRCFV (M)	csRCFV (F)	csRCFV (W)	csRCFV (G)	csRCFV (S)	csRCFV (T)	csRCFV (C)	csRCFV (N)	csRCFV (Q)	csRCFV (Y)	csRCFV (D)	csRCFV (E)	csRCFV (K)	csRCFV (R)	csRCFV (H)	csRCFV (Hydrophobic)	csRCFV (Hydrophilic)	csRCFV (Polar)	csRCFV (Nonpolar)	csRCFV (Positive)	csRCFV (Neutral)	csRCFV (Negative)	Chi-square value	Degrees of freedom	p-value	p(sites)	p(Gap) [-]	p(Ambiguity) [X]	p(Missing Data) [?]	csRCFV (Gap)	csRCFV (Ambiguity)	p_uninformative sites	p_inv(state)	p_inv(structure)	p_inv(polarity)	p_inv(charge)
Gene_0045	0 All_Taxa	61	0.0687	0.0052	0.0685	0.0202	0.0361	0.0484	0.0928	0.0156	0.0316	0.0843	0.0221	0.0719	0.0458	0.0137	0.0498	0.1291	0.0865	0.0462	0.0209	0.0424	0.3061	0.6939	0.5796	0.4204	0.1771	0.6219	0.2010	0.1508	0.0120	0.0019	0.0093	0.0071	0.0062	0.0069	0.0098	0.0028	0.0081	0.0099	0.0051	0.0090	0.0084	0.0041	0.0086	0.0124	0.0091	0.0092	0.0049	0.0063	0.0162	0.0162	0.0153	0.0153	0.0068	0.0126	0.0103	613.326849999999	1140	1.00000	0.8988	0.1012	0.0000	0.0000	0.1044	0.0000	0.2167	0.0140	0.0465	0.0465	0.0419
Gene_0051	0 All_Taxa	34	0.0572	0.0136	0.0465	0.0452	0.0441	0.0266	0.0406	0.0067	0.0690	0.0634	0.0354	0.0417	0.0735	0.0280	0.0632	0.0599	0.1346	0.0482	0.0490	0.0537	0.3998	0.6002	0.4801	0.5199	0.1039	0.7944	0.1016	0.0863	0.0079	0.0032	0.0041	0.0039	0.0048	0.0025	0.0046	0.0011	0.0050	0.0061	0.0045	0.0039	0.0057	0.0030	0.0067	0.0033	0.0055	0.0044	0.0032	0.0034	0.0124	0.0124	0.0106	0.0106	0.0061	0.0083	0.0038	650.9334	627	0.24627	0.8097	0.1903	0.0000	0.0000	0.1168	0.0000	0.6067	0.0000	0.0149	0.0171	0.0299
Gene_0053	0 All_Taxa	47	0.0348	0.0284	0.0565	0.0724	0.0452	0.0591	0.0417	0.0197	0.0096	0.1266	0.0258	0.0982	0.0611	0.0281	0.0910	0.0594	0.0945	0.0258	0.0127	0.0093	0.2877	0.7123	0.5946	0.4054	0.1684	0.6740	0.1576	0.1018	0.0067	0.0032	0.0034	0.0060	0.0053	0.0052	0.0045	0.0048	0.0066	0.0052	0.0035	0.0048	0.0069	0.0035	0.0079	0.0074	0.0034	0.0030	0.0033	0.0070	0.0113	0.0113	0.0104	0.0104	0.0063	0.0089	0.0064	270.783969999998	874	1.00000	0.9790	0.0210	0.0000	0.0000	0.0106	0.0000	0.3427	0.1200	0.4000	0.4267	0.5333
Gene_0058	0 All_Taxa	49	0.0985	0.0287	0.0548	0.0502	0.0491	0.0399	0.0468	0.0366	0.0532	0.0440	0.0566	0.0269	0.0448	0.0302	0.0578	0.0205	0.1082	0.0389	0.0619	0.0525	0.4721	0.5279	0.4284	0.5716	0.0908	0.8618	0.0473	0.1434	0.0103	0.0075	0.0079	0.0077	0.0062	0.0073	0.0063	0.0041	0.0079	0.0075	0.0082	0.0041	0.0091	0.0053	0.0106	0.0060	0.0105	0.0057	0.0070	0.0044	0.0118	0.0118	0.0118	0.0118	0.0088	0.0120	0.0066	276.774620000002	912	1.00000	0.9846	0.0154	0.0000	0.0000	0.0198	0.0000	0.3108	0.1481	0.1852	0.2099	0.4568
Gene_0059	0 All_Taxa	55	0.0568	0.0084	0.0355	0.0451	0.0327	0.0190	0.0950	0.0071	0.0675	0.1123	0.0276	0.0757	0.0537	0.0140	0.0559	0.1222	0.0717	0.0414	0.0366	0.0220	0.2776	0.7224	0.6332	0.3668	0.2073	0.5948	0.1980	0.1789	0.0111	0.0032	0.0068	0.0073	0.0080	0.0052	0.0118	0.0027	0.0121	0.0192	0.0075	0.0101	0.0105	0.0039	0.0099	0.0170	0.0102	0.0087	0.0068	0.0067	0.0195	0.0195	0.0267	0.0267	0.0214	0.0372	0.0200	881.665039999999	1026	0.99957	0.7732	0.2268	0.0000	0.0000	0.2057	0.0000	0.3925	0.0066	0.0198	0.0231	0.0231
Gene_0062	0 All_Taxa	61	0.0635	0.0157	0.0507	0.0516	0.0390	0.0299	0.0462	0.0089	0.0647	0.0690	0.0211	0.0450	0.0792	0.0146	0.0809	0.0734	0.1316	0.0339	0.0644	0.0166	0.3871	0.6129	0.4830	0.5170	0.1152	0.7664	0.1184	0.181	0.0132	0.0047	0.0064	0.0100	0.0091	0.0063	0.0089	0.0028	0.0124	0.0091	0.0084	0.0071	0.0134	0.0063	0.0153	0.0081	0.0132	0.0096	0.0109	0.0058	0.0153	0.0153	0.0165	0.0165	0.0068	0.0121	0.0086	598.905130000001	1140	1.00000	0.9246	0.0754	0.0000	0.0000	0.0933	0.0000	0.1943	0.0146	0.0365	0.0365	0.0730
Gene_0063	0 All_Taxa	67	0.0506	0.0353	0.0339	0.0370	0.0495	0.0236	0.1103	0.0148	0.0442	0.1584	0.0303	0.0299	0.0530	0.0303	0.0542	0.0780	0.0454	0.0314	0.0572	0.0326	0.2852	0.7148	0.6279	0.3721	0.2687	0.6234	0.1079	0.174	0.0116	0.0047	0.0064	0.0118	0.0118	0.0029	0.0126	0.0012	0.0118	0.0144	0.0086	0.0076	0.0106	0.0088	0.0109	0.0120	0.0086	0.0084	0.0046	0.0042	0.0152	0.0152	0.0136	0.0136	0.0101	0.0159	0.0113	534.559560000002	1254	1.00000	0.9839	0.0161	0.0000	0.0000	0.0253	0.0000	0.0582	0.0909	0.2348	0.2273	0.2424
Gene_0064	0 All_Taxa	62	0.0393	0.0034	0.0826	0.0291	0.0413	0.0387	0.0585	0.0131	0.0447	0.0532	0.0421	0.0549	0.1183	0.0208	0.0782	0.0414	0.1234	0.0266	0.0512	0.0393	0.3866	0.6134	0.4125	0.5875	0.1117	0.7920	0.0963	0.1304	0.0064	0.0036	0.0073	0.0058	0.0062	0.0057	0.0063	0.0017	0.0070	0.0073	0.0051	0.0058	0.0101	0.0041	0.0096	0.0055	0.0143	0.0052	0.0094	0.0038	0.0149	0.0150	0.0106	0.0105	0.0101	0.0140	0.0074	407.223559999999	1159	1.00000	0.9547	0.0453	0.0000	0.0000	0.0473	0.0000	0.1544	0.0120	0.0241	0.0241	0.0361
Gene_0066	0 All_Taxa	64	0.0605	0.0260	0.0299	0.0524	0.0519	0.0436	0.0792	0.0020	0.0362	0.1002	0.0325	0.0671	0.0421	0.0097	0.0518	0.1210	0.0668	0.0322	0.0483	0.0466	0.3084	0.6916	0.6196	0.3804	0.1794	0.6325	0.1881	0.1683	0.0140	0.0044	0.0069	0.0079	0.0075	0.0074	0.0098	0.0025	0.0107	0.0109	0.0059	0.0127	0.0088	0.0052	0.0074	0.0123	0.0090	0.0106	0.0072	0.0072	0.0180	0.0180	0.0213	0.0213	0.0112	0.0168	0.0121	715.29395	1197	1.00000	0.9238	0.0762	0.0000	0.0000	0.0781	0.0000	0.1554	0.0314	0.0890	0.0681	0.1361
Gene_0068	0 All_Taxa	50	0.0646	0.0153	0.0585	0.0495	0.0354	0.0352	0.0572	0.0110	0.0608	0.0736	0.0208	0.0549	0.0808	0.0360	0.0751	0.0701	0.0992	0.0389	0.0276	0.0356	0.3340	0.6660	0.5267	0.4733	0.1308	0.7442	0.1250	0.1811	0.0141	0.0047	0.0075	0.0085	0.0094	0.0071	0.0111	0.0041	0.0113	0.0141	0.0046	0.0082	0.0117	0.0058	0.0142	0.0110	0.0121	0.0092	0.0061	0.0064	0.0173	0.0173	0.0193	0.0193	0.0121	0.0183	0.0115	898.973350000001	931	0.76896	0.7967	0.2033	0.0000	0.0000	0.1549	0.0000	0.4309	0.0000	0.0084	0.0042	0.0127
Gene_0070	0 All_Taxa	63	0.0654	0.0151	0.0641	0.0511	0.0334	0.0810	0.0612	0.0138	0.0598	0.0439	0.0400	0.0603	0.0775	0.0199	0.0407	0.0719	0.0959	0.0191	0.0461	0.0398	0.3417	0.6583	0.5168	0.4832	0.1051	0.7628	0.1321	0.1554	0.0118	0.0058	0.0099	0.0103	0.0088	0.0065	0.0085	0.0011	0.0101	0.0073	0.0071	0.0068	0.0108	0.0042	0.0090	0.0081	0.0085	0.0088	0.0054	0.0065	0.0186	0.0186	0.0186	0.0186	0.0107	0.0128	0.0089	469.480039999999	1178	1.00000	0.9358	0.0642	0.0000	0.0000	0.0662	0.0000	0.1578	0.0000	0.0000	0.0000	0.0000
Gene_0073	0 All_Taxa	49	0.0541	0.0145	0.0426	0.0543	0.0493	0.0385	0.0468	0.0154	0.0767	0.0552	0.0196	0.0545	0.0508	0.0406	0.0623	0.0679	0.1246	0.0509	0.0573	0.0239	0.3572	0.6428	0.5494	0.4506	0.1021	0.7755	0.1224	0.1391	0.0112	0.0043	0.0049	0.0082	0.0073	0.0049	0.0082	0.0024	0.0105	0.0099	0.0041	0.0060	0.0070	0.0068	0.0102	0.0080	0.0088	0.0070	0.0055	0.0041	0.0158	0.0158	0.0178	0.0178	0.0066	0.0119	0.0094	844.483259999999	912	0.94586	0.8380	0.1620	0.0000	0.0000	0.1074	0.0000	0.4134	0.0000	0.0000	0.0000	0.0000
Gene_0076	0 All_Taxa	56	0.0459	0.0239	0.0487	0.0683	0.0375	0.0402	0.0474	0.0126	0.0733	0.0515	0.0244	0.0542	0.0571	0.0261	0.0604	0.0711	0.1086	0.0371	0.0712	0.0405	0.3636	0.6364	0.5306	0.4694	0.0988	0.7758	0.1253	0.1889	0.0102	0.0066	0.0077	0.0095	0.0075	0.0075	0.0111	0.0040	0.0099	0.0129	0.0072	0.0091	0.0102	0.0073	0.0140	0.0090	0.0168	0.0091	0.0112	0.0081	0.0193	0.0193	0.0209	0.0209	0.0178	0.0182	0.0127	723.76774	1045	1.00000	0.8402	0.1598	0.0000	0.0000	0.1659	0.0000	0.3278	0.0052	0.0156	0.0260	0.0156
Gene_0084	0 All_Taxa	59	0.0521	0.0124	0.0356	0.0560	0.0195	0.0608	0.0614	0.0255	0.0462	0.0595	0.0279	0.0225	0.0575	0.0188	0.0951	0.0288	0.1124	0.0285	0.1084	0.0710	0.4923	0.5077	0.4145	0.5855	0.1209	0.8277	0.0514	0.1565	0.0122	0.0049	0.0058	0.0082	0.0050	0.0086	0.0076	0.0027	0.0123	0.0086	0.0051	0.0050	0.0111	0.0048	0.0123	0.0070	0.0122	0.0058	0.0129	0.0047	0.0197	0.0197	0.0202	0.0202	0.0068	0.0102	0.0080	594.958730000001	1102	1.00000	0.9321	0.0679	0.0000	0.0000	0.0808	0.0000	0.2144	0.0175	0.0526	0.0643	0.0643
Gene_0086	0 All_Taxa	57	0.0565	0.0353	0.0402	0.0361	0.0279	0.0492	0.0620	0.0187	0.0603	0.0706	0.0205	0.0735	0.0731	0.0283	0.0689	0.0610	0.0900	0.0357	0.0494	0.0431	0.3469	0.6531	0.5399	0.4601	0.1325	0.7329	0.1345	0.1574	0.0100	0.0063	0.0048	0.0070	0.0077	0.0087	0.0073	0.0036	0.0099	0.0124	0.0042	0.0102	0.0090	0.0060	0.0092	0.0095	0.0126	0.0070	0.0070	0.0056	0.0148	0.0148	0.0146	0.0146	0.0122	0.0192	0.0117	598.902719999999	1064	1.00000	0.8340	0.1659	0.0001	0.0000	0.1875	0.0002	0.3209	0.0117	0.0469	0.0508	0.0703
Gene_0088	0 All_Taxa	57	0.0745	0.0264	0.0553	0.0619	0.0527	0.0354	0.0463	0.0352	0.0726	0.0356	0.0168	0.0730	0.0651	0.0289	0.0803	0.0483	0.0862	0.0300	0.0305	0.0451	0.3685	0.6315	0.5111	0.4889	0.0818	0.7968	0.1214	0.0966999999999999	0.0076	0.0043	0.0059	0.0049	0.0055	0.0045	0.0042	0.0015	0.0069	0.0055	0.0032	0.0037	0.0072	0.0036	0.0081	0.0037	0.0053	0.0051	0.0034	0.0030	0.0098	0.0098	0.0090	0.0090	0.0051	0.0053	0.0032	417.59905	1064	1.00000	0.9239	0.0761	0.0000	0.0000	0.0802	0.0000	0.2477	0.0131	0.0196	0.0261	0.0392
Gene_0090	0 All_Taxa	64	0.0581	0.0274	0.0493	0.0376	0.0472	0.0420	0.0277	0.0091	0.0391	0.0663	0.0369	0.0508	0.0629	0.0100	0.0765	0.0814	0.1094	0.0353	0.0652	0.0678	0.4231	0.5769	0.4647	0.5353	0.0940	0.7737	0.1322	0.174	0.0106	0.0091	0.0060	0.0112	0.0108	0.0071	0.0089	0.0020	0.0103	0.0147	0.0086	0.0085	0.0078	0.0070	0.0114	0.0090	0.0089	0.0088	0.0074	0.0057	0.0145	0.0145	0.0142	0.0142	0.0129	0.0135	0.0084	588.391379999998	1197	1.00000	0.9683	0.0317	0.0000	0.0000	0.0458	0.0000	0.1147	0.0078	0.0781	0.0938	0.1875
Gene_0092	0 All_Taxa	46	0.1150	0.0150	0.0534	0.0523	0.0281	0.0303	0.0527	0.0037	0.0607	0.0591	0.0307	0.0587	0.0647	0.0256	0.0699	0.0463	0.1300	0.0449	0.0376	0.0211	0.4081	0.5919	0.4738	0.5262	0.1118	0.7833	0.1050	0.1137	0.0077	0.0038	0.0049	0.0056	0.0056	0.0046	0.0061	0.0021	0.0062	0.0065	0.0066	0.0051	0.0080	0.0042	0.0063	0.0055	0.0103	0.0064	0.0053	0.0034	0.0122	0.0122	0.0104	0.0104	0.0067	0.0082	0.0061	493.762199999999	855	1.00000	0.9519	0.0480	0.0001	0.0000	0.0321	0.0001	0.3745	0.0324	0.0880	0.1204	0.2361
Gene_0094	0 All_Taxa	39	0.0926	0.0185	0.0623	0.0498	0.0291	0.0390	0.0682	0.0071	0.0513	0.0474	0.0278	0.0426	0.0684	0.0312	0.0529	0.0738	0.1097	0.0481	0.0387	0.0414	0.3702	0.6298	0.4991	0.5009	0.1156	0.7679	0.1164	0.1165	0.0149	0.0022	0.0067	0.0037	0.0056	0.0051	0.0070	0.0022	0.0072	0.0064	0.0050	0.0056	0.0064	0.0036	0.0066	0.0071	0.0084	0.0048	0.0053	0.0027	0.0137	0.0137	0.0159	0.0159	0.0087	0.0159	0.0089	675.97076	722	0.88885	0.8093	0.1907	0.0000	0.0000	0.1162	0.0000	0.5491	0.0088	0.0206	0.0206	0.0678
Gene_0098	0 All_Taxa	47	0.0629	0.0119	0.0588	0.0604	0.0392	0.0467	0.0638	0.0090	0.0706	0.0461	0.0195	0.0484	0.0681	0.0312	0.0596	0.0467	0.1230	0.0416	0.0532	0.0394	0.3665	0.6335	0.5066	0.4934	0.1099	0.7951	0.0950	0.1453	0.0102	0.0038	0.0059	0.0069	0.0075	0.0059	0.0070	0.0030	0.0090	0.0109	0.0046	0.0061	0.0091	0.0054	0.0097	0.0093	0.0109	0.0089	0.0068	0.0045	0.0117	0.0117	0.0130	0.0130	0.0088	0.0131	0.0085	839.297559999999	874	0.79540	0.7958	0.2042	0.0000	0.0000	0.1696	0.0000	0.4657	0.0000	0.0000	0.0030	0.0060
Gene_0101	0 All_Taxa	58	0.0546	0.0162	0.0303	0.0494	0.0419	0.0413	0.0701	0.0043	0.0561	0.0780	0.0425	0.0480	0.0754	0.0327	0.0527	0.0885	0.1078	0.0489	0.0419	0.0194	0.3233	0.6767	0.5711	0.4289	0.1481	0.7154	0.1365	0.1322	0.0099	0.0043	0.0032	0.0079	0.0088	0.0075	0.0082	0.0023	0.0089	0.0090	0.0064	0.0057	0.0067	0.0047	0.0063	0.0078	0.0065	0.0065	0.0064	0.0054	0.0147	0.0147	0.0120	0.0120	0.0079	0.0115	0.0078	885.416359999999	1083	1.00000	0.7672	0.2328	0.0000	0.0000	0.2370	0.0000	0.3643	0.0018	0.0105	0.0088	0.0141
Gene_0105	0 All_Taxa	51	0.1003	0.0358	0.0642	0.0486	0.0422	0.0207	0.0627	0.0094	0.0520	0.0571	0.0280	0.0534	0.0879	0.0188	0.0718	0.0418	0.0763	0.0399	0.0347	0.0544	0.3748	0.6252	0.4731	0.5269	0.1198	0.7850	0.0952	0.1498	0.0130	0.0070	0.0067	0.0058	0.0079	0.0039	0.0099	0.0024	0.0093	0.0086	0.0058	0.0069	0.0125	0.0049	0.0120	0.0078	0.0066	0.0082	0.0063	0.0044	0.0161	0.0161	0.0140	0.0140	0.0082	0.0130	0.0079	599.3416	950	1.00000	0.9105	0.0895	0.0000	0.0000	0.0897	0.0000	0.3366	0.0052	0.0365	0.0365	0.0885
Gene_0120	0 All_Taxa	52	0.0624	0.0208	0.0309	0.0371	0.0289	0.0413	0.0633	0.0354	0.0508	0.0411	0.0447	0.0494	0.0766	0.0289	0.0511	0.0648	0.1498	0.0487	0.0549	0.0191	0.4174	0.5826	0.4751	0.5249	0.1044	0.7814	0.1142	0.1986	0.0132	0.0058	0.0064	0.0109	0.0077	0.0085	0.0103	0.0058	0.0090	0.0113	0.0133	0.0068	0.0132	0.0077	0.0140	0.0125	0.0172	0.0099	0.0103	0.0052	0.0168	0.0168	0.0179	0.0179	0.0106	0.0133	0.0117	652.49508	969	1.00000	0.9094	0.0906	0.0000	0.0000	0.0654	0.0000	0.3245	0.0000	0.0410	0.0410	0.0820
Gene_0121	0 All_Taxa	40	0.0834	0.0203	0.0703	0.0571	0.0409	0.0379	0.0498	0.0086	0.0745	0.0449	0.0139	0.0504	0.0740	0.0201	0.0494	0.0604	0.1159	0.0307	0.0544	0.0434	0.3689	0.6311	0.4868	0.5132	0.0946	0.7946	0.1108	0.0935	0.0066	0.0039	0.0033	0.0053	0.0049	0.0032	0.0057	0.0020	0.0067	0.0060	0.0024	0.0040	0.0052	0.0034	0.0057	0.0051	0.0062	0.0039	0.0065	0.0035	0.0092	0.0092	0.0097	0.0097	0.0044	0.0084	0.0056	645.395870000001	741	0.99508	0.8487	0.1513	0.0000	0.0000	0.1087	0.0000	0.5150	0.0000	0.0169	0.0218	0.0363
Gene_0123	0 All_Taxa	65	0.0421	0.0240	0.0493	0.0501	0.0229	0.0182	0.0659	0.0115	0.0460	0.0917	0.0212	0.0989	0.0647	0.0288	0.0659	0.0949	0.0924	0.0235	0.0578	0.0304	0.3212	0.6788	0.5649	0.4351	0.1576	0.6486	0.1938	0.1795	0.0111	0.0069	0.0098	0.0084	0.0078	0.0055	0.0078	0.0042	0.0094	0.0114	0.0070	0.0126	0.0144	0.0057	0.0124	0.0112	0.0108	0.0094	0.0061	0.0073	0.0173	0.0173	0.0213	0.0213	0.0109	0.0205	0.0130	650.21643	1216	1.00000	0.9449	0.0551	0.0000	0.0000	0.0738	0.0000	0.1226	0.0128	0.0192	0.0192	0.0705
