	Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned.phy	Gene_0007	Gene_0016	Gene_0017	Gene_0020	Gene_0030	Gene_0035	Gene_0037	Gene_0041	Gene_0044	Gene_0045	Gene_0051	Gene_0053	Gene_0058	Gene_0059	Gene_0062	Gene_0063	Gene_0064	Gene_0066	Gene_0068	Gene_0070	Gene_0073	Gene_0076	Gene_0084	Gene_0086	Gene_0088	Gene_0090	Gene_0092	Gene_0094	Gene_0098	Gene_0101	Gene_0105	Gene_0120	Gene_0121	Gene_0123	Gene_0128	Gene_0129	Gene_0131	Gene_0135	Gene_0140	Gene_0141	Gene_0143	Gene_0144	Gene_0146	Gene_0152	Gene_0156	Gene_0157	Gene_0158	Gene_0169	Gene_0171	Gene_0177	Gene_0178	Gene_0180	Gene_0181	Gene_0208	Gene_0251	Gene_0253	Gene_0257	Gene_0268	Gene_0270	Gene_0272	Gene_0277	Gene_0278	Gene_0281	Gene_0289	Gene_0305	Gene_0311	Gene_0314	Gene_0315	Gene_0319	Gene_0327	Gene_0328	Gene_0340	Gene_0346	Gene_0348	Gene_0352	Gene_0363	Gene_0366	Gene_0372	Gene_0379	Gene_0380	Gene_0384	Gene_0390	Gene_0394	Gene_0395	Gene_0401	Gene_0407	Gene_0408	Gene_0411	Gene_0412	Gene_0414	Gene_0415	Gene_0443	Gene_0446	Gene_0448	Gene_0450	Gene_0455	Gene_0457	Gene_0470	Gene_0484	Gene_0487	Gene_0498	Gene_0503	Gene_0511	Gene_0513	Gene_0519	Gene_0524	Gene_0529	Gene_0536	Gene_0541	Gene_0542	Gene_0548	Gene_0557	Gene_0563	Gene_0565	Gene_0568	Gene_0576	Gene_0601	Gene_0604	Gene_0608	Gene_0614	Gene_0615	Gene_0622	Gene_0623	Gene_0624	Gene_0625	Gene_0626	Gene_0628	Gene_0629	Gene_0631	Gene_0639	Gene_0641	Gene_0644	Gene_0645	Gene_0651	Gene_0652	Gene_0654	Gene_0657	Gene_0658	Gene_0661	Gene_0664	Gene_0667	Gene_0668	Gene_0674	Gene_0677	Gene_0678	Gene_0681	Gene_0687	Gene_0690	Gene_0691	Gene_0695	Gene_0696	Gene_0703	Gene_0709	Gene_0727	Gene_0741	Gene_0745	Gene_0766	Gene_0773	Gene_0775	Gene_0786	Gene_0787	Gene_0793	Gene_0802	Gene_0806	Gene_0807	Gene_0808	Gene_0813	Gene_0819	Gene_0822	Gene_0834	Gene_0835	Gene_0843	Gene_0848	Gene_0857	Gene_0863	Gene_0873	Gene_0874	Gene_0891	Gene_0894	Gene_0895	Gene_0896	Gene_0904	Gene_0909	Gene_0910	Gene_0911	Gene_0912	Gene_0917	Gene_0920	Gene_0921	Gene_0925	Gene_0927	Gene_0930	Gene_0933	Gene_0941	Gene_0942	Gene_0945	Gene_0947	Gene_0950	Gene_0951	Gene_0958	Gene_0963	Gene_0964	Gene_0966	Gene_0969	Gene_0974	Gene_0975	Gene_0983	Gene_0989	Gene_1021	Gene_1033
Pleurobrachia_bachei	0.0288		0.5289	0.1111	0.1776		0.6362	0.2556			0.0965				0.2169	0.3188		0.3342	0.0500	0.1949	0.0507		0.0296	0.1543	0.0568	0.2932	0.0317			0.1593		0.0166		0.0811	0.0551	0.0105	0.0012		0.0993			0.3884		0.1193	0.2924		0.2853		0.0418	0.0451	0.0292	0.0204		0.1018	0.0637	0.0010	0.0595		0.2808	0.1494	0.0664			0.1165	0.0455	0.0465	0.1129			0.0308	0.0767		0.0051	0.0122	0.4455	0.0566		0.3502	0.1534	0.1665	0.1127		0.2110	0.0658	0.0606		0.0760	0.2385	0.0250		0.0164		0.0680	0.2574						0.6604	0.0327			0.0305	0.4692			0.2361	0.1937		0.0159	0.1105	0.1123	0.2992		0.4354	0.2166	0.0421					0.3951			0.4629	0.0261		0.4559			0.1432	0.3335		0.2260		0.0186		0.2799	0.1901	0.0238		0.0906			0.0571	0.1015				0.5567	0.0719	0.3815			0.1441					0.2901			0.0815		0.0025	0.1299	0.1310	0.0238	0.0854	0.1516		0.0522				0.1760		0.0015	0.2194		0.0076	0.0264		0.1026	0.0903			0.0514				0.0975	0.0251	0.5136	0.1479			0.0325		0.1062		0.2697	0.0194			0.2437		0.6459	0.0979	0.0113
Bolinopsis_infundibulum	0.0649			0.0749	0.1680		0.7365	0.5132		0.0161	0.0082		0.0077				0.0161	0.0272	0.3112	0.4296	0.0236	0.3196			0.6075		0.2886	0.2946		0.6162	0.0080	0.1397			0.0551	0.0105	0.0012		0.0470	0.0843	0.0274	0.0741	0.3780		0.0305					0.0451	0.3500				0.0303	0.1820		0.4691				0.0209		0.0213	0.5856	0.0521	0.0401			0.6186		0.3808	0.0877	0.2216	0.4778	0.4005		0.3910	0.2822						0.1994					0.0674	0.0753		0.0618	0.1490	0.5685	0.0586		0.1992	0.3840	0.5333				0.0186				0.1843		0.1669	0.0159				0.2286										0.0853	0.2916	0.0201	0.4417	0.3448		0.0126	0.4195		0.0088	0.0836	0.2746	0.0186		0.0424		0.0268		0.1816			0.0083			0.0238	0.0458		0.4501	0.0836	0.2948	0.2957	0.1441			0.1325	0.5653	0.0525	0.0307				0.0025				0.0978	0.5793		0.0176	0.0206		0.6302	0.1746		0.0760	0.4487			0.4545				0.0038		0.0052	0.4953	0.0775	0.2196	0.4779	0.0251	0.6076			0.0383	0.1404				0.3598	0.2403		0.4612	0.0089		0.6530	0.2639	
Sycon_coactum	0.0409	0.1421	0.2671	0.2972	0.1898	0.6294	0.0231	0.3019	0.0130	0.1567	0.1012	0.1882		0.0154		0.0754	0.0161			0.0598	0.1926	0.1386	0.2673	0.0679		0.0696	0.0317		0.0727		0.2328	0.0843	0.0242	0.1489	0.0551			0.2281	0.0588			0.0616	0.0780	0.0461	0.0097		0.2338	0.0252	0.0652	0.0451	0.3812	0.0872	0.1165		0.0210	0.1990	0.0898	0.1760	0.1329	0.1404	0.1349		0.2155	0.0264	0.2251	0.0521	0.4444	0.1745	0.1553		0.5070	0.5100	0.0431	0.1096		0.1272	0.4692	0.2945	0.6387	0.1989	0.0492	0.0988	0.0392		0.1856	0.1942	0.0257		0.0499	0.0454	0.0860		0.0680	0.0056	0.1483	0.0830	0.6174		0.2817	0.1637		0.4379	0.4831	0.0226	0.1427	0.1415	0.3182	0.0946	0.1146	0.0040	0.0206	0.4567	0.1537	0.1809	0.1212		0.3443		0.0661	0.5031	0.1486	0.0695	0.0651	0.1514	0.0367	0.0011	0.0944	0.0548	0.0997	0.1891	0.0521		0.1682	0.0433	0.0836	0.2094	0.0186		0.0424	0.2372	0.0043	0.5071	0.0336	0.0661		0.0632	0.1015	0.1595		0.0485	0.1961		0.0094	0.0894		0.4098	0.1833	0.2267	0.2334	0.0874		0.0145	0.0166	0.1123	0.0468	0.0125	0.1242	0.1310	0.0985	0.0978	0.4017	0.0302	0.0098	0.3885	0.4506	0.3420	0.1201	0.2767		0.2194	0.0022		0.2886		0.1267			0.0970	0.0514	0.1942	0.0775		0.1736	0.0061	0.0216	0.1778	0.0913	0.4258		0.1401	0.3956	0.1721	0.0664	0.0912	0.1482	0.1410	0.0194	0.1681	0.2115	0.1812	0.5068
Acropora_digitifera	0.0090	0.0571	0.1250	0.1111	0.1871		0.1385	0.5748	0.0722		0.1012	0.1903		0.0154	0.1806	0.0754	0.0218	0.0333	0.0710		0.0439		0.1598	0.0679	0.1659	0.0696	0.0317	0.0341		0.2012	0.2328		0.0906	0.1489	0.0551		0.0012	0.5060	0.3513	0.3398		0.0741	0.0700	0.0461	0.0007	0.1545	0.0199	0.0188	0.0652	0.1480		0.4577	0.1165	0.4213		0.0837	0.0898	0.1825	0.1689	0.1494	0.1121		0.1416			0.0521	0.1184	0.4498	0.1511	0.1066	0.1039	0.0841		0.1096	0.4212	0.1289	0.3391	0.3404	0.0973	0.1989	0.1329	0.3840	0.2797	0.1087	0.1144	0.1942	0.0446	0.3287		0.0674	0.0860	0.0967	0.0680	0.0818	0.1728	0.3152	0.1685	0.0541	0.0762	0.1670	0.1268			0.0226	0.2483	0.1386	0.1262	0.0946	0.1146	0.0719	0.0206	0.2016	0.1445	0.2714	0.2456	0.1786	0.2390	0.0577		0.1180	0.1553	0.1386			0.0367	0.2938	0.0261	0.0571		0.3671	0.0578	0.0410	0.4919	0.0433		0.1548	0.0186		0.0424	0.2424		0.1415	0.0336	0.2268	0.0847	0.1685	0.0917		0.0168	0.0430	0.2029		0.0836	0.0894		0.1441	0.4520	0.6579	0.2607	0.4985	0.0945	0.0145	0.0276	0.1123	0.0378	0.0125	0.1242	0.1310	0.1568	0.0978	0.1567		0.0367	0.2045	0.1996				0.0786	0.2131	0.0080	0.3741	0.2886		0.0182	0.0955		0.1239	0.0514	0.2066	0.0775		0.0278	0.0251	0.1469	0.1745		0.0383	0.3058	0.1401	0.1468	0.2483	0.0664	0.0912	0.1167	0.1300	0.0405	0.4801			0.4801
Monosiga_ovata	0.0164	0.0571			0.5132					0.2061						0.2312		0.0210	0.0710	0.2355			0.1390	0.0679		0.0467	0.0317		0.1907		0.4069	0.0147		0.0182				0.3592		0.2303		0.1946				0.2132							0.1088		0.0295					0.2646	0.2536	0.0209						0.3911			0.1948	0.0841		0.3839						0.3910						0.0516							0.0680		0.2328			0.0944	0.0762	0.5333			0.0471		0.5797					0.0719	0.0206	0.2904		0.3946		0.5375	0.4017				0.0951	0.0273				0.3998								0.0343		0.1876					0.0069	0.1370							0.0027	0.0458		0.1295				0.2165		0.2599	0.5518	0.5424				0.0867	0.0378	0.0125				0.0416			0.0098	0.2564	0.3940				0.0760				0.3659	0.3892				0.0061	0.0052				0.4437	0.0061	0.2160	0.3039			0.0100	0.1401			0.0254			0.0029	0.0016				
Capsaspora_owczarzaki	0.0881	0.0571	0.1197	0.0207	0.1898	0.2163	0.1385	0.3269	0.0665	0.0285	0.0733	0.1541	0.0210	0.0154	0.1575	0.0462	0.0161	0.0089	0.0710	0.2033	0.0439	0.1453	0.1390	0.0679	0.1659	0.0402	0.0317		0.1907	0.2042	0.2275	0.0895				0.0080	0.0182	0.2519	0.1151	0.1128	0.0274	0.0741	0.0620	0.0461	0.0097	0.1366	0.1890	0.0059	0.0496	0.0037	0.2170	0.1328	0.1203	0.1515	0.0808	0.1820	0.0368	0.1728	0.1097	0.1462	0.0936	0.0615	0.1918	0.1026	0.2154	0.0521	0.1184	0.1745	0.0469	0.1066	0.1220	0.0841	0.0473	0.1096	0.2212	0.1289	0.2127	0.0668	0.1369	0.1809	0.1387	0.0712	0.1516	0.0751	0.1806	0.0577	0.0938	0.2385	0.0071	0.0601	0.0806	0.0933	0.0680	0.0818	0.1448		0.1659	0.0541	0.0251	0.1637	0.1567	0.2227	0.1377	0.0226	0.1457		0.2964	0.0707	0.1099	0.0803	0.0206	0.2016	0.1583	0.3173	0.2317	0.1716	0.2353	0.0048	0.0951	0.1180		0.1110	0.0712	0.1514	0.0285	0.2871	0.0261	0.0618	0.0164	0.1668	0.0408	0.0410	0.1451	0.0433	0.0481	0.1548	0.0186	0.0604	0.0424	0.1875	0.0324	0.1100	0.0906	0.2059	0.0277	0.0571	0.0494	0.0959	0.0309	0.0458	0.1916	0.1295	0.0836	0.0894	0.0879	0.0958	0.2405	0.2305	0.0518	0.2630	0.0945	0.0145	0.0166	0.0969	0.0872	0.0125	0.0363	0.1276	0.0985		0.1567	0.0986	0.0098	0.0266	0.2208	0.1349	0.1786	0.2767	0.0812	0.2152	0.3413	0.3741	0.2591	0.4269	0.0785	0.0484	0.0038		0.0514	0.0824	0.0716		0.1691		0.1939			0.0383	0.0626	0.1159	0.1468	0.1330	0.0664	0.0912	0.1167	0.1410	0.0405	0.1681	0.2240	0.1855	0.3314
Hydra_oligactis	0.0054	0.0571		0.1111	0.3347			0.0205	0.0495	0.0161	0.0872			0.0154	0.5290	0.0754	0.0161		0.0710				0.1546	0.0621	0.1659	0.3095					0.1433		0.0250		0.0423		0.0012		0.3315			0.0741	0.2660	0.0461	0.0097	0.1321		0.0252	0.0652	0.0382			0.1165				0.0898				0.5622	0.0209			0.2579				0.0469	0.1066		0.1779	0.0515	0.4066	0.5606	0.1289							0.0621	0.1710	0.3644	0.0174	0.1756		0.0499	0.0674	0.1547							0.0541			0.4313			0.0226				0.0906			0.0206	0.0968			0.4378	0.5920			0.0661	0.1074	0.1486	0.3407			0.0367	0.5260		0.0618	0.1133	0.6298	0.0578			0.0433	0.0988	0.5952	0.1480	0.0310	0.0424	0.5053			0.0803	0.3004	0.0314	0.0831				0.0485			0.0836	0.1638		0.1441	0.3334	0.2459	0.2618		0.1223	0.0145	0.0166		0.0378	0.0125	0.4067			0.0791				0.0266					0.6475											0.3089			0.1827	0.3654							0.5285	0.3444		0.5442		0.1410			0.6316		
Corticium_candelabrum	0.1247		0.5947	0.3049		0.1120		0.4592	0.0722	0.0285	0.1639	0.4046		0.1204	0.0735		0.0161	0.0092	0.0233	0.2033		0.0487	0.3819	0.1134	0.2169	0.0219	0.0317	0.0631	0.1308					0.0327	0.1821	0.4339		0.1568			0.0030	0.0616	0.4660	0.0461	0.0007	0.1500	0.1853	0.0316		0.0032		0.1262	0.6182	0.1515	0.2867		0.3269		0.1920	0.2487	0.1292		0.3175	0.2403		0.4868	0.4827	0.5907	0.3822			0.1041	0.5434	0.5300			0.1928	0.0842	0.0281		0.5376	0.2874	0.0180		0.4044	0.1266		0.4570	0.1212	0.4031	0.2616	0.0891	0.5555		0.3517			0.2909	0.0762		0.0891		0.0401		0.6752	0.1870	0.6216	0.4751	0.0692	0.0803			0.2484	0.0921	0.3876	0.3501	0.3517		0.2092	0.5347	0.1587		0.1681	0.0551		0.5012	0.0522	0.1270		0.5663			0.0428	0.0260			0.0252	0.0506		0.1718		0.0469		0.2268	0.0847		0.2340		0.0238	0.0485	0.1712	0.2976	0.0617	0.3734		0.6031	0.5029		0.3041		0.0945	0.0145	0.1702			0.0125		0.5069	0.4760	0.0978	0.0450	0.5280	0.2770		0.1820	0.2139			0.4924	0.4529	0.3775	0.0076		0.1587		0.1035	0.0038				0.3130		0.3799	0.0251	0.2070					0.0395			0.0664	0.3011		0.0468		0.5513	0.0416		
Strongylocentrotus_purpuratus	0.0083	0.0571	0.1250	0.1085	0.0413	0.2047		0.1978	0.0779		0.0709	0.3150	0.0057	0.0154	0.2268	0.3115	0.0161	0.0089	0.0861	0.1274	0.0439	0.1453	0.2829	0.0679	0.1268	0.0252	0.0317	0.0341	0.1435	0.2042	0.3542	0.0895	0.0906	0.1441	0.0359		0.0012	0.2778	0.2406		0.0030	0.0678	0.0700	0.0461	0.1153			0.0059	0.0652	0.0451	0.2232	0.1384		0.0455	0.0851	0.0872	0.2360	0.1825	0.1985	0.1494	0.1521	0.0262	0.2155	0.1498	0.2275	0.0521	0.1184	0.1745	0.1594	0.0990	0.1627	0.0841	0.0346		0.2212	0.0677	0.3391	0.3441	0.1534	0.0658	0.1387	0.0988	0.1347	0.1990	0.1656		0.0446	0.1519	0.0339	0.0674	0.0860	0.0933	0.0186	0.0643	0.0859	0.0719	0.1710	0.0541	0.0762	0.1637	0.0504	0.2227	0.0304	0.0226	0.0633	0.1467		0.0468	0.1146	0.0831	0.0206	0.1993	0.1109	0.4001	0.3262	0.0004	0.1205	0.0577	0.0842	0.0759	0.5470	0.1748	0.0651	0.3540	0.0204		0.0261	0.0618	0.1321	0.1287	0.0691	0.0345	0.0692	0.0774	0.3631				0.0424	0.2424	0.0324	0.1415	0.0906	0.2101		0.3209		0.2590	0.0238	0.0485	0.0987	0.0007	0.0778	0.0894	0.0879	0.2611		0.2247	0.2641	0.1790	0.1013	0.0145	0.1372	0.1123	0.1318		0.1242	0.1310	0.2685	0.0978	0.1567	0.0943	0.0098		0.1114	0.1384	0.1786	0.1928	0.0273	0.2173	0.0080	0.5209	0.2886		0.1869	0.0903	0.0038		0.1486	0.2066	0.0775	0.1315	0.1212	0.0061	0.2096		0.0913	0.0383	0.0626		0.0730	0.1841	0.2123	0.0912	0.1167	0.1187	0.0405		0.1527	0.1757	0.0915
Spizellomyces_punctatus	0.0893	0.0571	0.1250	0.1085	0.1817	0.2379	0.1385		0.0438	0.0161	0.0314		0.0210	0.0154	0.1014	0.0754	0.0161	0.0272	0.0605	0.1864	0.0439	0.0253	0.1546	0.0679		0.0369	0.0317	0.0341	0.1878	0.1982	0.2258	0.0895	0.0250		0.0090	0.0105	0.0085	0.2162	0.1151	0.1274		0.0678	0.0620	0.0461	0.0201		0.1485	0.0316	0.0832	0.0451	0.2263	0.1384	0.1203	0.1515	0.0851	0.1803	0.0443	0.1825	0.1807	0.2073	0.1178	0.0144	0.1918	0.0692	0.2105	0.0521	0.0801	0.1745	0.1303	0.1066	0.1582	0.0841	0.0473	0.1096	0.2131	0.1121	0.2127		0.1534	0.1809	0.0925	0.1057	0.1516	0.1218		0.1054	0.0383		0.0071	0.0674	0.0913	0.0933	0.0680	0.0783	0.1658	0.1317	0.1634	0.0541	0.0762	0.1507	0.1567		0.1377	0.0226	0.1397	0.1386	0.2608	0.0986	0.1099	0.0831	0.0206	0.2039	0.1583	0.3228	0.2442	0.1716	0.2353	0.0577	0.1495	0.0969	0.1892	0.1386	0.0651		0.0204	0.2781	0.0261	0.0618	0.1275	0.1668	0.0270	0.0410	0.1649	0.0433		0.0626	0.0186	0.0310	0.0424	0.1679	0.0013	0.1415	0.0906	0.2059	0.0137	0.0510	0.0526	0.2590	0.0238	0.0264	0.1938	0.1261	0.0836	0.0894	0.0793	0.1441	0.2429	0.2459	0.0666	0.2611		0.0307	0.0166	0.2569		0.0125	0.0786	0.1310	0.0985	0.0666	0.0603		0.0098		0.1996	0.1420	0.1786	0.2630	0.0812	0.2173	0.3413		0.2730	0.4993	0.0182	0.0693	0.0185	0.0701	0.0052	0.1693	0.0775	0.1239	0.1281	0.0061		0.1645	0.0913	0.0383	0.0626	0.1304	0.1431	0.1481	0.0664	0.0912	0.1167	0.1410		0.1681	0.2240	0.1855	0.3314
Aiptasia_pallida	0.0567			0.1085				0.3019	0.0722				0.0057	0.0154			0.0900	0.0333	0.0710	0.4085	0.0439			0.0679		0.0663	0.0317	0.0341		0.2042	0.2328	0.0843		0.1489	0.0166	0.0105	0.0012	0.2539		0.1274	0.0274	0.0741	0.0700	0.0461	0.0007	0.1500		0.0188		0.0382	0.2232	0.0956	0.1203		0.3294	0.1820	0.0898				0.1464	0.0209	0.2129	0.1216	0.2251	0.0521	0.1184		0.1553		0.5206	0.0841	0.5561		0.2172	0.1289	0.4859		0.1501	0.5997	0.1387		0.1516		0.1906	0.1805		0.2385	0.5276		0.0860	0.0967	0.0557	0.0783		0.1317	0.1659		0.0762	0.1670			0.1377	0.0226	0.6931	0.1357		0.0946		0.0522	0.0206	0.2039			0.2456	0.1786	0.2390		0.1531	0.0443	0.1587		0.0651	0.4573	0.0367	0.1836	0.0261	0.0618	0.1321		0.0578	0.0542		0.0433	0.0988	0.1548		0.0310	0.0490	0.2424	0.0324	0.1415	0.0336		0.0847		0.0917		0.0238	0.0485	0.2006	0.1363	0.0836			0.1441		0.2459	0.5825		0.0945	0.0145	0.0166		0.0378	0.0125			0.0985	0.0978	0.5742	0.0986	0.0176	0.0266	0.2208				0.0786		0.3413	0.5320			0.0182	0.0955	0.2462	0.2214	0.0514	0.2066	0.0775	0.0094	0.1782	0.0251	0.2070			0.0383		0.0722	0.1468	0.1481		0.0912	0.1167	0.1189	0.0405	0.1681	0.2240		
Physalia_physalis	0.1017	0.0571	0.1224	0.0749	0.2134	0.2563	0.6019	0.4708	0.0495	0.0161	0.1012			0.0154	0.4366	0.0754	0.0161	0.0333	0.0710	0.0288	0.0439	0.0182	0.1546	0.0679	0.1659	0.5677	0.0317	0.0341		0.2042	0.5141	0.0895	0.0250		0.0423			0.3334	0.1151	0.0916		0.0741	0.0700	0.0461	0.0201	0.1186	0.3000	0.0252	0.1614	0.0382			0.1165	0.1515	0.0167	0.6283	0.0466	0.1825	0.1329	0.0539	0.1292	0.0209	0.0431	0.1073	0.1851	0.0521	0.1439	0.2502	0.1553	0.0232	0.0813		0.1637				0.2224	0.3774	0.1534	0.1989	0.1329		0.5850	0.3119	0.0706		0.1756	0.1734	0.0499	0.1678	0.0539	0.0967	0.0680	0.0678				0.0541	0.0762	0.1637	0.0559			0.0226	0.1457	0.2303		0.2719	0.5708	0.4057	0.0206	0.3701	0.0909	0.4761	0.1298	0.2899	0.4258	0.0577		0.1074	0.1520		0.0651	0.4029	0.0285	0.0236	0.0261	0.0618	0.2198	0.1668	0.0578	0.2682	0.0034	0.0433	0.2971	0.1548	0.0274	0.0310	0.0424	0.6138	0.0324	0.1415	0.2069	0.3255	0.5899	0.0632	0.0917	0.5564	0.0309	0.0485	0.5069	0.1329	0.0138	0.3603	0.0879	0.1441	0.4932	0.2459	0.2641	0.4736	0.0735	0.0145	0.0166	0.1123	0.0378	0.0125	0.1983		0.0985	0.0791	0.1885	0.5452	0.0098	0.0266	0.2208		0.1760	0.4011	0.0812	0.2859		0.4252	0.0552		0.0661	0.3862		0.4904	0.0514	0.1631	0.0775	0.0517	0.1827	0.0251	0.0347		0.0913	0.0383	0.0325	0.1401	0.1468	0.0069	0.0566	0.0857		0.0084	0.0405	0.5513	0.3821		
Priapulus_caudatus	0.0565	0.3158	0.0211	0.1085	0.6181			0.0700	0.0722		0.1012		0.0057	0.0154	0.6247	0.3407	0.0161	0.0333	0.0762		0.3142			0.0679	0.5607		0.0317	0.0341	0.5202		0.2293				0.2205		0.0012	0.6032	0.4501	0.1792	0.0030	0.3321		0.0461	0.0097	0.0518		0.0252	0.0652	0.2928			0.0566	0.5439	0.0851				0.0091			0.0209	0.5998	0.2355			0.1184		0.1594	0.5804	0.2491		0.0515	0.1096		0.1289			0.2591			0.1057	0.1516	0.5168			0.0760		0.0071	0.1605	0.4060	0.0967	0.2653		0.5929	0.1117		0.0541	0.0762		0.2552	0.4452	0.1377	0.0226	0.1099	0.0401	0.5596		0.1671	0.0831	0.1162	0.4385	0.0359			0.5794	0.5777	0.0577		0.0969	0.1520		0.0651	0.1514	0.0367		0.2751		0.0623		0.0213					0.2855	0.0428	0.3318	0.0424								0.0027		0.0238	0.0430			0.0836	0.0894				0.6253	0.5939			0.0145	0.0276		0.0378	0.0125			0.0985	0.0978		0.0943	0.0176	0.0266		0.2673		0.2184	0.0299	0.5882							0.0038		0.0514	0.2344		0.0094		0.0251	0.3361		0.1677	0.0383	0.0626	0.3938						0.1410				0.6399	
Pseudospongosorites_suberitoides	0.0343			0.6615						0.0285	0.1407		0.0057	0.0154	0.5950	0.4647	0.0161		0.2327		0.2804			0.0666		0.1232	0.0317				0.3806				0.1628	0.0105		0.5100	0.1655			0.4884		0.4185	0.0216			0.0188	0.5129	0.3963	0.5369		0.4335		0.2525		0.0292	0.5852	0.1156					0.0311	0.5783	0.0521	0.0965		0.6114	0.5194			0.0515											0.4171		0.0440	0.0309	0.6003	0.3351		0.0860	0.0384			0.0160		0.4184							0.0802				0.1604	0.6287		0.0030							0.1220		0.4399	0.4534	0.4328	0.0099		0.2072		0.0261				0.4959	0.1169		0.3447	0.0433		0.0186		0.1221		0.0575	0.3810			0.0100	0.5344					0.6815		0.1199					0.6003	0.6541	0.1206		0.0145	0.0166		0.0604	0.0025				0.3709	0.5387		0.0098	0.0219					0.6888	0.6072			0.5187		0.0902		0.0038							0.0061	0.0646			0.0383		0.1401			0.0664	0.2569	0.0130		0.0089				
Abylopsis_tetragona	0.0399	0.0571	0.1224	0.1111	0.0495		0.5318	0.1805	0.0609	0.0161	0.6616		0.0057	0.0154	0.1014	0.0754	0.0161	0.0333	0.0710	0.2033	0.0439	0.1352	0.1494		0.6466	0.0696	0.0317	0.0341		0.5922	0.5053	0.0114	0.0906	0.1489	0.0423	0.0105		0.0515		0.1274	0.0030	0.0741	0.0620	0.0461	0.0201	0.1998	0.1963	0.0710	0.0652	0.0451		0.0705	0.1203	0.2293	0.0808	0.1820	0.0822	0.3949	0.1156	0.1494	0.1349		0.1117	0.1073	0.1571	0.0521	0.1184	0.1725	0.1428	0.1066	0.0816	0.0841	0.0515	0.1096	0.1828	0.1289	0.3391	0.3180	0.1534	0.1953	0.1792		0.1478	0.4140		0.1600	0.0446	0.2385	0.0499	0.0674	0.0860	0.1364	0.0680	0.0678	0.2328	0.1140		0.0541	0.0762	0.1637	0.1567			0.0226	0.1457	0.1415	0.2129	0.0906	0.1146	0.3720	0.0159	0.1697	0.3448	0.5667	0.2456	0.5277	0.1721	0.0577		0.1180	0.1520		0.0651	0.1514	0.0367	0.2938	0.0261	0.0618	0.1321		0.0521	0.0542		0.0433	0.1039	0.1548	0.0274	0.0310	0.0424	0.0360	0.0324		0.0336	0.2142	0.0847	0.0632	0.1884		0.0238	0.5675	0.2075	0.0739	0.0836	0.0894	0.1147	0.1441	0.2429	0.2459	0.1700	0.2847	0.0805	0.0145	0.0166	0.0610	0.0378	0.0125	0.0517	0.4483	0.0985	0.0791	0.1516		0.0098	0.0266	0.2208		0.3149	0.0567	0.0812	0.2194		0.1384	0.0508	0.2601	0.0420	0.0955	0.0038		0.0514	0.2096	0.0775	0.1086	0.1827	0.0061	0.0921	0.6395	0.0742	0.0501	0.0325	0.4035	0.1468		0.0664	0.0912	0.0410	0.1189	0.0405	0.1323	0.2341	0.2002	0.4151
Saccoglossus_kowalevskii	0.0684	0.0571	0.5579	0.3954	0.5690			0.4303			0.1407			0.0154	0.5620		0.0161				0.3142		0.1423			0.0696	0.0317						0.0906	0.4855	0.0795		0.0012	0.4306		0.0478		0.0509	0.0700	0.0461	0.0097	0.5137		0.0188	0.0652	0.0451				0.2922	0.2910			0.4401	0.0387			0.0091	0.4573	0.0264		0.2090		0.4517			0.2355	0.2443	0.1131	0.3385								0.0322					0.0372					0.0967		0.1839				0.0541	0.1624		0.5310		0.3992	0.0226		0.1012	0.5844	0.0906	0.6319	0.3495	0.0159	0.4749		0.4345			0.4684	0.0577						0.2779	0.0367				0.1321		0.1513	0.0182		0.0433		0.2094			0.0694			0.1783	0.2005	0.4594		0.0632			0.0309			0.1295		0.1507	0.2009	0.3541		0.5406			0.0945	0.0145	0.0166	0.3339	0.0378	0.0125		0.1311		0.5397	0.3560	0.0645	0.0176	0.0266	0.4329	0.4345			0.5881	0.6030	0.4761		0.3694		0.0182			0.3738	0.0283	0.1040	0.1296	0.1280		0.0251	0.4327		0.0913	0.0667	0.0626	0.3550	0.2923		0.0893	0.1298	0.1167	0.4004					
