	Datset20_Uncertain_LBAgenesHeteroRemoved_LBAtaxa.phy	Gene_0007	Gene_0016	Gene_0017	Gene_0020	Gene_0035	Gene_0037	Gene_0041	Gene_0044	Gene_0045	Gene_0053	Gene_0058	Gene_0059	Gene_0062	Gene_0063	Gene_0064	Gene_0066	Gene_0068	Gene_0070	Gene_0073	Gene_0076	Gene_0084	Gene_0086	Gene_0088	Gene_0090	Gene_0098	Gene_0105	Gene_0120	Gene_0123	Gene_0128	Gene_0129	Gene_0131	Gene_0135	Gene_0140	Gene_0141	Gene_0143	Gene_0144	Gene_0146	Gene_0152	Gene_0156	Gene_0158	Gene_0169	Gene_0171	Gene_0177	Gene_0180	Gene_0181	Gene_0208	Gene_0251	Gene_0253	Gene_0257	Gene_0268	Gene_0272	Gene_0277	Gene_0278	Gene_0281	Gene_0289	Gene_0305	Gene_0311	Gene_0314	Gene_0315	Gene_0319	Gene_0327	Gene_0328	Gene_0340	Gene_0346	Gene_0348	Gene_0372	Gene_0379	Gene_0380	Gene_0384	Gene_0390	Gene_0394	Gene_0395	Gene_0401	Gene_0407	Gene_0411	Gene_0412	Gene_0414	Gene_0415	Gene_0443	Gene_0446	Gene_0450	Gene_0455	Gene_0470	Gene_0487	Gene_0511	Gene_0513	Gene_0519	Gene_0524	Gene_0529	Gene_0536	Gene_0541	Gene_0542	Gene_0557	Gene_0563	Gene_0565	Gene_0568	Gene_0576	Gene_0601	Gene_0608	Gene_0614	Gene_0622	Gene_0623	Gene_0624	Gene_0625	Gene_0626	Gene_0629	Gene_0639	Gene_0641	Gene_0644	Gene_0645	Gene_0651	Gene_0652	Gene_0654	Gene_0657	Gene_0658	Gene_0664	Gene_0667	Gene_0668	Gene_0674	Gene_0678	Gene_0681	Gene_0687	Gene_0690	Gene_0691	Gene_0695	Gene_0696	Gene_0703	Gene_0709	Gene_0727	Gene_0741	Gene_0745	Gene_0766	Gene_0773	Gene_0786	Gene_0787	Gene_0793	Gene_0802	Gene_0806	Gene_0807	Gene_0808	Gene_0813	Gene_0819	Gene_0822	Gene_0834	Gene_0835	Gene_0843	Gene_0857	Gene_0873	Gene_0874	Gene_0894	Gene_0895	Gene_0896	Gene_0904	Gene_0909	Gene_0910	Gene_0912	Gene_0917	Gene_0920	Gene_0921	Gene_0925	Gene_0927	Gene_0930	Gene_0933	Gene_0941	Gene_0942	Gene_0945	Gene_0947	Gene_0950	Gene_0951	Gene_0958	Gene_0963	Gene_0964	Gene_0966	Gene_0969	Gene_0974	Gene_0975	Gene_0983	Gene_0989
Homo_sapiens	0.1074	0.0571	0.1184	0.1085	0.1898	0.1385	0.3250	0.0609		0.1012	0.0057	0.0154	0.1707		0.0161	0.0333	0.0710	0.2079		0.1620	0.1546	0.0679	0.1659	0.0663	0.0317	0.0515	0.0405	0.0906	0.0802	0.0105	0.0012	0.2539	0.1151	0.1238	0.0030	0.0741	0.0700	0.0553	0.0056	0.2001		0.0652	0.0451	0.2411	0.1165	0.1515	0.0851	0.1820	0.0597	0.1825	0.2028	0.1521	0.0209	0.2129	0.1073	0.2275	0.0521	0.1142	0.1745	0.1553	0.0384	0.1712	0.0682	0.0515	0.0817	0.2172	0.1367	0.1989	0.1387	0.1038	0.1516	0.3181	0.1906	0.1916	0.0446	0.0392	0.0738	0.0940	0.0967	0.0680	0.0783	0.1096	0.1670	0.0766	0.1567	0.0226	0.1457	0.1300	0.2964	0.0667	0.1146		0.0206	0.1583	0.3282	0.2442	0.1772	0.2005	0.0499	0.1285	0.1620	0.0651	0.1514	0.0367		0.0221	0.1321	0.0601	0.0468	0.1649	0.0509	0.0988		0.0186	0.0506	0.0424	0.0324	0.1607	0.0906		0.0632		0.2590	0.0185	0.0485	0.2029	0.1295	0.0836	0.0894	0.0879		0.2429	0.2784	0.2641	0.0945	0.0145	0.0140	0.0983	0.0378	0.0125	0.1242	0.1310	0.0985	0.0791	0.1567	0.0754	0.0098	0.2137	0.1786	0.2767	0.2194	0.3413	0.3741	0.3086	0.2729	0.0771		0.1239	0.0626	0.2131	0.0775	0.1336	0.1741	0.0061	0.2096	0.1778	0.0841	0.0383	0.0551	0.1401	0.1431	0.1871	0.0664	0.0912	0.1167	0.1410	0.0194	0.1681	0.2240
Capitella_teleta	0.0810	0.5276	0.1250	0.1085	0.1898	0.1385	0.3269	0.0154		0.0965	0.0210	0.0710	0.2268	0.0872	0.0161	0.0333	0.0710	0.1109	0.0462	0.0416	0.1546	0.0621	0.1659	0.0663	0.0317	0.2042	0.0457	0.0824	0.0802	0.0105	0.0012	0.2539	0.1151	0.1238	0.0030	0.0741	0.0700		0.0160	0.0745	0.0359	0.0652	0.0451	0.2473	0.1203	0.1515	0.0680	0.1820	0.0824	0.1760	0.0931	0.1521	0.0209	0.2885	0.1073	0.2251	0.0521	0.1196	0.1686	0.0511	0.1066	0.0943	0.0756	0.0515	0.0817	0.2172		0.1428	0.0116	0.1038	0.1516	0.3181	0.1556	0.1088	0.0446	0.0071	0.0738	0.0940	0.0148	0.0680	0.0818	0.1317	0.1670	0.0709	0.1667	0.0226	0.1248	0.0055	0.2887	0.0946	0.1146	0.1527	0.0206	0.1583	0.3282	0.2275	0.1786	0.2005	0.0577	0.1180	0.1486	0.0651	0.1514	0.0367		0.0221	0.1321	0.0601	0.0321	0.1352	0.0957	0.0988	0.1343	0.0186	0.0506	0.0424	0.0324	0.1607	0.0336	0.1636	0.0632	0.1108	0.2590	0.0185	0.0485	0.2029	0.1295	0.0836	0.0894	0.0879	0.1488	0.2405		0.2596	0.0945	0.0145	0.0140	0.1034	0.0378	0.0125	0.1242	0.1310	0.0985	0.0166	0.1567	0.0754	0.0176	0.2208	0.1760	0.2767	0.2194	0.3413	0.3631	0.3086	0.2729	0.0771	0.0185	0.1239	0.0626	0.1882	0.1770	0.0496	0.1764	0.0061	0.0112	0.1678	0.0913	0.0383	0.0626	0.1401	0.0213	0.1631	0.0664	0.0912		0.0524	0.0089	0.1681	0.2240
Oscarella_carmela	0.0787	0.0571	0.1250	0.1085	0.1803	0.1399		0.0495		0.1012	0.0210	0.0154	0.2268	0.0872	0.0161	0.0333	0.0710		0.0462	0.1486	0.1546	0.0679	0.1659	0.0696	0.0317	0.2042	0.0405	0.0660	0.0802	0.0105	0.0012	0.2539	0.1151		0.0030	0.0741	0.0700	0.0553	0.0160	0.1822		0.0652	0.0313	0.2037	0.1203	0.1482	0.0851	0.1820	0.0900	0.1825	0.1495	0.1349	0.0209	0.2155	0.1168	0.2251	0.0521	0.1645	0.1745	0.1303	0.1066	0.1621	0.0756	0.0515	0.0817	0.2212	0.1268	0.1737	0.1271	0.1038	0.1516	0.3150		0.1779	0.0383	0.0499	0.0738	0.0940	0.0967	0.0680	0.0818	0.1317	0.1569	0.0766	0.1534	0.0226	0.1129	0.1415	0.2964	0.2122	0.1146	0.0804	0.0206	0.0666	0.3173	0.3053	0.1786	0.2005	0.0577	0.0969	0.1553	0.0651	0.1405	0.0367	0.3027	0.0221	0.1321	0.0544	0.0468	0.1715	0.0509	0.0988	0.1973	0.0186	0.0506	0.0424	0.0182	0.1607		0.2464	0.0632		0.2528	0.0185	0.0485	0.0012	0.1261	0.0836	0.0894	0.0836	0.1563	0.1179	0.2765	0.2573	0.0945	0.0145	0.0140	0.0931	0.0378	0.0125	0.1242	0.1310		0.0854	0.0907	0.2079	0.0098	0.2031	0.1786	0.2767	0.2194	0.3413	0.3741	0.3086	0.3097		0.0038	0.1239	0.0626	0.1347	0.0775	0.1336	0.1741	0.0251	0.2096	0.1778	0.0913	0.0383	0.0325	0.3938	0.1210	0.1871	0.0664	0.0912	0.0897		0.0300	0.1681	0.2240
Spongilla_alba	0.0598	0.0571	0.6803	0.1085			0.5768			0.1012	0.0210	0.0154	0.1905		0.0161	0.4306	0.0652	0.3702		0.3698	0.3662	0.1660	0.5021		0.0074			0.1307				0.6132	0.3513		0.0274			0.2045				0.0652	0.0451	0.3571	0.1203	0.1515	0.0466	0.0352		0.3304		0.1521		0.0563	0.1026	0.2749	0.2146			0.2406	0.0455	0.1682		0.0515		0.6152					0.5278	0.1904			0.5152		0.0738		0.0764		0.0818								0.6339	0.0906			0.0206			0.5508			0.2001	0.1180	0.4601						0.0164		0.3677	0.5579		0.0988			0.0310	0.1944	0.0324		0.0336		0.0571			0.0185		0.1213		0.5211	0.0458	0.2009		0.2946					0.1618	0.1940		0.0125	0.0387	0.1587	0.0877			0.0711	0.0098	0.5212	0.3097				0.5614			0.3326			0.0626	0.0578	0.0124			0.0251	0.0817	0.5332	0.0913	0.0383	0.0727	0.1401	0.1247			0.0912	0.3320	0.0910	0.0405		
Danio_rerio	0.0940	0.0571	0.0408	0.1085	0.1898	0.1385		0.0609		0.1012		0.0154	0.2268		0.0161	0.0333	0.0710	0.2079		0.0483	0.1546	0.0679	0.1659	0.0696	0.0317	0.5293	0.0457	0.0906	0.0802	0.0105	0.0012	0.2539	0.1151	0.1238	0.0030	0.0741	0.0700	0.0553	0.0056	0.1866		0.0652	0.0451	0.2411	0.1165	0.1515	0.0851	0.1820	0.0900	0.1825	0.2028	0.1521	0.0144	0.2102	0.1073	0.2251	0.0521	0.1142	0.1745	0.1553	0.1066	0.1712	0.0756	0.0515	0.1077	0.2151	0.1367	0.1953	0.1127	0.1038	0.1516	0.3181	0.1506	0.1916	0.0446	0.0499	0.0738	0.0940	0.0967	0.0680	0.0783	0.1273	0.1670	0.0766	0.1634	0.0226	0.1457	0.1300	0.2964	0.0906	0.1146		0.0206	0.1583	0.3282	0.2442	0.1772	0.2005	0.0499	0.1285	0.3898	0.0651	0.1514	0.0367		0.0020	0.1228	0.0601	0.0468	0.1715	0.0509	0.0988		0.0186	0.0506	0.0424	0.0324	0.1607	0.0906		0.0571		0.2590	0.0185	0.0485	0.2029	0.0617	0.0836	0.0894	0.0879		0.2381	0.2784	0.2641	0.0945	0.0145	0.0140	0.0880	0.0378	0.0125	0.1242	0.1449	0.0985	0.0978	0.1567	0.0797	0.0176	0.2208	0.1786	0.2767	0.2194	0.3413	0.3741	0.3086	0.2729	0.0891	0.0038	0.1239	0.0626	0.2131	0.0775	0.1336	0.1741	0.0061	0.0593	0.1778	0.0913	0.0383	0.0250	0.1401	0.1099	0.1871	0.0664	0.0912	0.1167	0.1410	0.0405	0.1681	0.2240
Rossella_fibulata	0.0083	0.0571	0.1250	0.1111	0.1898	0.0547	0.4265	0.0722	0.0038	0.0290	0.0210	0.0154	0.2103		0.0161	0.0333	0.0657		0.2916		0.1546	0.0679		0.0696	0.0317	0.0126		0.0250		0.0105	0.0012	0.2539	0.1111		0.0152	0.3759	0.0620		0.0160			0.0339	0.0244		0.1203	0.1283		0.1820		0.1825	0.0043	0.1064	0.0144	0.5629		0.2226	0.0521			0.0761	0.0990		0.0571	0.0473		0.2212		0.1989			0.1325	0.3150	0.1606	0.1847	0.0697	0.0339				0.0680	0.0643			0.1109	0.1467	0.0226	0.1248		0.5643		0.1130			0.1430	0.3282		0.0270	0.2005	0.0577		0.3129	0.0712	0.1514	0.0204			0.0627	0.0134		0.0164		0.0988				0.0424	0.0324		0.0336	0.1427	0.0632		0.3841		0.0347	0.1961	0.1261	0.0836	0.0894	0.2181		0.4423		0.2209		0.0500		0.0162	0.0378	0.0125	0.1242	0.3449	0.0985	0.3396	0.1364		0.0176	0.4364	0.1786	0.2748	0.2203	0.4645	0.5007		0.1251	0.0916				0.2131			0.1400	0.0251	0.1965	0.1711		0.0273	0.0325	0.1401		0.1871	0.0664	0.1464		0.0858			0.6708
Periphylla_periphylla	0.1455	0.3031			0.6712		0.0681	0.0073	0.0161	0.2290	0.0057	0.0154	0.1146	0.2778	0.1884	0.0333	0.0710	0.4883	0.0462		0.1546	0.2479	0.2950		0.0317		0.2408	0.3028	0.0674	0.0105		0.2163	0.1151			0.0741			0.0056	0.4501	0.1885	0.1458	0.3894	0.5284	0.1220	0.6631	0.0808		0.2964	0.2723	0.1286	0.2365	0.0209	0.2278	0.2879		0.4479	0.4651	0.2188	0.1489	0.0079			0.0515		0.3546	0.2725					0.5043			0.0446		0.0150	0.6066	0.6229	0.0680			0.3645		0.4280	0.0226	0.3200	0.3888	0.2733				0.0206		0.4725		0.5752			0.5768					0.4000			0.0190	0.2164				0.2407	0.0954	0.0604	0.0424	0.0182		0.0486	0.4314	0.0693	0.0097		0.0185	0.6034						0.0522	0.4157	0.5697	0.0789		0.0145	0.0250		0.0200	0.0125				0.0209	0.5489		0.0176	0.1396		0.4050	0.2173	0.4471	0.4325	0.4240		0.0771	0.0038	0.6339		0.1696		0.0573	0.0696	0.0251	0.1220			0.0383	0.2532	0.3938	0.2148	0.5847		0.1132	0.1167	0.3673	0.0089		0.6441
Mertensiidae_sp	0.0039	0.3200	0.1145		0.1558		0.2980			0.2895			0.1410		0.0161	0.0272	0.0861			0.4634					0.1089						0.0012		0.0944	0.2777		0.0741		0.2203	0.0264			0.0652	0.0451			0.0207	0.0723	0.3559	0.0312	0.3272				0.5866			0.0521			0.1572				0.0455					0.2833	0.1376					0.0760		0.0738			0.4197	0.0818	0.1161			0.1667	0.0305		0.1127			0.0560		0.0159			0.4043			0.0421		0.1587		0.0823	0.0285		0.0743	0.0068					0.0379		0.0954		0.0102	0.0043	0.1861	0.2195	0.5067	0.0022	0.1108				0.3708	0.5654	0.0836		0.1621		0.4036		0.1200	0.0663	0.0307			0.0157	0.0025	0.4751	0.1310		0.0978			0.0098				0.4148								0.1374	0.1820	0.4846	0.3397			0.2865	0.0681		0.3650			0.3181		0.0664			0.0247	0.0089		0.1580
Craseoa_lathetica	0.0964	0.0997		0.1111	0.4737	0.4631		0.0609	0.0161	0.0848	0.0057	0.0154	0.4267		0.0161	0.0333	0.0710	0.0199	0.3997	0.1319	0.4704	0.0679	0.1659	0.0696	0.0317	0.5084		0.0906		0.0105	0.0012	0.2539	0.1151	0.4893	0.0030	0.0741	0.0700		0.0056	0.0376		0.2239	0.0451		0.0605	0.5670	0.2525		0.0824		0.0221	0.1349	0.0209	0.1179	0.1073	0.2251	0.0521	0.1251	0.1386	0.0989	0.0384	0.1410		0.0515	0.0395	0.6091		0.3838	0.3411		0.1478	0.3119	0.4494		0.0383	0.0499	0.0738	0.0940	0.3526	0.1666	0.0119	0.0830		0.0255	0.1567	0.2778	0.1427	0.1357	0.2964	0.0807	0.3251		0.0206		0.3149	0.3332	0.1003		0.0577	0.1074	0.5270	0.0651		0.0367	0.5689	0.0221	0.1321	0.0303	0.0468	0.1451	0.0078	0.2971	0.1017	0.0274	0.0310	0.2405		0.1591	0.0423	0.0665			0.3748	0.3054		0.4298	0.2840	0.0836	0.0894	0.0879		0.0767	0.4735	0.2757	0.0943	0.0145	0.2277	0.0726			0.0004	0.1310	0.4441	0.1709	0.0565		0.0098	0.2208	0.1786	0.2767	0.4888	0.4558		0.0299		0.0530		0.2976	0.0626	0.4018	0.0775	0.4695	0.1741	0.0701		0.2309	0.0913	0.3705	0.0325	0.5734	0.2517		0.0664	0.0912		0.1355	0.0405	0.4801	0.1272
Coeloplana_astericola	0.0211	0.0571	0.1158				0.3134		0.0161	0.0314			0.4927		0.0161		0.0238				0.5642	0.0725	0.1857		0.2105		0.4231			0.0105			0.6517		0.1311	0.0741		0.0156				0.0832	0.0451			0.1349	0.0637				0.1404		0.0144	0.0985	0.1216					0.1594				0.0473	0.1077				0.0838	0.5100	0.2492	0.3735			0.1441	0.1266		0.0130		0.0680	0.0056			0.2018	0.0637	0.0265	0.0442	0.0983					0.0159		0.5667	0.1686			0.2157		0.1587	0.1067		0.1991			0.1275	0.0149	0.4729	0.1451		0.0734		0.0186		0.1155	0.0069	0.4609	0.0423		0.1990				0.0233	0.1530	0.5620				0.4311	0.2332	0.1861	0.5814		0.0307			0.3907			0.0380		0.0834			0.0098	0.6308	0.4811		0.2173	0.0036		0.3268				0.0925	0.4066	0.1386	0.0775	0.3320	0.7188	0.0061		0.1246	0.0697	0.0501		0.3938	0.1136	0.3054	0.0664	0.0912		0.2623			
Hyalonema_populiferum	0.0803	0.4048		0.0930		0.5318	0.4746	0.1721		0.0151	0.0057	0.0154			0.0161	0.0272	0.2327		0.3119		0.3819	0.0679	0.5724	0.2572	0.0317	0.5563		0.2127	0.0802	0.0105	0.0012		0.4975		0.0030		0.2100	0.0553	0.0056						0.4643	0.6266					0.0904		0.0144		0.3927		0.5923	0.1251	0.5457	0.4239				0.0515		0.6212								0.0235		0.0339	0.3673		0.0992	0.0680			0.4552	0.5541		0.0226		0.4003	0.5952	0.6544			0.0206		0.5595	0.1061	0.5780	0.4625	0.4970		0.4735	0.0712	0.1514	0.0204		0.0261	0.0627	0.0149	0.0336		0.3543		0.3440	0.0691	0.1063	0.3786	0.2148	0.5555	0.0906		0.0083							0.0836	0.4390						0.0034	0.0145		0.4863	0.0557	0.0125		0.1345	0.0185	0.1272			0.0098		0.5772		0.2225					0.2121	0.0038			0.0640	0.0775			0.0251	0.4954	0.1612		0.0273	0.0100	0.3501		0.3204	0.0664			0.4336	0.0405		
Allomyces_macrogynus	0.0769	0.0571	0.1250	0.1085	0.1898	0.1385	0.3230	0.0268	0.0161	0.0221	0.0057	0.0154	0.1080	0.0872	0.0161	0.0089	0.0710	0.1446	0.0462	0.1453	0.1338	0.0679	0.1659	0.0369	0.0317	0.1952	0.0509	0.0906	0.0802	0.0080	0.0012	0.2380	0.1151	0.1238	0.0030	0.0678	0.0540	0.0317	0.0056	0.0297	0.0359	0.0652	0.0451	0.2411	0.1126	0.1316	0.0851	0.1337	0.0218	0.1760	0.2028		0.0144	0.1601	0.0597	0.2178	0.0521	0.1251	0.1745	0.1469	0.0990	0.1395	0.0682	0.0515	0.1077	0.1970	0.1268	0.1917	0.0347	0.1038	0.1516	0.0471		0.1677	0.0760	0.0499	0.0738	0.0672	0.0933		0.0259	0.0874	0.1645	0.0766	0.1202	0.0226	0.1308	0.1386	0.2918	0.0986	0.1130	0.0776	0.0206	0.1583		0.2428	0.1506	0.0365	0.0421		0.1858	0.0589		0.0367	0.2937	0.0040	0.1275		0.0468	0.1385	0.0509		0.0962	0.0186	0.0408	0.0424	0.0294	0.1021	0.0906	0.2255	0.0571	0.0847	0.0559	0.0256	0.0458	0.1666	0.1295	0.0836	0.0894	0.0922	0.1563	0.2235	0.2784	0.1234	0.0735	0.0145	0.0140	0.1034	0.0068	0.0125	0.0721	0.1276	0.0985	0.0791	0.1567	0.0754	0.0098	0.2208	0.1604	0.2649	0.2173	0.3413			0.3677	0.0073	0.0185	0.0701	0.0164	0.1820	0.0716	0.1183	0.1103	0.0251	0.1939	0.1578	0.0913	0.0217	0.0626	0.1207	0.1320	0.1721	0.0664	0.0912	0.1167	0.1410	0.0648	0.1681	0.2097
Hydra_vulgaris	0.0236	0.0571	0.1224	0.1111	0.1721	0.1399	0.1741	0.0357	0.0161	0.1012	0.0057	0.0154	0.2169		0.0161	0.0333	0.0710	0.0096	0.0530	0.2928	0.1546	0.0679	0.1659	0.0696	0.0317	0.5323	0.0509	0.0250		0.0105	0.0012	0.1904	0.1151			0.0741	0.0700		0.0048			0.0652	0.0382	0.4349	0.1049	0.1316	0.0723	0.1820	0.0900	0.1336		0.1178	0.0209	0.2102	0.0978		0.0521	0.1251	0.1745	0.1553	0.1066			0.0515		0.2151		0.5493	0.2486		0.1516	0.1779	0.1856		0.0446	0.0499		0.0940	0.0967	0.0680	0.2818	0.1361		0.0766	0.1567	0.0226	0.0860	0.1415	0.5627	0.0906	0.1146		0.0206	0.1231	0.3222	0.2303	0.0046		0.0655	0.1180	0.1520	0.0651	0.1584	0.0367	0.3005		0.1321	0.0077	0.0468	0.3896		0.0379		0.0274	0.0310	0.0490	0.0324		0.0336	0.2380	0.0327	0.1010			0.0264	0.1259	0.0400	0.0836	0.0894	0.0189		0.2187		0.2618	0.1293	0.0145		0.1034	0.0378	0.0125	0.1242	0.1310	0.0238	0.0791	0.1466		0.0098	0.5319	0.1474	0.1923	0.2194	0.4471	0.0403			0.0650	0.0038	0.1284		0.1758	0.0538		0.1741	0.0061	0.2070	0.1745	0.0409	0.0383	0.0100	0.1159	0.1394	0.1871	0.0664	0.0636	0.1167	0.1410	0.0405	0.1681	0.2240
Mnemiopsis_leidyi	0.0771	0.1717	0.5171	0.5297	0.1789	0.1358				0.0523					0.0672	0.3824	0.0500	0.1995	0.0530	0.0550	0.0608	0.3181		0.1200	0.3511	0.1593		0.2127		0.0105	0.0012	0.2539	0.0746	0.1238			0.2740	0.0553	0.0264				0.0446	0.2293		0.1598	0.0303	0.1820	0.2964	0.2207	0.1582		0.0144	0.1011	0.0736	0.6026	0.0521			0.0219				0.2734		0.1505			0.1214		0.4018	0.4856	0.0806		0.0760	0.0339	0.0812	0.4034		0.5122		0.1382		0.4916	0.2752	0.0305	0.2842	0.1012		0.0030	0.1374		0.0159	0.0634	0.3028	0.3109	0.1179		0.4423	0.0759	0.2360	0.0270	0.1242	0.0285	0.5914	0.0221	0.0299	0.0205		0.1451	0.1043	0.5154		0.0186	0.0506	0.0424	0.0013	0.0166	0.0083	0.2390	0.0022	0.0098	0.3041		0.0485	0.3391	0.0719	0.0559	0.0938			0.2002	0.3812	0.5632	0.0735				0.0378	0.0025		0.1069		0.0978	0.0552		0.0098		0.1137	0.1314	0.2194			0.5473			0.0038	0.0073	0.0626					0.0251	0.1208	0.1080		0.0383	0.2983	0.4424	0.2628	0.0760				0.1079	0.0089		0.4979
Pleurobrachia_bachei	0.0262		0.5289	0.1111	0.1776	0.6362	0.2556			0.0965			0.2169			0.3342	0.0500				0.0296	0.1543	0.0568	0.2932	0.0317	0.1593				0.0105	0.0012		0.0993			0.3884		0.1101	0.2965			0.0418	0.0451			0.1018	0.0637	0.0010			0.2765	0.0664			0.1165	0.0455	0.0465				0.0308			0.0051		0.4455		0.1665	0.1127		0.2110	0.0658	0.0606		0.0760	0.0250		0.0244		0.0680	0.2574				0.0327	0.0305	0.4692			0.2361	0.1937		0.0159	0.1123	0.2992		0.4354		0.0421			0.3951			0.4540		0.4559		0.1506	0.3335		0.2260		0.0186		0.2799	0.0238		0.0906		0.0571					0.5567	0.0719	0.3815							0.2901					0.0025	0.1299	0.1310	0.0238	0.0854	0.1516		0.0522		0.1760		0.2194		0.0076			0.1037			0.0626				0.1061	0.0251	0.5136	0.1479			0.0325		0.1062		0.2697	0.0194			0.2437		0.6459
Chondrilla_nucula	0.0652	0.0571	0.0750	0.1085		0.1385		0.0722	0.0333	0.1012				0.0653	0.0161	0.0333		0.3237	0.0530			0.0679	0.2169	0.0696		0.0395		0.0979	0.3685	0.0105		0.2043	0.1151	0.1238	0.0092	0.0741	0.1620	0.0553				0.0652	0.0997		0.6297		0.0851	0.5542	0.0521	0.0723					0.0451	0.5516	0.3757	0.1973		0.6281		0.1365	0.4373	0.0515		0.5707	0.1367	0.5061			0.3599	0.1717	0.3644	0.2009	0.0760	0.0339	0.1173	0.0993	0.0967	0.0680		0.3595	0.0083	0.0653	0.0271		0.0752			0.0906		0.0776	0.0206		0.0094		0.5808					0.3153	0.0497	0.0285	0.2937		0.0716	0.0375	0.0468	0.6272	0.0509	0.2210		0.0428	0.0474	0.0424	0.0268			0.3645	0.0632	0.0228	0.5072	0.3477	0.0485	0.3753		0.0836	0.0894	0.3518	0.0485	0.0791	0.5678	0.2221		0.0145	0.0140	0.4966	0.0068	0.2675			0.0400	0.4459		0.1564	0.1762	0.0724			0.1687	0.4674		0.4379	0.2120			0.1284	0.0626	0.2962			0.5001	0.0251	0.3935	0.5598		0.0383		0.1450	0.2259		0.3598	0.0194		0.0195			0.2240
Aphrocallistes_vastus	0.0745	0.0571	0.1237	0.1111	0.1898	0.1372	0.3250	0.0187	0.0161	0.1012	0.0057	0.0154	0.2169		0.0161	0.0333	0.0710		0.0530	0.1520	0.1546	0.0679	0.1659	0.0696	0.0317	0.1862		0.0250		0.0105	0.0012	0.2539	0.1151		0.0030	0.0741	0.0620	0.0553	0.0056			0.0261	0.0451		0.1203	0.6631	0.0723	0.1820		0.1825	0.0608	0.1178	0.0144	0.1759	0.0978	0.3890	0.0521	0.1142		0.1219	0.0913		0.0608	0.0473		0.2212		0.1989		0.1038	0.1401	0.3181	0.1606	0.1881	0.0760	0.0339				0.0680	0.0818				0.1467	0.0226	0.1188	0.1271	0.2902	0.0707	0.1130		0.0159	0.1476	0.3282	0.2456	0.1786	0.1912	0.0577	0.1180	0.1453	0.0712	0.1514	0.0204		0.0221	0.0627	0.0360	0.0336		0.0509	0.0988	0.1049	0.1130	0.0769	0.0424	0.0324		0.0906	0.2255	0.0632		0.2590		0.0347	0.1961	0.1261	0.0836	0.0894	0.0879		0.1276		0.1300		0.0145		0.0111	0.0378	0.0125	0.1242	0.1793	0.0985	0.0291	0.1364		0.0098	0.2208	0.1786	0.2630	0.2194		0.3183		0.2729	0.0796	0.0185			0.2131	0.0775		0.1400	0.0061	0.1965	0.1745	0.3044	0.0273	0.0427	0.1401	0.1210	0.1871	0.0664	0.0912		0.0858	0.0648	0.1523	0.2240
Saccoglossus_kowalevskii	0.1058	0.0571	0.5579	0.3954	0.5690		0.4303			0.1407		0.0154	0.5620		0.0161				0.3119		0.1423			0.0696	0.0317			0.0906	0.0544		0.0012	0.4306		0.0514		0.0509	0.0700	0.0553	0.0056	0.4681	0.0231	0.0652	0.0451			0.2922	0.2910			0.4401	0.0430		0.0091	0.4573	0.0264		0.2090		0.4517			0.2225	0.2528	0.1131	0.3404					0.0272					0.0372				0.0967		0.1839			0.1620	0.5310	0.0226		0.1012	0.5844	0.0906	0.6319	0.3522	0.0159		0.4345			0.5069	0.0577				0.2779	0.0367			0.1321	0.1490	0.0256		0.0509		0.2299			0.0694		0.1591	0.2005	0.4398	0.0632			0.0256			0.1295		0.1507	0.2009	0.3419		0.5081		0.0945	0.0145	0.0140	0.3428	0.0378	0.0125		0.1311		0.5397	0.3560	0.0834	0.0176	0.4329			0.6030	0.4761		0.3494		0.0193		0.3738		0.0975	0.1296	0.1259		0.0251	0.4327		0.0913	0.0667	0.0626	0.3550	0.2923		0.0893	0.1298	0.1167	0.4004			
Dryodora_glandiformis	0.0187	0.0571	0.1118	0.0982	0.1789	0.6128	0.3166	0.1835	0.0161	0.1012	0.0323		0.1905		0.0161	0.0272	0.0500	0.3913	0.0530	0.0483			0.1542	0.0728	0.0317	0.1084	0.0509			0.0105	0.0012					0.0678	0.0220	0.0553	0.0264				0.0451	0.2380	0.1203	0.1250		0.1527	0.0597	0.1664	0.1286		0.0144	0.0493	0.2594	0.1862	0.0521	0.4541		0.1594				0.0473	0.4572	0.6414			0.0722	0.1038	0.0982				0.0760	0.0339	0.0738	0.0779		0.4937		0.1007		0.0766	0.1401	0.0305		0.0378	0.2887	0.0667	0.0677		0.0159	0.7393		0.1407	0.0228		0.0577	0.3031	0.1520		0.0481	0.0285	0.4540	0.0221	0.1182	0.0303	0.0468		0.2164	0.0785	0.0473	0.0186	0.1063	0.0424	0.0519		0.0423		0.0571	0.0489	0.1964		0.0979		0.2434	0.0836	0.0459	0.0922	0.1228	0.5077	0.6120	0.1268		0.0307			0.0378	0.0025	0.1242	0.2138					0.0176	0.3622	0.1734					0.3086				0.1194	0.2528	0.3770	0.0775		0.1172	0.0251			0.1173	0.0383	0.0626		0.4805		0.0664	0.1077		0.1023			0.2187
