	Metazoa_Choano_RCFV_strict.phy	Gene_0010	Gene_0026	Gene_0027	Gene_0030	Gene_0033	Gene_0034	Gene_0035	Gene_0066	Gene_0069	Gene_0076	Gene_0077	Gene_0088	Gene_0089	Gene_0101	Gene_0102	Gene_0113	Gene_0114	Gene_0121	Gene_0134	Gene_0145	Gene_0153	Gene_0164	Gene_0169	Gene_0174	Gene_0185	Gene_0191	Gene_0194	Gene_0200	Gene_0201	Gene_0202	Gene_0226	Gene_0236	Gene_0245	Gene_0251	Gene_0252	Gene_0260	Gene_0281	Gene_0295	Gene_0303	Gene_0317	Gene_0320	Gene_0328	Gene_0330	Gene_0334	Gene_0335	Gene_0337	Gene_0348	Gene_0349	Gene_0350	Gene_0351	Gene_0360	Gene_0376	Gene_0399	Gene_0406	Gene_0414	Gene_0420	Gene_0422	Gene_0424	Gene_0428	Gene_0435	Gene_0438	Gene_0441	Gene_0443	Gene_0445	Gene_0471	Gene_0478	Gene_0481	Gene_0483	Gene_0507	Gene_0509	Gene_0511	Gene_0518	Gene_0521	Gene_0531	Gene_0542	Gene_0544	Gene_0545	Gene_0557	Gene_0563	Gene_0575	Gene_0580	Gene_0581	Gene_0587	Gene_0596	Gene_0610	Gene_0658	Gene_0701	Gene_0703	Gene_0708	Gene_0714	Gene_0718	Gene_0723	Gene_0729	Gene_0731	Gene_0740	Gene_0771	Gene_0774	Gene_0784	Gene_0798	Gene_0809	Gene_0814	Gene_0831	Gene_0842	Gene_0843	Gene_0846	Gene_0857	Gene_0858	Gene_0873	Gene_0884	Gene_0893	Gene_0902	Gene_0906	Gene_0915	Gene_0934	Gene_0961	Gene_0980	Gene_0985	Gene_0986	Gene_0989	Gene_0992	Gene_0995	Gene_0997	Gene_1015	Gene_1018	Gene_1019	Gene_1023	Gene_1034
Salpingoeca_rosetta	0.0001	0.0093	0.0086	0.0033	0.0083	0.0092	0.0082	0.0038	0.0187	0.0070	0.0151	0.0117	0.0008	0.0053	0.0046	0.0100	0.0156	0.0042	0.0021	0.0112	0.0175	0.0115	0.0017	0.0338	0.0038	0.0128	0.0014	0.0086	0.0134	0.0043	0.0053	0.0051	0.0141	0.0019	0.0014	0.0036	0.0001	0.0063	0.0093	0.0135	0.0063	0.0104	0.0093	0.0103	0.0075	0.0091	0.0104	0.0120	0.0197	0.0019	0.0097	0.0104	0.0080	0.0092	0.0086	0.0067	0.0036	0.0020	0.0183	0.0009			0.0025	0.0120	0.0023	0.0047	0.0204	0.0021	0.0011	0.0094	0.0089	0.0199	0.0084	0.0121	0.0179	0.0060	0.0258	0.0006	0.0015	0.0050	0.0027	0.0173	0.0038	0.0080	0.0093	0.0604	0.0126	0.0067	0.0152	0.0039	0.0169	0.0040	0.0204	0.0016	0.0088	0.0037	0.0155	0.0007	0.0196	0.0048	0.0008	0.0021	0.0036	0.0012	0.0051	0.0138	0.0192	0.0038	0.0170	0.0178	0.0087	0.0137	0.0051	0.0043	0.0154	0.0106	0.0074	0.0017	0.0055	0.0011	0.0077	0.0188	0.0034	0.0169	0.0055	0.0134	0.0178	0.0062
Cydippida_sp	0.0031				0.0177	0.0157		0.0162							0.0004			0.0041			0.0347				0.0232			0.0470																								0.0083										0.0143																		0.0156				0.0018						0.0519									0.0160	0.0044									0.0109	0.0107			0.0126							0.0018								
Hydra_viridissima	0.0103	0.0009	0.0346	0.0033			0.0310		0.0201	0.0027	0.0134	0.0042	0.0000	0.0027			0.0010	0.0269				0.0012	0.0068	0.0318	0.0070	0.0035	0.0040		0.0014	0.0050	0.0472		0.0050	0.0030	0.0185		0.0097	0.0124	0.0050	0.0045	0.0242			0.0060	0.0082	0.0149		0.0082	0.0034	0.0071				0.0115		0.0044		0.0098	0.0110	0.0054			0.0035	0.0060	0.0118		0.0042	0.0136	0.0019			0.0002	0.0019		0.0054						0.0176		0.0063	0.0057			0.0126	0.0072	0.0161				0.0175	0.0015	0.0225	0.0080	0.0028		0.0026		0.0043		0.0214		0.0109	0.0060	0.0018				0.0125	0.0007		0.0101				0.0055	0.0055		0.0043	0.0053			0.0027		0.0059	
Hydra_vulgaris	0.0018	0.0085	0.0058	0.0033	0.0079	0.0115	0.0003		0.0248		0.0052	0.0042	0.0000	0.0083	0.0021	0.0028	0.0023	0.0028	0.0086	0.0413	0.0003	0.0012	0.0068	0.0318	0.0054	0.0012	0.0085		0.0014	0.0118	0.0059	0.0028	0.0050	0.0035	0.0125	0.0046	0.0097	0.0074	0.0122	0.0048	0.0116	0.0158		0.0056	0.0096	0.0149		0.0012	0.0018	0.0093	0.0025	0.0033	0.0122	0.0048	0.0041	0.0065	0.0112	0.0114	0.0110	0.0024		0.0119	0.0009	0.0071	0.0029	0.0157	0.0015	0.0173	0.0072	0.0022	0.0092	0.0002	0.0073		0.0067	0.0032		0.0266	0.0057	0.0020	0.0126	0.0043	0.0063	0.0052	0.0041	0.0089	0.0062	0.0033	0.0104	0.0105	0.0056		0.0148	0.0015	0.0188	0.0080	0.0070	0.0016	0.0026	0.0040	0.0068	0.0038	0.0039	0.0042	0.0109	0.0050	0.0177		0.0011		0.0049	0.0022	0.0072	0.0205	0.0040	0.0044	0.0003	0.0154	0.0002	0.0038	0.0083	0.0031	0.0021	0.0068	0.0079	0.0045	0.0101	0.0077
Nanomia_bijuga	0.0013	0.0127	0.0163	0.0053			0.0091		0.0160	0.0021	0.0002	0.0041	0.0139	0.0053	0.0050	0.0103	0.0055	0.0012	0.0388	0.1150		0.0178	0.0041	0.0106	0.0040	0.0035	0.0009		0.0014		0.0064	0.0028	0.0050	0.0022		0.0058	0.0013	0.0166	0.0337	0.0021	0.0056		0.0025	0.0079	0.0332			0.0007	0.0093	0.0201			0.0173	0.0202	0.0041	0.0011	0.0067	0.0034	0.0588		0.0028	0.0119	0.0015	0.0044	0.0088	0.0029	0.0012	0.0027	0.0064		0.0092	0.0033	0.0088	0.0113	0.0036			0.0093	0.0005		0.0093		0.0108	0.0016		0.0135	0.0390	0.0030	0.0023	0.0092	0.0067	0.0089	0.0095	0.0136	0.0050	0.0002	0.0049	0.0014	0.0138	0.0062	0.0031	0.0044	0.0020	0.0060	0.0109	0.0339		0.0009	0.0002		0.0058	0.0007	0.0010	0.0321	0.0040	0.0109	0.0405		0.0079	0.0038	0.0061	0.0013	0.0070	0.0101	0.0017		0.0025	
Petrosia_ficiformis	0.0024	0.0034	0.0126			0.0045	0.0162		0.0134			0.0094	0.0003	0.0080	0.0041	0.0275		0.0008		0.0049		0.0336	0.0017	0.0103	0.0059	0.0091	0.0129		0.0014	0.0153	0.0166	0.0012	0.0164	0.0120		0.0040			0.0050	0.0080	0.0293		0.0023	0.0040	0.0073		0.0111	0.0025	0.0054	0.0186	0.0000		0.0187	0.0043	0.0091	0.0090	0.0099	0.0003	0.0109	0.0113	0.0042	0.0023	0.0051		0.0108	0.0088	0.0078	0.0070	0.0019	0.0019	0.0095	0.0217	0.0036		0.0256	0.0032	0.0133		0.0024						0.0023		0.0126	0.0057			0.0378	0.0089		0.0058	0.0052	0.0041	0.0193		0.0082	0.0171		0.0005	0.0002		0.0095			0.0064		0.0206	0.0017	0.0007		0.0208	0.0077		0.0547	0.0017	0.0050	0.0025	0.0180	0.0013			0.0148		0.0015	0.0126
Abylopsis_tetragona	0.0001	0.0009	0.0037	0.0052	0.0221	0.0079			0.0141		0.0011	0.0060	0.0031	0.0008		0.0111	0.0089	0.0145	0.0024	0.0049		0.0059		0.0062	0.0135	0.0094	0.0103		0.0014		0.0059	0.0012	0.0092	0.0082	0.0183	0.0079	0.0176	0.0111	0.0050	0.0180	0.0019	0.0183	0.0041	0.0016		0.0043	0.0130	0.0073	0.0005	0.0048	0.0081	0.0020	0.0072	0.0048		0.0119	0.0078	0.0080		0.0030	0.0002	0.0126	0.0004	0.0105	0.0103	0.0123	0.0015	0.0064	0.0019	0.0041	0.0122	0.0073	0.0144	0.0061	0.0072	0.0124		0.0044	0.0052		0.0079	0.0007	0.0324	0.0038		0.0004	0.0064	0.0002	0.0048	0.0048	0.0064	0.0025	0.0011	0.0015	0.0055	0.0077	0.0034	0.0061	0.0055	0.0017	0.0018		0.0080	0.0012	0.0029	0.0387	0.0251		0.0059	0.0017	0.0080	0.0064	0.0010	0.0091	0.0040	0.0147	0.0762	0.0191	0.0058	0.0016	0.0031	0.0087		0.0174			0.0123	0.0012
Salpingoeca_pyxidium	0.0038	0.0177	0.0162	0.0102		0.0046	0.0143	0.0056		0.0701	0.0076	0.0248		0.0352		0.0001	0.0024	0.0243	0.0131	0.0124		0.0210	0.0168	0.0126		0.0705	0.0037		0.0134	0.0248		0.0001	0.0014	0.0032		0.0223		0.0144	0.0021		0.0176	0.0559	0.0099	0.0475		0.0027	0.0743				0.0057	0.0002			0.0241						0.0125			0.0172	0.0159	0.0267	0.0150		0.0092	0.0055	0.0332	0.0047	0.0387	0.0106	0.0144	0.0060	0.0172			0.0031	0.0133		0.0499	0.0061			0.0080			0.0500		0.0040	0.0072		0.0160	0.0368	0.0229	0.0135	0.0160		0.0088			0.0017	0.0143						0.0371	0.0079		0.0245	0.0137			0.0709	0.0271		0.0080	0.0000	0.0135	0.0199	0.0155	0.0035	0.0393	
Hyalonema_populiferum	0.0002	0.0009		0.0093		0.0195				0.0021		0.0026	0.0068		0.0146	0.0136	0.0009		0.0229	0.0124		0.0110	0.0233		0.0016	0.0033	0.0099		0.0014	0.0120	0.0068	0.0146		0.0019		0.0016		0.0538	0.0093		0.0061			0.0028		0.0021		0.0003	0.0108	0.0023	0.0084	0.0067		0.0111	0.0041	0.0044	0.0080	0.0014			0.0119		0.0000	0.0120	0.0088		0.0044	0.0232	0.0034	0.0452	0.0171	0.0124	0.0056	0.0124	0.0023	0.0032	0.0087			0.0276	0.0132			0.0020		0.0057	0.0182	0.0141	0.0066		0.0263	0.0025	0.0637	0.0015	0.0487	0.0096	0.0077	0.0052	0.0082		0.0009	0.0034	0.0200	0.0042	0.0051	0.0395		0.0054	0.0053	0.0008	0.0019	0.0093		0.0233	0.0140	0.0054	0.0533	0.0161	0.0002		0.0083	0.0095		0.0034	0.0250		0.0217	
Sympagella_nux	0.0038	0.0034	0.0042	0.0177	0.0018	0.0216	0.0082		0.0089		0.0031	0.0026	0.0003	0.0156	0.0055	0.0134	0.0057		0.0169	0.0038	0.0239	0.0125	0.0145	0.0175	0.0056	0.0004	0.0010	0.0246		0.0016	0.0021	0.0028	0.0035	0.0040	0.0006	0.0005	0.0062	0.0208	0.0021	0.0122	0.0116	0.0158	0.0082	0.0157	0.0342	0.0110	0.0218	0.0029	0.0080	0.0023	0.0089	0.0122	0.0072	0.0035	0.0015	0.0201	0.0050	0.0042	0.0026			0.0160	0.0147	0.0125	0.0030	0.0018	0.0092	0.0051	0.0034	0.0035	0.0031	0.0085	0.0154			0.0032		0.0499	0.0164	0.0088	0.0002	0.0064	0.0003	0.0056	0.0015	0.0026	0.0127	0.0207	0.0161	0.0002	0.0146		0.0010	0.0105	0.0011	0.0153	0.0014	0.0031	0.0163	0.0221	0.0084	0.0024	0.0094	0.0042	0.0109	0.0121	0.0182	0.0040	0.0092	0.0038	0.0041	0.0038	0.0119	0.0025	0.0040	0.0099	0.0310	0.0089	0.0111		0.0021	0.0187		0.0034	0.0044	0.0077	0.0065	
Dryodora_glandiformis	0.0052				0.0098	0.0010	0.0301	0.0523		0.0078					0.0021				0.0116						0.0011			0.0176					0.0007		0.0007											0.0149	0.0023										0.0208	0.0055		0.0346		0.0034									0.0423			0.0179				0.0122		0.0059				0.0056															0.0160	0.0041	0.0061								0.0065	0.0141			0.0070					0.0055		0.0022			0.0123	0.0203	0.0115	0.0079		0.0299
Hormiphora_palmata	0.0069				0.0214		0.0113	0.0480		0.0021						0.0083				0.0242																											0.0181	0.0293	0.0034			0.0006						0.0308				0.0300									0.0060									0.0058	0.0050	0.0442		0.0057														0.0006			0.0043	0.0029			0.0051					0.0009										0.0072								
Cestum_veneris	0.0164																		0.0227		0.0390									0.0040													0.0083				0.0060	0.0402				0.0112					0.0296														0.0005			0.0027					0.0147					0.0084	0.0077																				0.0190				0.0003	0.0010		0.0122								0.0118						0.0246		
Ocyropsis_crystallina	0.0152				0.0121		0.0030	0.0024							0.0092			0.0059	0.0003						0.0056			0.0052		0.0049																	0.0142	0.0082				0.0035					0.0045					0.0102								0.0039	0.0013			0.0091			0.0048	0.0108	0.0143	0.0127				0.0032	0.0099					0.0229		0.0075								0.0003									0.0019	0.0140															0.0022	0.0021		0.0081
Eunicella_verrucosa	0.0025	0.0336	0.0106	0.0006			0.0051	0.0053	0.0161	0.0021	0.0093	0.0042	0.0028	0.0114	0.0066	0.0025	0.0159	0.0033	0.0087	0.0038	0.0047	0.0019	0.0194	0.0062	0.0021	0.0059	0.0073	0.0246	0.0533	0.0091	0.0001	0.0051	0.0071	0.0002	0.0067	0.0015	0.0001	0.0072		0.0005	0.0082	0.0008	0.0044	0.0103	0.0167	0.0062	0.0046		0.0005	0.0042	0.0059	0.0018	0.0072	0.0000	0.0047	0.0011	0.0094	0.0051	0.0057	0.0010	0.0147			0.0028	0.0030	0.0116	0.0012	0.0021	0.0019	0.0114	0.0059	0.0033	0.0046	0.0062	0.0101	0.0003	0.0016	0.0419		0.0171	0.0100	0.0010	0.0115	0.0100	0.0137	0.0004	0.0062	0.0020	0.0048		0.0176	0.0089	0.0019	0.0076	0.0129	0.0002	0.0112	0.0057		0.0066	0.0008	0.0010	0.0012	0.0101	0.0064	0.0288	0.0010	0.0032	0.0064	0.0107	0.0169	0.0100	0.0044	0.0004	0.0040	0.0021	0.0620	0.0055	0.0115	0.0137	0.0005	0.0063	0.0025	0.0083	0.0018	0.0059	0.0040	
Craseo_lathetica	0.0006	0.0098	0.0082	0.0147	0.0268		0.0025		0.0089		0.0202	0.0094	0.0031	0.0112	0.0227	0.0438	0.0123	0.0044	0.0046	0.0100		0.0088	0.0215	0.0386	0.0170	0.0765	0.0050		0.0411	0.0083	0.0131	0.0093	0.0060	0.0161	0.0168	0.0034	0.0109	0.0111	0.0050	0.0030	0.0078	0.0052			0.0400	0.0193		0.0274	0.0024	0.0048	0.0082	0.0001	0.0219	0.0048		0.0065	0.0078		0.0055		0.0098		0.0018	0.0196	0.0276	0.0006	0.0071	0.0248	0.0019		0.0222	0.0540	0.0033	0.0113	0.0236	0.0124				0.0023	0.0075	0.0009	0.0041	0.0168	0.0153	0.0299	0.0159	0.0025	0.0048	0.0064	0.0097	0.0045	0.0074	0.0007	0.0209			0.0018	0.0191	0.0097		0.0294	0.0107	0.0039	0.0109	0.0059	0.0124	0.0074	0.0095	0.0102	0.0441	0.0067	0.0001	0.0132	0.0084	0.0146	0.0111	0.0463	0.0058	0.0084	0.0005	0.0037	0.0034		0.0061	0.0084	0.0001	
