gene_id	tree_supported	tr1_log-likelihood	tr2_log-likelihood	tr3_log-likelihood
145_nsf1	tr1	-10318.987566	-10323.902531	-10322.816039
146_sap40	tr2	-9017.283932	-9015.169147	-9015.573002
147_psmb	tr2	-8546.38848800001	-8544.904096	-8546.48884500001
148_psma	tr3	-10377.440056	-10376.702409	-10376.397989
149_tribe340	tr1	-4400.013363	-4402.397586	-4402.239794
14_rpl3	tr1	-17582.900486	-17589.411362	-17588.455926
150_rps2	tr3	-7326.677178	-7326.16194	-7325.494228
151_tribe1244	tr1	-7485.197733	-7486.728052	-7487.035523
152_rpl18	tr2	-9097.550468	-9097.275732	-9098.196562
153_tribe629	tr1	-3087.119321	-3087.947069	-3088.188896
154_wrs	tr3	-17747.366288	-17750.425008	-17747.285985
155_rpl15a	tr1	-8969.716114	-8973.01215499999	-8973.209458
156_mcm	tr2	-23192.562922	-23185.474884	-23186.783732
157_vacaatpasepl21	tr1	-5739.4943	-5741.26263100001	-5741.186997
158_rps28a	tr3	-1202.156383	-1202.462841	-1202.099924
159_glcn	tr1	-15148.006086	-15154.344767	-15153.959114
15_rpl16b	tr1	-10337.9826	-10338.855026	-10338.820709
160_if1a	tr3	-2882.154041	-2882.000521	-2881.853302
161_rpl6	tr1	-8183.952625	-8191.480241	-8191.548275
162_tribe1381	tr2	-11928.242645	-11928.188187	-11928.884297
163_cct	tr3	-22129.088627	-22128.877929	-22128.807025
164_l12e	tr2	-8084.384141	-8084.139378	-8084.491525
165_rla2	tr3	-3099.135616	-3098.655795	-3097.810091
166_tif2a	tr2	-14902.631811	-14901.346173	-14904.705619
167_rps24	tr1	-5782.795382	-5785.16033	-5784.81988
168_cct	tr3	-22369.241558	-22374.983186	-22368.399482
169_pace2	tr1	-12750.809393	-12757.01537	-12756.861135
16_vata	tr1	-19721.237869	-19728.902888	-19730.051413
170_rpl22	tr1	-5460.498816	-5463.887883	-5463.798003
171_rrp46	tr2	-10979.791214	-10977.66105	-10977.842116
172_hsp90	tr1	-24126.699606	-24137.27248	-24135.570438
173_vatpased	tr1	-8741.57867	-8743.780711	-8744.656409
174_cct	tr1	-29193.919346	-29198.400833	-29195.785554
175_rps15	tr1	-4947.569102	-4948.449013	-4948.403702
176_vatc	tr2	-17651.820195	-17651.388968	-17653.597704
177_tribe1007	tr1	-7965.021377	-7967.464562	-7968.008904
178_rpl39	tr1	-1897.338752	-1898.146832	-1898.197296
179_rps26	tr1	-3483.605654	-3486.511222	-3485.899611
17_rps18	tr3	-5708.720736	-5709.211073	-5708.695146
180_ornamtrans	tr2	-21442.063561	-21439.523989	-21443.821183
181_psmb	tr2	-11959.664966	-11957.429431	-11961.043773
182_rpl12b	tr1	-7631.508427	-7633.857218	-7633.890819
183_rps4	tr2	-12264.510076	-12262.131344	-12262.470652
184_yif1p	tr3	-9137.527846	-9136.359526	-9135.885474
185_rpo	tr1	-46856.8813609999	-46877.849706	-46876.80398
186_l12e	tr1	-6638.642113	-6643.827748	-6644.231919
187_rpl9	tr1	-11194.647001	-11197.291985	-11197.050704
188_xpb	tr1	-22168.096505	-22173.397449	-22175.006348
189_tribe572	tr3	-9225.471914	-9226.167626	-9223.861845
18_tribe1294	tr1	-9201.254653	-9201.337252	-9203.241
190_psmb	tr1	-12680.807491	-12685.204269	-12684.40575
191_nsf1	tr1	-7492.48563600001	-7493.54504599999	-7494.03331199999
192_rpl19a	tr1	-7228.746181	-7231.501391	-7231.162403
193_rps7	tr3	-8648.560312	-8648.585477	-8648.12054599999
194_pace2	tr1	-11093.14013	-11098.926124	-11098.271393
195_cct	tr1	-22489.7308	-22493.830052	-22494.38024
196_rps8	tr1	-7944.49861799999	-7945.428093	-7946.353001
197_rpl17	tr1	-7518.546729	-7524.288459	-7524.267573
198_rpl32	tr3	-6974.302394	-6975.096445	-6973.248323
199_tribe495	tr1	-14279.329021	-14283.538031	-14283.670997
19_psmb	tr3	-11995.16788	-11993.7061	-11992.622604
1_rps9	tr1	-4597.292214	-4598.815819	-4599.071438
200_rpl21	tr2	-9453.634962	-9452.999157	-9453.686447
20_sra	tr1	-14151.628924	-14162.642171	-14161.826773
21_hsp70	tr1	-21412.048455	-21415.697929	-21415.616549
22_crfg	tr1	-22510.914839	-22526.630624	-22527.689067
23_cct	tr3	-22046.195681	-22048.601712	-22045.446457
24_tribe832	tr2	-14775.105507	-14774.129837	-14774.437205
25_rpl1	tr2	-10947.185716	-10947.07448	-10947.863593
26_mcm	tr3	-22206.702523	-22206.247661	-22204.753322
27_tribe320	tr2	-5521.539016	-5521.021595	-5521.177799
28_rps14	tr1	-2655.125472	-2657.840129	-2658.40983
29_rps29	tr1	-2415.631964	-2417.011874	-2417.101185
2_rpl20	tr2	-9468.164081	-9467.653283	-9467.710811
30_cct	tr1	-24985.940984	-24990.306329	-24990.158664
31_atpsynthalpha	tr1	-13426.08834	-13432.457404	-13433.264659
32_tribe765	tr2	-2942.283845	-2941.582419	-2942.299884
33_mcm	tr1	-23708.175318	-23716.208495	-23718.084358
34_l12e	tr1	-4309.906372	-4309.940268	-4309.97623
35_srp54	tr3	-17443.384885	-17445.754869	-17442.798178
36_tribe1200	tr1	-6233.257792	-6239.348735	-6239.363457
37_mcm	tr3	-25060.664174	-25066.500452	-25060.359165
38_if2b	tr3	-6494.565457	-6494.089048	-6493.946409
39_tribe768	tr1	-4356.86727	-4357.506549	-4357.708325
3_rpl5	tr1	-15427.532218	-15431.232908	-15431.466955
40_tribe942	tr2	-12363.608717	-12362.89359	-12366.024728
41_rpl37a	tr1	-4189.659637	-4191.252231	-4189.825583
42_ef2	tr3	-31814.698574	-31815.99309	-31812.523036
43_psma	tr2	-10984.100355	-10983.561718	-10987.012993
44_suca	tr1	-13162.913099	-13164.10093	-13163.267409
45_rps25	tr1	-3810.693137	-3813.827133	-3814.033684
46_srs	tr1	-20992.01168	-21006.338814	-21004.883465
47_tribe893	tr2	-3066.33292	-3065.738107	-3065.92886
48_rps16	tr1	-5317.276507	-5319.535777	-5318.856537
49_pace2	tr3	-12294.995088	-12296.629147	-12294.318293
4_l12e	tr2	-10376.615988	-10375.831186	-10376.423888
50_nsf2	tr1	-18861.854099	-18866.882121	-18869.282105
51_rps5	tr3	-5221.632127	-5221.081936	-5220.388038
52_tribe1121	tr2	-3061.191353	-3060.54768	-3060.601363
53_tribe629	tr1	-2076.554919	-2078.389731	-2076.915848
54_tribe896	tr3	-9906.98020300001	-9906.586269	-9906.365156
55_if2g	tr3	-14545.059778	-14544.972508	-14543.810015
56_if6	tr2	-9857.08210500001	-9855.267123	-9855.447158
57_tribe333	tr3	-4560.784147	-4560.925062	-4560.02854
58_fpps	tr1	-16191.197271	-16194.950095	-16193.233391
59_nsf1	tr2	-11582.448122	-11577.133376	-11578.740127
5_ef2	tr1	-22061.350512	-22073.593293	-22073.436075
60_if2p	tr3	-26783.418036	-26786.355151	-26780.259421
61_mcm	tr3	-28100.938776	-28102.942394	-28100.012301
62_rps27	tr1	-2754.268373	-2756.285388	-2756.166002
63_mcm	tr1	-23494.343145	-23506.659782	-23503.558497
64_psma	tr2	-7917.430467	-7911.030698	-7916.521423
65_rpl35	tr1	-7362.825054	-7363.098169	-7363.403154
66_rps22a	tr1	-4440.659667	-4441.935659	-4441.643779
67_rpl14a	tr2	-11337.023023	-11333.459339	-11334.350986
68_rps3	tr2	-6005.114437	-6003.51485	-6005.198843
69_nsf1	tr1	-9055.162616	-9056.54235200001	-9056.354944
6_tribe585	tr3	-11855.425323	-11856.159999	-11855.304364
70_if4a	tr1	-9787.597023	-9790.885995	-9790.225496
71_rpl43b	tr3	-3304.776941	-3304.786886	-3304.340643
72_rpl31	tr3	-5062.912328	-5062.216633	-5061.961987
73_nsf2	tr3	-16147.71299	-16148.330263	-16146.891749
74_w09c	tr1	-9151.479332	-9158.81918599999	-9158.37384099999
75_rpl38	tr1	-1906.367489	-1908.497932	-1908.249171
76_rpl24	tr1	-7399.810791	-7401.63655	-7401.474268
77_ef2	tr1	-32112.776828	-32114.272587	-32114.733956
78_rps10	tr1	-4678.849043	-4681.163385	-4681.379999
79_grc5	tr1	-9124.92893	-9131.06798100001	-9130.977835
7_psmb	tr1	-12405.551705	-12409.903934	-12409.756249
80_rpl26	tr1	-5767.334724	-5770.208688	-5771.248445
81_rpp0	tr1	-16741.50093	-16745.39691	-16747.35753
82_arp23	tr1	-14680.046529	-14683.169182	-14681.081052
83_rpl34	tr3	-6232.140538	-6231.502352	-6231.028808
84_rpo	tr1	-29225.140152	-29226.517372	-29226.514257
85_rps20	tr3	-3342.888798	-3342.822166	-3342.800209
86_ef1	tr1	-19649.775281	-19654.36979	-19654.684913
87_rpl36	tr1	-4202.669113	-4206.202214	-4205.895402
88_if4a	tr2	-14357.316562	-14356.360568	-14357.045278
89_u2snrnp	tr2	-4589.49947	-4588.793044	-4588.872902
8_vate	tr1	-15266.737431	-15266.893017	-15267.321671
90_rpl24	tr3	-6330.153315	-6329.266458	-6328.812684
91_tribe1099	tr2	-5611.532473	-5608.850053	-5609.274379
92_rpl33a	tr1	-5462.572884	-5464.061869	-5464.19898
93_tribe930	tr1	-3604.815964	-3606.575106	-3607.024782
94_hsp70	tr1	-24843.199903	-24850.163463	-24847.832251
95_cct	tr3	-21881.88527	-21883.331216	-21881.626222
96_cct	tr3	-22476.980829	-22477.416222	-22475.09545
97_tribe965	tr1	-4478.380434	-4478.727462	-4479.16059
98_stbproptase2a	tr2	-6295.316471	-6293.88060399999	-6295.130541
99_rpl42	tr3	-3466.6346	-3466.560695	-3464.739689
9_rps11	tr3	-5045.911977	-5045.307918	-5044.673397
