gene_id	tree_supported	tr1_log-likelihood	tr2_log-likelihood	tr3_log-likelihood
73_nsf2	tr3	-16110.844611	-16110.163703	-16109.238449
74_w09c	tr2	-9173.14131899999	-9165.46391900001	-9172.64111300001
75_rpl38	tr2	-1877.66893	-1875.359438	-1877.297925
76_rpl24	tr2	-7357.238172	-7355.373509	-7356.926796
78_rps10	tr2	-4637.175357	-4634.956693	-4637.420606
79_grc5	tr2	-9109.119475	-9102.649594	-9108.924683
7_psmb	tr2	-12370.950643	-12365.775849	-12370.527631
81_rpp0	tr2	-16704.265502	-16700.913413	-16706.299033
82_arp23	tr2	-14664.482962	-14661.048682	-14662.308403
83_rpl34	tr3	-6159.79869	-6160.881827	-6159.298663
85_rps20	tr3	-3293.91122	-3293.963198	-3293.886058
87_rpl36	tr2	-4159.338386	-4155.496355	-4159.086901
88_if4a	tr1	-14307.914303	-14309.131789	-14308.91045
89_u2snrnp	tr1	-4576.740199	-4577.483482	-4576.842973
90_rpl24	tr3	-6284.72781	-6286.552736	-6284.460943
91_tribe1099	tr1	-5572.070842	-5575.028254	-5572.645551
92_rpl33a	tr2	-5415.445567	-5413.81959	-5415.570681
93_tribe930	tr2	-3591.571514	-3590.150729	-3592.021411
95_cct	tr3	-21762.215133	-21761.670318	-21760.352123
96_cct	tr3	-22407.399916	-22407.36561	-22405.012876
97_tribe965	tr2	-4460.219086	-4459.918502	-4460.768392
98_stbproptase2a	tr1	-6278.028791	-6279.991703	-6279.531839
99_rpl42	tr3	-3460.003169	-3459.841449	-3458.222309
9_rps11	tr3	-5022.382532	-5023.13247	-5021.787842
