Basefrequencies
File	Clade	N taxa (informative)	p(A)	p(V)	p(L)	p(I)	p(P)	p(M)	p(F)	p(W)	p(G)	p(S)	p(T)	p(C)	p(N)	p(Q)	p(Y)	p(D)	p(E)	p(K)	p(R)	p(H)	p(Hydrophobic)	p(Hydrophilic)	p(Polar)	p(Nonpolar)	p(Positive)	p(Neutral)	p(Negative)	RCFV Value	csRCFV (A)	csRCFV (V)	csRCFV (L)	csRCFV (I)	csRCFV (P)	csRCFV (M)	csRCFV (F)	csRCFV (W)	csRCFV (G)	csRCFV (S)	csRCFV (T)	csRCFV (C)	csRCFV (N)	csRCFV (Q)	csRCFV (Y)	csRCFV (D)	csRCFV (E)	csRCFV (K)	csRCFV (R)	csRCFV (H)	csRCFV (Hydrophobic)	csRCFV (Hydrophilic)	csRCFV (Polar)	csRCFV (Nonpolar)	csRCFV (Positive)	csRCFV (Neutral)	csRCFV (Negative)	Chi-square value	Degrees of freedom	p-value	p(sites)	p(Gap) [-]	p(Ambiguity) [X]	p(Missing Data) [?]	csRCFV (Gap)	csRCFV (Ambiguity)	p_uninformative sites	p_inv(state)	p_inv(structure)	p_inv(polarity)	p_inv(charge)
Gene_0053	0 All_Taxa	47	0.0348	0.0284	0.0565	0.0724	0.0452	0.0591	0.0417	0.0197	0.0096	0.1266	0.0258	0.0982	0.0611	0.0281	0.0910	0.0594	0.0945	0.0258	0.0127	0.0093	0.2877	0.7123	0.5946	0.4054	0.1684	0.6740	0.1576	0.1018	0.0067	0.0032	0.0034	0.0060	0.0053	0.0052	0.0045	0.0048	0.0066	0.0052	0.0035	0.0048	0.0069	0.0035	0.0079	0.0074	0.0034	0.0030	0.0033	0.0070	0.0113	0.0113	0.0104	0.0104	0.0063	0.0089	0.0064	270.783969999998	874	1.00000	0.9790	0.0210	0.0000	0.0000	0.0106	0.0000	0.3427	0.1200	0.4000	0.4267	0.5333
Gene_0058	0 All_Taxa	49	0.0985	0.0287	0.0548	0.0502	0.0491	0.0399	0.0468	0.0366	0.0532	0.0440	0.0566	0.0269	0.0448	0.0302	0.0578	0.0205	0.1082	0.0389	0.0619	0.0525	0.4721	0.5279	0.4284	0.5716	0.0908	0.8618	0.0473	0.1434	0.0103	0.0075	0.0079	0.0077	0.0062	0.0073	0.0063	0.0041	0.0079	0.0075	0.0082	0.0041	0.0091	0.0053	0.0106	0.0060	0.0105	0.0057	0.0070	0.0044	0.0118	0.0118	0.0118	0.0118	0.0088	0.0120	0.0066	276.774620000002	912	1.00000	0.9846	0.0154	0.0000	0.0000	0.0198	0.0000	0.3108	0.1481	0.1852	0.2099	0.4568
Gene_0059	0 All_Taxa	55	0.0568	0.0084	0.0355	0.0451	0.0327	0.0190	0.0950	0.0071	0.0675	0.1123	0.0276	0.0757	0.0537	0.0140	0.0559	0.1222	0.0717	0.0414	0.0366	0.0220	0.2776	0.7224	0.6332	0.3668	0.2073	0.5948	0.1980	0.1789	0.0111	0.0032	0.0068	0.0073	0.0080	0.0052	0.0118	0.0027	0.0121	0.0192	0.0075	0.0101	0.0105	0.0039	0.0099	0.0170	0.0102	0.0087	0.0068	0.0067	0.0195	0.0195	0.0267	0.0267	0.0214	0.0372	0.0200	881.665039999999	1026	0.99957	0.7732	0.2268	0.0000	0.0000	0.2057	0.0000	0.3925	0.0066	0.0198	0.0231	0.0231
Gene_0062	0 All_Taxa	34	0.0644	0.0160	0.0510	0.0494	0.0372	0.0289	0.0454	0.0092	0.0571	0.0694	0.0263	0.0444	0.0849	0.0155	0.0776	0.0748	0.1350	0.0376	0.0588	0.0169	0.3883	0.6117	0.4758	0.5242	0.1148	0.7660	0.1192	0.0976	0.0074	0.0026	0.0032	0.0046	0.0041	0.0032	0.0050	0.0016	0.0061	0.0058	0.0047	0.0036	0.0081	0.0041	0.0075	0.0047	0.0078	0.0049	0.0054	0.0032	0.0100	0.0100	0.0100	0.0100	0.0033	0.0055	0.0045	302.593229999999	627	1.00000	0.9128	0.0872	0.0000	0.0000	0.0577	0.0000	0.5566	0.0511	0.1022	0.1314	0.1679
Gene_0063	0 All_Taxa	67	0.0506	0.0353	0.0339	0.0370	0.0495	0.0236	0.1103	0.0148	0.0442	0.1584	0.0303	0.0299	0.0530	0.0303	0.0542	0.0780	0.0454	0.0314	0.0572	0.0326	0.2852	0.7148	0.6279	0.3721	0.2687	0.6234	0.1079	0.174	0.0116	0.0047	0.0064	0.0118	0.0118	0.0029	0.0126	0.0012	0.0118	0.0144	0.0086	0.0076	0.0106	0.0088	0.0109	0.0120	0.0086	0.0084	0.0046	0.0042	0.0152	0.0152	0.0136	0.0136	0.0101	0.0159	0.0113	534.559560000002	1254	1.00000	0.9839	0.0161	0.0000	0.0000	0.0253	0.0000	0.0582	0.0909	0.2348	0.2273	0.2424
Gene_0064	0 All_Taxa	62	0.0393	0.0034	0.0826	0.0291	0.0413	0.0387	0.0585	0.0131	0.0447	0.0532	0.0421	0.0549	0.1183	0.0208	0.0782	0.0414	0.1234	0.0266	0.0512	0.0393	0.3866	0.6134	0.4125	0.5875	0.1117	0.7920	0.0963	0.1304	0.0064	0.0036	0.0073	0.0058	0.0062	0.0057	0.0063	0.0017	0.0070	0.0073	0.0051	0.0058	0.0101	0.0041	0.0096	0.0055	0.0143	0.0052	0.0094	0.0038	0.0149	0.0150	0.0106	0.0105	0.0101	0.0140	0.0074	407.223559999999	1159	1.00000	0.9547	0.0453	0.0000	0.0000	0.0473	0.0000	0.1544	0.0120	0.0241	0.0241	0.0361
Gene_0066	0 All_Taxa	64	0.0605	0.0260	0.0299	0.0524	0.0519	0.0436	0.0792	0.0020	0.0362	0.1002	0.0325	0.0671	0.0421	0.0097	0.0518	0.1210	0.0668	0.0322	0.0483	0.0466	0.3084	0.6916	0.6196	0.3804	0.1794	0.6325	0.1881	0.1683	0.0140	0.0044	0.0069	0.0079	0.0075	0.0074	0.0098	0.0025	0.0106	0.0109	0.0059	0.0127	0.0088	0.0052	0.0074	0.0123	0.0090	0.0106	0.0072	0.0072	0.0180	0.0180	0.0213	0.0213	0.0112	0.0168	0.0121	715.29395	1197	1.00000	0.9238	0.0762	0.0000	0.0000	0.0781	0.0000	0.1554	0.0314	0.0890	0.0681	0.1361
Gene_0068	0 All_Taxa	41	0.0678	0.0140	0.0585	0.0492	0.0329	0.0334	0.0574	0.0112	0.0603	0.0754	0.0216	0.0551	0.0821	0.0357	0.0733	0.0703	0.1004	0.0378	0.0282	0.0355	0.3379	0.6621	0.5215	0.4785	0.1328	0.7418	0.1254	0.1518	0.0125	0.0038	0.0064	0.0071	0.0067	0.0050	0.0094	0.0032	0.0095	0.0127	0.0039	0.0068	0.0094	0.0051	0.0119	0.0098	0.0110	0.0076	0.0045	0.0057	0.0137	0.0137	0.0158	0.0158	0.0099	0.0158	0.0096	768.8476	760	0.40394	0.7921	0.2079	0.0000	0.0000	0.1276	0.0000	0.5360	0.0000	0.0084	0.0042	0.0127
Gene_0070	0 All_Taxa	51	0.0659	0.0156	0.0630	0.0511	0.0326	0.0809	0.0615	0.0138	0.0595	0.0441	0.0399	0.0610	0.0782	0.0199	0.0400	0.0720	0.0969	0.0183	0.0463	0.0396	0.3423	0.6577	0.5165	0.4835	0.1056	0.7614	0.1330	0.1282	0.0092	0.0047	0.0078	0.0087	0.0070	0.0055	0.0074	0.0010	0.0088	0.0058	0.0058	0.0057	0.0095	0.0035	0.0071	0.0064	0.0065	0.0071	0.0046	0.0060	0.0142	0.0142	0.0148	0.0148	0.0087	0.0109	0.0071	387.831489999999	950	1.00000	0.9335	0.0665	0.0000	0.0000	0.0581	0.0000	0.3199	0.0000	0.0000	0.0000	0.0000
Gene_0073	0 All_Taxa	49	0.0541	0.0145	0.0426	0.0543	0.0493	0.0385	0.0468	0.0154	0.0767	0.0552	0.0196	0.0545	0.0508	0.0406	0.0623	0.0679	0.1246	0.0509	0.0573	0.0239	0.3572	0.6428	0.5494	0.4506	0.1021	0.7755	0.1224	0.1391	0.0112	0.0043	0.0049	0.0082	0.0073	0.0049	0.0082	0.0024	0.0105	0.0099	0.0040	0.0060	0.0070	0.0068	0.0102	0.0080	0.0088	0.0070	0.0055	0.0041	0.0158	0.0158	0.0178	0.0178	0.0066	0.0119	0.0094	844.483259999999	912	0.94586	0.8380	0.1620	0.0000	0.0000	0.1074	0.0000	0.4134	0.0000	0.0000	0.0000	0.0000
Gene_0076	0 All_Taxa	56	0.0459	0.0239	0.0487	0.0683	0.0375	0.0402	0.0474	0.0126	0.0733	0.0515	0.0244	0.0542	0.0571	0.0261	0.0604	0.0711	0.1086	0.0371	0.0712	0.0405	0.3636	0.6364	0.5306	0.4694	0.0988	0.7758	0.1253	0.1888	0.0102	0.0066	0.0077	0.0095	0.0075	0.0075	0.0111	0.0040	0.0099	0.0129	0.0072	0.0091	0.0102	0.0073	0.0140	0.0090	0.0168	0.0091	0.0112	0.0081	0.0193	0.0193	0.0209	0.0209	0.0178	0.0182	0.0127	723.61973	1045	1.00000	0.8402	0.1598	0.0000	0.0000	0.1659	0.0000	0.3278	0.0052	0.0156	0.0260	0.0156
Gene_0084	0 All_Taxa	59	0.0521	0.0124	0.0356	0.0560	0.0195	0.0608	0.0614	0.0255	0.0462	0.0595	0.0279	0.0225	0.0575	0.0188	0.0951	0.0288	0.1124	0.0285	0.1084	0.0710	0.4923	0.5077	0.4145	0.5855	0.1209	0.8277	0.0514	0.1565	0.0122	0.0049	0.0058	0.0082	0.0050	0.0086	0.0076	0.0027	0.0123	0.0086	0.0051	0.0050	0.0111	0.0048	0.0123	0.0070	0.0122	0.0058	0.0129	0.0047	0.0197	0.0197	0.0202	0.0202	0.0068	0.0102	0.0080	594.958730000001	1102	1.00000	0.9321	0.0679	0.0000	0.0000	0.0808	0.0000	0.2144	0.0175	0.0526	0.0643	0.0643
Gene_0086	0 All_Taxa	57	0.0565	0.0353	0.0402	0.0361	0.0279	0.0492	0.0620	0.0187	0.0603	0.0706	0.0205	0.0735	0.0731	0.0283	0.0689	0.0610	0.0900	0.0357	0.0494	0.0431	0.3469	0.6531	0.5399	0.4601	0.1325	0.7329	0.1345	0.1574	0.0100	0.0063	0.0048	0.0070	0.0077	0.0087	0.0073	0.0036	0.0099	0.0124	0.0042	0.0102	0.0090	0.0060	0.0092	0.0095	0.0126	0.0070	0.0070	0.0056	0.0148	0.0148	0.0146	0.0146	0.0122	0.0192	0.0117	598.902719999998	1064	1.00000	0.8340	0.1659	0.0001	0.0000	0.1875	0.0002	0.3209	0.0117	0.0469	0.0508	0.0703
Gene_0088	0 All_Taxa	57	0.0745	0.0264	0.0553	0.0619	0.0527	0.0354	0.0463	0.0352	0.0726	0.0356	0.0168	0.0730	0.0651	0.0289	0.0803	0.0483	0.0862	0.0300	0.0305	0.0451	0.3685	0.6315	0.5111	0.4889	0.0818	0.7968	0.1214	0.0967	0.0076	0.0043	0.0059	0.0049	0.0055	0.0045	0.0042	0.0015	0.0069	0.0055	0.0032	0.0037	0.0072	0.0036	0.0081	0.0037	0.0053	0.0051	0.0034	0.0030	0.0098	0.0098	0.0090	0.0090	0.0051	0.0053	0.0032	417.59905	1064	1.00000	0.9239	0.0761	0.0000	0.0000	0.0802	0.0000	0.2477	0.0131	0.0196	0.0261	0.0392
Gene_0090	0 All_Taxa	64	0.0581	0.0274	0.0493	0.0376	0.0472	0.0420	0.0277	0.0091	0.0391	0.0663	0.0369	0.0508	0.0629	0.0100	0.0765	0.0814	0.1094	0.0353	0.0652	0.0678	0.4231	0.5769	0.4647	0.5353	0.0940	0.7737	0.1322	0.174	0.0106	0.0091	0.0060	0.0112	0.0108	0.0071	0.0089	0.0020	0.0103	0.0147	0.0086	0.0085	0.0078	0.0070	0.0114	0.0090	0.0089	0.0088	0.0074	0.0057	0.0145	0.0145	0.0142	0.0142	0.0129	0.0135	0.0084	588.391379999998	1197	1.00000	0.9683	0.0317	0.0000	0.0000	0.0458	0.0000	0.1147	0.0078	0.0781	0.0938	0.1875
Gene_0098	0 All_Taxa	47	0.0629	0.0119	0.0588	0.0604	0.0392	0.0467	0.0638	0.0090	0.0706	0.0461	0.0195	0.0484	0.0681	0.0312	0.0596	0.0467	0.1230	0.0416	0.0532	0.0394	0.3665	0.6335	0.5066	0.4934	0.1099	0.7951	0.0950	0.1453	0.0102	0.0038	0.0059	0.0069	0.0075	0.0059	0.0070	0.0030	0.0090	0.0109	0.0046	0.0061	0.0091	0.0054	0.0097	0.0093	0.0109	0.0089	0.0068	0.0045	0.0117	0.0117	0.0130	0.0130	0.0088	0.0131	0.0085	839.297559999999	874	0.79540	0.7958	0.2042	0.0000	0.0000	0.1696	0.0000	0.4657	0.0000	0.0000	0.0030	0.0060
Gene_0105	0 All_Taxa	32	0.0995	0.0343	0.0624	0.0502	0.0394	0.0199	0.0667	0.0098	0.0533	0.0547	0.0300	0.0533	0.0876	0.0184	0.0724	0.0448	0.0753	0.0377	0.0369	0.0533	0.3771	0.6229	0.4728	0.5272	0.1214	0.7805	0.0981	0.0904	0.0078	0.0044	0.0035	0.0036	0.0039	0.0026	0.0055	0.0015	0.0060	0.0052	0.0039	0.0037	0.0070	0.0034	0.0075	0.0051	0.0042	0.0052	0.0036	0.0029	0.0093	0.0093	0.0081	0.0081	0.0049	0.0075	0.0053	383.3234	589	1.00000	0.9491	0.0509	0.0000	0.0000	0.0366	0.0000	0.5661	0.0052	0.0677	0.0833	0.1562
Gene_0120	0 All_Taxa	52	0.0624	0.0208	0.0309	0.0371	0.0289	0.0413	0.0633	0.0354	0.0508	0.0411	0.0447	0.0494	0.0766	0.0289	0.0511	0.0648	0.1498	0.0487	0.0549	0.0191	0.4174	0.5826	0.4751	0.5249	0.1044	0.7814	0.1142	0.1986	0.0132	0.0058	0.0064	0.0109	0.0077	0.0085	0.0103	0.0058	0.0090	0.0113	0.0133	0.0068	0.0132	0.0077	0.0140	0.0125	0.0172	0.0099	0.0103	0.0052	0.0168	0.0168	0.0179	0.0179	0.0106	0.0133	0.0117	652.495080000001	969	1.00000	0.9094	0.0906	0.0000	0.0000	0.0654	0.0000	0.3245	0.0000	0.0410	0.0410	0.0820
Gene_0123	0 All_Taxa	35	0.0406	0.0269	0.0502	0.0522	0.0207	0.0169	0.0627	0.0106	0.0438	0.0956	0.0197	0.1023	0.0671	0.0319	0.0651	0.0896	0.0926	0.0209	0.0599	0.0307	0.3192	0.6808	0.5635	0.4365	0.1583	0.6497	0.1920	0.0949	0.0060	0.0037	0.0038	0.0041	0.0039	0.0029	0.0040	0.0021	0.0052	0.0063	0.0041	0.0066	0.0073	0.0028	0.0072	0.0055	0.0069	0.0052	0.0035	0.0039	0.0098	0.0098	0.0092	0.0092	0.0057	0.0104	0.0077	340.17631	646	1.00000	0.9198	0.0802	0.0000	0.0000	0.0523	0.0000	0.5401	0.0192	0.0513	0.0577	0.0769
Gene_0128	0 All_Taxa	46	0.0480	0.0024	0.0354	0.0736	0.0061	0.0728	0.0891	0.0004	0.0659	0.1094	0.0370	0.0366	0.0305	0.0378	0.0439	0.0081	0.1123	0.0509	0.0513	0.0883	0.3812	0.6188	0.5529	0.4471	0.1985	0.7567	0.0448	0.1483	0.0069	0.0031	0.0038	0.0080	0.0060	0.0080	0.0094	0.0005	0.0071	0.0091	0.0059	0.0012	0.0095	0.0064	0.0123	0.0072	0.0149	0.0120	0.0082	0.0092	0.0199	0.0199	0.0159	0.0159	0.0115	0.0133	0.0068	362.31618	855	1.00000	0.9895	0.0105	0.0000	0.0000	0.0129	0.0000	0.3497	0.1481	0.3148	0.2963	0.3333
Gene_0129	0 All_Taxa	55	0.0581	0.0311	0.0620	0.0518	0.0463	0.0442	0.0315	0.0019	0.0689	0.0341	0.0122	0.0293	0.1050	0.0171	0.0866	0.0249	0.1166	0.0332	0.1115	0.0334	0.4205	0.5795	0.4125	0.5875	0.0656	0.8802	0.0543	0.1487	0.0119	0.0064	0.0062	0.0080	0.0064	0.0044	0.0063	0.0025	0.0105	0.0087	0.0059	0.0057	0.0132	0.0045	0.0123	0.0056	0.0120	0.0062	0.0080	0.0043	0.0175	0.0174	0.0123	0.0123	0.0088	0.0109	0.0069	423.050610000001	1026	1.00000	0.9988	0.0012	0.0000	0.0000	0.0017	0.0000	0.2153	0.2039	0.3301	0.4466	0.7573
Gene_0131	0 All_Taxa	57	0.0545	0.0106	0.0293	0.0427	0.0436	0.0399	0.0532	0.0049	0.0700	0.0616	0.0361	0.0485	0.0673	0.0306	0.0722	0.0835	0.1102	0.0603	0.0620	0.0189	0.3589	0.6411	0.5445	0.4555	0.1148	0.7532	0.1319	0.1479	0.0109	0.0041	0.0063	0.0078	0.0064	0.0066	0.0063	0.0021	0.0089	0.0082	0.0068	0.0060	0.0077	0.0061	0.0109	0.0101	0.0090	0.0095	0.0091	0.0053	0.0175	0.0175	0.0219	0.0219	0.0068	0.0135	0.0100	964.635359999998	1064	0.98646	0.7461	0.2539	0.0000	0.0000	0.2494	0.0000	0.3925	0.0060	0.0159	0.0159	0.0179
Gene_0135	0 All_Taxa	55	0.0695	0.0209	0.0500	0.0631	0.0371	0.0449	0.0244	0.0153	0.0802	0.0324	0.0418	0.0084	0.0940	0.0177	0.0830	0.0246	0.1503	0.0214	0.0929	0.0281	0.4809	0.5191	0.3750	0.6250	0.0568	0.9103	0.0330	0.1455	0.0105	0.0044	0.0072	0.0090	0.0059	0.0073	0.0064	0.0028	0.0141	0.0061	0.0067	0.0038	0.0098	0.0039	0.0115	0.0048	0.0097	0.0046	0.0112	0.0059	0.0181	0.0181	0.0164	0.0164	0.0047	0.0079	0.0055	710.87127	1026	1.00000	0.8849	0.1151	0.0000	0.0000	0.1249	0.0000	0.3047	0.0119	0.0158	0.0237	0.0988
Gene_0140	0 All_Taxa	46	0.0739	0.0141	0.0663	0.0406	0.0208	0.0503	0.0686	0.0029	0.0565	0.0692	0.0409	0.0708	0.0647	0.0201	0.0641	0.0545	0.1208	0.0288	0.0386	0.0335	0.3747	0.6253	0.4944	0.5056	0.1378	0.7369	0.1253	0.1725	0.0133	0.0040	0.0105	0.0087	0.0069	0.0077	0.0103	0.0025	0.0092	0.0129	0.0072	0.0100	0.0103	0.0059	0.0112	0.0099	0.0101	0.0088	0.0075	0.0054	0.0170	0.0170	0.0222	0.0222	0.0140	0.0150	0.0088	666.57743	855	1.00000	0.8762	0.1238	0.0000	0.0000	0.1005	0.0000	0.4242	0.0146	0.0511	0.0657	0.1022
Gene_0141	0 All_Taxa	40	0.0517	0.0755	0.0357	0.0571	0.0524	0.0263	0.0655	0.0135	0.0618	0.0834	0.0251	0.0727	0.0605	0.0188	0.0495	0.0752	0.0451	0.0382	0.0364	0.0555	0.2768	0.7232	0.6270	0.3730	0.1489	0.7031	0.1480	0.1209	0.0075	0.0023	0.0061	0.0117	0.0070	0.0036	0.0071	0.0011	0.0075	0.0089	0.0037	0.0074	0.0078	0.0045	0.0070	0.0058	0.0057	0.0063	0.0029	0.0073	0.0113	0.0113	0.0116	0.0116	0.0070	0.0107	0.0074	264.01565	741	1.00000	0.9726	0.0274	0.0000	0.0000	0.0087	0.0000	0.4443	0.0854	0.2195	0.2683	0.3171
