gene_id	tree_supported	tr1_log-likelihood	tr2_log-likelihood	tr3_log-likelihood
V2META11518-42-Calc_Hmm10-BMGE05	tr2	-6305.962528	-6302.560238	-6305.775726
V2META11538-2-42-Calc_Hmm10-BMGE05	tr1	-11501.516358	-11505.632228	-11505.508052
V2META11539-42-Calc_Hmm10-BMGE05	tr1	-17021.283086	-17028.859995	-17025.979203
V2META11543-42-Calc_Hmm10-BMGE05	tr2	-13667.869073	-13665.238858	-13668.552709
V2META11559-42-Calc_Hmm10-BMGE05	tr2	-17499.791842	-17492.150508	-17497.032637
V2META11562-42-Calc_Hmm10-BMGE05	tr2	-28615.714776	-28613.973745	-28614.933879
V2META11594-42-Calc_Hmm10-BMGE05	tr2	-25355.330844	-25349.221186	-25354.074734
V2META11604-42-Calc_Hmm10-BMGE05	tr1	-14702.473748	-14703.204398	-14708.667498
V2META11626-42-Calc_Hmm10-BMGE05	tr2	-9490.24774300001	-9479.953231	-9489.351782
V2META11636-1-42-Calc_Hmm10-BMGE05	tr1	-6585.861762	-6585.886745	-6585.901317
V2META11656-42-Calc_Hmm10-BMGE05	tr2	-10126.844664	-10121.291888	-10125.619174
V2META11663-2-42-Calc_Hmm10-BMGE05	tr2	-19311.561901	-19307.595942	-19310.258326
V2META11672-2-42-Calc_Hmm10-BMGE05	tr3	-7042.696135	-7043.695947	-7040.59129299999
V2META11673-42-Calc_Hmm10-BMGE05	tr2	-5567.715227	-5565.085351	-5567.41552
V2META11684-1-42-Calc_Hmm10-BMGE05	tr1	-14585.593613	-14587.39738	-14588.383019
V2META11688-1-42-Calc_Hmm10-BMGE05	tr1	-8778.28868300001	-8780.67178800001	-8778.615684
V2META11692-42-Calc_Hmm10-BMGE05	tr1	-19143.929291	-19145.275742	-19148.418011
V2META11711-42-Calc_Hmm10-BMGE05	tr1	-10335.717269	-10339.685056	-10338.436817
V2META11712-42-Calc_Hmm10-BMGE05	tr2	-6206.074791	-6202.878322	-6208.010211
V2META11713-42-Calc_Hmm10-BMGE05	tr2	-13245.03051	-13241.147188	-13245.124452
V2META11729-42-Calc_Hmm10-BMGE05	tr2	-5636.349086	-5632.626936	-5633.599381
V2META11730-2-42-Calc_Hmm10-BMGE05	tr2	-15969.885191	-15962.578192	-15969.7854
V2META11732-42-Calc_Hmm10-BMGE05	tr1	-13334.444845	-13337.585272	-13335.183413
V2META11735-2-42-Calc_Hmm10-BMGE05	tr2	-9345.689955	-9339.934056	-9344.809273
V2META11741-42-Calc_Hmm10-BMGE05	tr3	-6241.448075	-6241.197147	-6240.752915
V2META11751-42-Calc_Hmm10-BMGE05	tr2	-9308.10895	-9307.622666	-9309.619647
V2META11753-42-Calc_Hmm10-BMGE05	tr3	-15653.866889	-15657.444526	-15653.620696
V2META11754-42-Calc_Hmm10-BMGE05	tr2	-16997.679313	-16991.716546	-17000.275501
V2META11763-42-Calc_Hmm10-BMGE05	tr2	-9382.743207	-9371.22878	-9383.901212
V2META11780-42-Calc_Hmm10-BMGE05	tr1	-12926.041767	-12928.6928	-12926.909767
V2META11782-42-Calc_Hmm10-BMGE05	tr1	-4832.21317	-4833.773569	-4834.2457
V2META11793-42-Calc_Hmm10-BMGE05	tr1	-17319.196739	-17320.850271	-17319.598497
V2META11798-42-Calc_Hmm10-BMGE05	tr3	-7601.240757	-7601.35424299999	-7595.6148
V2META11799-42-Calc_Hmm10-BMGE05	tr2	-21209.620691	-21202.272318	-21210.297839
V2META11800-42-Calc_Hmm10-BMGE05	tr2	-8042.69909	-8038.269657	-8042.81178
V2META11809-42-Calc_Hmm10-BMGE05	tr2	-10075.274109	-10071.459524	-10074.920101
V2META11811-2-42-Calc_Hmm10-BMGE05	tr2	-20124.719578	-20116.132401	-20122.253532
V2META11830-42-Calc_Hmm10-BMGE05	tr3	-23620.276979	-23616.690639	-23613.079877
V2META11831-42-Calc_Hmm10-BMGE05	tr3	-20286.634062	-20285.892028	-20281.116094
V2META11832-42-Calc_Hmm10-BMGE05	tr2	-17391.831058	-17388.99803	-17391.97576
V2META11861-42-Calc_Hmm10-BMGE05	tr3	-10878.911467	-10881.548271	-10878.220303
V2META11869-42-Calc_Hmm10-BMGE05	tr2	-19634.687878	-19633.139657	-19634.116961
V2META11890-42-Calc_Hmm10-BMGE05	tr1	-8380.72795	-8382.21796	-8381.20719700001
V2META11898-42-Calc_Hmm10-BMGE05	tr3	-6790.217987	-6789.328365	-6789.317427
V2META11908-2-42-Calc_Hmm10-BMGE05	tr1	-12717.357868	-12719.972562	-12718.07542
V2META11909-42-Calc_Hmm10-BMGE05	tr2	-15367.676025	-15365.442648	-15366.118991
V2META11914-42-Calc_Hmm10-BMGE05	tr2	-31199.842783	-31197.896062	-31198.960729
V2META11917-42-Calc_Hmm10-BMGE05	tr2	-9602.691317	-9597.930291	-9602.04852199999
V2META11933-42-Calc_Hmm10-BMGE05	tr1	-4653.735007	-4654.991695	-4654.644899
V2META11935-42-Calc_Hmm10-BMGE05	tr2	-16161.282086	-16159.681212	-16161.88872
V2META11937-42-Calc_Hmm10-BMGE05	tr1	-5482.394037	-5483.592273	-5482.845245
V2META11973-42-Calc_Hmm10-BMGE05	tr1	-13637.39482	-13638.322758	-13637.49999
V2META11981-42-Calc_Hmm10-BMGE05	tr3	-13996.91749	-13994.692498	-13993.112388
V2META11982-42-Calc_Hmm10-BMGE05	tr3	-14792.845561	-14793.295347	-14788.698253
V2META11985-2-42-Calc_Hmm10-BMGE05	tr2	-3661.096415	-3658.11837	-3659.433339
V2META11988-42-Calc_Hmm10-BMGE05	tr3	-4053.386729	-4053.505161	-4051.667754
V2META11989-42-Calc_Hmm10-BMGE05	tr2	-9014.429815	-9009.525347	-9014.251165
V2META11998-42-Calc_Hmm10-BMGE05	tr2	-8160.111263	-8154.807188	-8160.715417
V2META12005-42-Calc_Hmm10-BMGE05	tr1	-11030.414924	-11034.146068	-11032.528152
V2META12014-2-42-Calc_Hmm10-BMGE05	tr3	-13750.882068	-13752.855984	-13746.833014
V2META12016-42-Calc_Hmm10-BMGE05	tr2	-13332.963779	-13332.352063	-13332.901874
V2META12019-2-42-Calc_Hmm10-BMGE05	tr1	-4312.021981	-4313.831458	-4314.123924
V2META12026-42-Calc_Hmm10-BMGE05	tr2	-42554.148855	-42542.567173	-42559.009435
V2META12036-42-Calc_Hmm10-BMGE05	tr2	-19245.491529	-19239.950732	-19245.649211
V2META12041-42-Calc_Hmm10-BMGE05	tr2	-5972.430005	-5970.545207	-5972.01447
V2META12042-42-Calc_Hmm10-BMGE05	tr2	-4515.208649	-4514.015282	-4514.443856
V2META12049-42-Calc_Hmm10-BMGE05	tr3	-3483.317995	-3483.971156	-3482.291436
V2META12052-42-Calc_Hmm10-BMGE05	tr2	-10795.616299	-10792.842481	-10795.363158
V2META12074-42-Calc_Hmm10-BMGE05	tr2	-6156.254284	-6152.147813	-6155.657176
V2META12078-42-Calc_Hmm10-BMGE05	tr2	-4804.600703	-4802.850633	-4804.588919
V2META12107-42-Calc_Hmm10-BMGE05	tr2	-6729.868602	-6725.365996	-6727.911748
V2META12111-42-Calc_Hmm10-BMGE05	tr1	-7810.903504	-7811.903968	-7812.273994
V2META12119-42-Calc_Hmm10-BMGE05	tr1	-11293.849115	-11294.626956	-11294.942876
V2META12120-2-42-Calc_Hmm10-BMGE05	tr3	-13030.951493	-13031.046529	-13028.455217
V2META12122-42-Calc_Hmm10-BMGE05	tr2	-4348.355046	-4347.928963	-4349.147538
V2META12124-42-Calc_Hmm10-BMGE05	tr3	-3260.234004	-3261.595465	-3259.873795
V2META12131-42-Calc_Hmm10-BMGE05	tr2	-9342.032914	-9341.615439	-9343.781644
V2META12136-42-Calc_Hmm10-BMGE05	tr2	-31570.498803	-31569.721667	-31571.881776
V2META12137-42-Calc_Hmm10-BMGE05	tr1	-22880.148016	-22883.847748	-22883.287289
V2META12139-42-Calc_Hmm10-BMGE05	tr3	-23036.857838	-23039.085663	-23029.62672
V2META12150-1-42-Calc_Hmm10-BMGE05	tr1	-13173.775276	-13184.006974	-13178.01135
V2META12166-42-Calc_Hmm10-BMGE05	tr2	-34569.074026	-34554.735955	-34567.116207
V2META12171-42-Calc_Hmm10-BMGE05	tr2	-4760.33624	-4756.557102	-4760.00631
V2META12172-42-Calc_Hmm10-BMGE05	tr1	-38762.355992	-38762.494965	-38764.295508
V2META12174-42-Calc_Hmm10-BMGE05	tr3	-15647.745848	-15648.639544	-15645.283919
V2META12180-42-Calc_Hmm10-BMGE05	tr3	-6619.25219	-6620.174892	-6617.11217
V2META12188-42-Calc_Hmm10-BMGE05	tr3	-9501.035782	-9500.906707	-9497.948892
V2META12200-42-Calc_Hmm10-BMGE05	tr3	-8048.679763	-8048.65921	-8048.430228
V2META12203-42-Calc_Hmm10-BMGE05	tr2	-12404.499677	-12402.842864	-12405.811834
V2META12207-42-Calc_Hmm10-BMGE05	tr2	-13335.663303	-13334.221468	-13337.085274
V2META12229-42-Calc_Hmm10-BMGE05	tr1	-12782.279052	-12786.100674	-12786.148838
V2META12234-42-Calc_Hmm10-BMGE05	tr2	-10582.119484	-10581.558737	-10583.59729
V2META12235-42-Calc_Hmm10-BMGE05	tr2	-17156.810566	-17149.65207	-17155.025076
V2META12240-42-Calc_Hmm10-BMGE05	tr1	-3193.187136	-3193.492579	-3193.284074
V2META12254-42-Calc_Hmm10-BMGE05	tr2	-12397.948274	-12392.059731	-12396.151182
V2META12260-42-Calc_Hmm10-BMGE05	tr1	-13614.92274	-13615.460551	-13617.22728
V2META12269-42-Calc_Hmm10-BMGE05	tr1	-13260.078064	-13260.647677	-13264.049819
V2META12271-2-42-Calc_Hmm10-BMGE05	tr3	-11699.439784	-11699.875677	-11695.145343
V2META12286-42-Calc_Hmm10-BMGE05	tr1	-16683.355052	-16685.271396	-16687.759311
V2META12290-42-Calc_Hmm10-BMGE05	tr2	-5961.12591	-5959.113319	-5961.693141
V2META12291-2-42-Calc_Hmm10-BMGE05	tr2	-19221.823209	-19219.621675	-19219.981903
V2META12296-42-Calc_Hmm10-BMGE05	tr2	-14196.783004	-14192.851367	-14198.664064
V2META12298-42-Calc_Hmm10-BMGE05	tr2	-10865.900836	-10863.120513	-10863.796847
V2META12300-42-Calc_Hmm10-BMGE05	tr2	-8470.75566	-8469.047558	-8473.561036
V2META12301-42-Calc_Hmm10-BMGE05	tr1	-17803.431571	-17806.11596	-17805.891571
V2META12311-42-Calc_Hmm10-BMGE05	tr2	-20385.661544	-20382.911886	-20384.241007
V2META12313-42-Calc_Hmm10-BMGE05	tr3	-13285.346825	-13286.202301	-13284.383136
V2META12315-42-Calc_Hmm10-BMGE05	tr1	-14182.942267	-14186.303507	-14187.776466
V2META12318-42-Calc_Hmm10-BMGE05	tr2	-23657.56109	-23641.846452	-23657.445393
V2META12325-42-Calc_Hmm10-BMGE05	tr3	-14742.450365	-14741.622588	-14741.281254
V2META12336-42-Calc_Hmm10-BMGE05	tr1	-11195.891489	-11200.516058	-11198.096097
V2META12339-42-Calc_Hmm10-BMGE05	tr1	-12188.615996	-12188.935757	-12192.42155
V2META12359-42-Calc_Hmm10-BMGE05	tr2	-14628.615382	-14612.69613	-14629.200543
V2META12365-42-Calc_Hmm10-BMGE05	tr2	-43030.040513	-43008.109368	-43030.009812
V2META12368-42-Calc_Hmm10-BMGE05	tr2	-21002.484406	-20997.6032	-21000.189218
V2META12396-42-Calc_Hmm10-BMGE05	tr2	-32564.446297	-32549.320166	-32557.509078
V2META12398-42-Calc_Hmm10-BMGE05	tr3	-9472.083153	-9474.069425	-9472.01623200001
V2META12404-42-Calc_Hmm10-BMGE05	tr3	-21382.010947	-21386.37945	-21381.446948
V2META12413-42-Calc_Hmm10-BMGE05	tr1	-14542.192086	-14544.615814	-14544.344138
V2META12414-42-Calc_Hmm10-BMGE05	tr3	-3207.889285	-3207.855119	-3207.85422
V2META12416-42-Calc_Hmm10-BMGE05	tr3	-6159.362594	-6160.525933	-6159.275525
V2META12417-42-Calc_Hmm10-BMGE05	tr2	-10484.557124	-10483.623372	-10483.643415
V2META12427-42-Calc_Hmm10-BMGE05	tr3	-6875.564407	-6875.906703	-6875.342304
V2META12437-42-Calc_Hmm10-BMGE05	tr2	-13216.495145	-13216.321785	-13217.422525
V2META12442-42-Calc_Hmm10-BMGE05	tr2	-13195.407395	-13189.956649	-13196.120935
V2META12446-42-Calc_Hmm10-BMGE05	tr2	-14951.234581	-14941.163223	-14954.621965
V2META12452-42-Calc_Hmm10-BMGE05	tr2	-15207.361475	-15200.466318	-15208.628296
V2META12455-42-Calc_Hmm10-BMGE05	tr2	-8082.763495	-8072.020177	-8082.972444
