gene_id	tree_supported	tr1_log-likelihood	tr2_log-likelihood	tr3_log-likelihood
V2META10478-1-1-42-Calc_Hmm10-BMGE05	tr2	-14932.028291	-14924.838285	-14931.645569
V2META10478-2-2-2-42-Calc_Hmm10-BMGE05	tr1	-17163.73244	-17166.853085	-17168.484587
V2META10485-1-42-Calc_Hmm10-BMGE05	tr2	-13063.090696	-13060.687409	-13064.432153
V2META10522-2-1-42-Calc_Hmm10-BMGE05	tr1	-8515.100039	-8515.700981	-8515.118257
V2META10522-2-2-2-42-Calc_Hmm10-BMGE05	tr3	-9388.36095900001	-9393.010946	-9386.30627
V2META10532-2-42-Calc_Hmm10-BMGE05	tr1	-7255.06488	-7255.185904	-7256.457187
V2META10564-1-42-Calc_Hmm10-BMGE05	tr3	-12300.374536	-12300.502563	-12299.150098
V2META10603-1-42-Calc_Hmm10-BMGE05	tr2	-7391.199964	-7387.589467	-7390.626151
V2META10603-2-1-42-Calc_Hmm10-BMGE05	tr2	-23554.093219	-23538.103398	-23549.35363
V2META10658-2-42-Calc_Hmm10-BMGE05	tr2	-12375.762444	-12371.669198	-12374.885321
V2META10664-1-1-42-Calc_Hmm10-BMGE05	tr2	-5501.435852	-5499.098336	-5500.790584
V2META10664-1-2-2-42-Calc_Hmm10-BMGE05	tr2	-8085.85915600001	-8085.148214	-8086.415029
V2META10671-1-42-Calc_Hmm10-BMGE05	tr2	-8271.781649	-8265.803909	-8270.979669
V2META10671-2-42-Calc_Hmm10-BMGE05	tr2	-8085.795833	-8083.63719	-8087.244798
V2META10681-1-1-42-Calc_Hmm10-BMGE05	tr2	-8894.845125	-8891.743048	-8893.202666
V2META10683-2-42-Calc_Hmm10-BMGE05	tr2	-12716.747019	-12714.695127	-12717.577403
V2META10711-2-42-Calc_Hmm10-BMGE05	tr2	-21127.232503	-21127.069825	-21127.462269
V2META10744-2-42-Calc_Hmm10-BMGE05	tr2	-23960.893097	-23955.524894	-23959.4062
V2META10745-1-42-Calc_Hmm10-BMGE05	tr3	-17784.528197	-17781.99981	-17779.772391
V2META10750-2-2-42-Calc_Hmm10-BMGE05	tr2	-43247.912904	-43232.0023349999	-43253.91858
V2META10753-1-42-Calc_Hmm10-BMGE05	tr2	-9224.887052	-9217.627227	-9223.533714
V2META10765-1-42-Calc_Hmm10-BMGE05	tr2	-7125.449046	-7125.429753	-7125.569005
V2META10771-1-42-Calc_Hmm10-BMGE05	tr3	-15768.819486	-15769.597901	-15767.873631
V2META10811-1-42-Calc_Hmm10-BMGE05	tr2	-27444.50337	-27441.368311	-27445.678942
V2META10811-2-42-Calc_Hmm10-BMGE05	tr2	-16060.770522	-16050.947145	-16060.948401
V2META10814-1-42-Calc_Hmm10-BMGE05	tr2	-22911.388577	-22908.743481	-22913.721207
V2META10818-2-2-42-Calc_Hmm10-BMGE05	tr2	-12073.559851	-12071.94833	-12074.788455
V2META10832-1-42-Calc_Hmm10-BMGE05	tr2	-26361.749583	-26357.118021	-26368.364166
V2META10833-42-Calc_Hmm10-BMGE05	tr3	-11749.884084	-11748.848065	-11747.689299
V2META10834-1-42-Calc_Hmm10-BMGE05	tr2	-25700.578804	-25696.321345	-25699.727131
V2META10837-1-42-Calc_Hmm10-BMGE05	tr3	-12354.723304	-12355.440416	-12352.917444
V2META10840-2-42-Calc_Hmm10-BMGE05	tr2	-24391.977844	-24387.821427	-24394.484427
V2META10841-42-Calc_Hmm10-BMGE05	tr1	-7208.564544	-7213.502377	-7208.686716
V2META10852-1-42-Calc_Hmm10-BMGE05	tr2	-8791.562526	-8791.424062	-8791.897453
V2META10853-2-42-Calc_Hmm10-BMGE05	tr1	-11481.740787	-11490.991585	-11486.50812
V2META10855-1-42-Calc_Hmm10-BMGE05	tr2	-21265.349826	-21257.605455	-21264.789139
V2META10855-2-42-Calc_Hmm10-BMGE05	tr2	-21227.379005	-21213.002452	-21226.34136
V2META10864-1-42-Calc_Hmm10-BMGE05	tr2	-17599.317384	-17592.276789	-17599.631674
V2META10864-2-42-Calc_Hmm10-BMGE05	tr2	-6942.911057	-6937.80128	-6942.461978
V2META10865-1-42-Calc_Hmm10-BMGE05	tr2	-8681.322881	-8678.424633	-8680.803727
V2META10865-2-42-Calc_Hmm10-BMGE05	tr3	-6971.688932	-6973.096863	-6971.24797900001
V2META10868-1-42-Calc_Hmm10-BMGE05	tr2	-9827.25273099999	-9822.704085	-9826.919924
V2META10876-1-42-Calc_Hmm10-BMGE05	tr1	-12316.921005	-12319.507381	-12318.38292
V2META10876-2-42-Calc_Hmm10-BMGE05	tr2	-13796.341013	-13790.798157	-13795.718475
V2META10881-1-42-Calc_Hmm10-BMGE05	tr2	-13050.945915	-13048.321921	-13054.664091
V2META10895-2-42-Calc_Hmm10-BMGE05	tr1	-9707.234993	-9707.481852	-9707.92533
V2META10898-1-42-Calc_Hmm10-BMGE05	tr2	-27646.076291	-27630.379367	-27647.591005
V2META10904-42-Calc_Hmm10-BMGE05	tr2	-38196.80936	-38184.027199	-38194.2266489999
V2META10915-1-42-Calc_Hmm10-BMGE05	tr1	-15988.911617	-15994.252094	-15991.09333
V2META10917-2-42-Calc_Hmm10-BMGE05	tr2	-12777.071022	-12775.311343	-12778.385581
V2META10918-2-42-Calc_Hmm10-BMGE05	tr2	-6698.334387	-6697.569136	-6697.77801199999
V2META10924-1-42-Calc_Hmm10-BMGE05	tr3	-16925.394082	-16925.613956	-16925.270199
V2META10924-2-42-Calc_Hmm10-BMGE05	tr2	-19101.148648	-19098.000687	-19101.132132
V2META10943-42-Calc_Hmm10-BMGE05	tr2	-17833.938226	-17828.570393	-17833.437102
V2META10948-1-42-Calc_Hmm10-BMGE05	tr2	-16290.834773	-16283.788745	-16291.724296
V2META10950-2-42-Calc_Hmm10-BMGE05	tr2	-16619.552924	-16613.558653	-16618.217071
V2META10951-2-42-Calc_Hmm10-BMGE05	tr3	-7275.857425	-7274.547191	-7274.507576
V2META10959-2-42-Calc_Hmm10-BMGE05	tr2	-9858.762383	-9854.927756	-9856.71360000001
V2META10960-1-42-Calc_Hmm10-BMGE05	tr2	-11874.226893	-11872.108283	-11874.116285
V2META10960-2-42-Calc_Hmm10-BMGE05	tr2	-15045.728423	-15041.56028	-15047.938945
V2META10979-1-42-Calc_Hmm10-BMGE05	tr2	-17269.722014	-17268.647948	-17269.041899
V2META10979-2-42-Calc_Hmm10-BMGE05	tr1	-24487.745955	-24488.451703	-24489.477534
V2META10985-1-42-Calc_Hmm10-BMGE05	tr1	-18063.183764	-18067.864777	-18063.700044
V2META10986-2-42-Calc_Hmm10-BMGE05	tr2	-10142.742581	-10139.820635	-10144.088232
V2META10988-1-42-Calc_Hmm10-BMGE05	tr2	-34934.001552	-34916.55532	-34936.378939
V2META10995-1-42-Calc_Hmm10-BMGE05	tr2	-5087.602716	-5085.010222	-5087.466747
V2META11011-1-42-Calc_Hmm10-BMGE05	tr2	-17738.267988	-17736.35749	-17737.736495
V2META11011-2-42-Calc_Hmm10-BMGE05	tr2	-18231.198204	-18227.825371	-18230.215895
V2META11012-2-42-Calc_Hmm10-BMGE05	tr2	-15504.69714	-15502.091792	-15505.875694
V2META11019-2-42-Calc_Hmm10-BMGE05	tr1	-7797.301451	-7798.444065	-7797.661024
V2META11022-1-42-Calc_Hmm10-BMGE05	tr2	-13424.201952	-13419.311548	-13424.046189
V2META11029-2-42-Calc_Hmm10-BMGE05	tr2	-13263.081538	-13257.18681	-13262.311973
V2META11031-1-42-Calc_Hmm10-BMGE05	tr1	-15869.841205	-15873.119944	-15872.318185
V2META11031-2-2-42-Calc_Hmm10-BMGE05	tr3	-17899.131531	-17898.823652	-17898.809429
V2META11035-1-42-Calc_Hmm10-BMGE05	tr2	-29835.497842	-29832.938582	-29838.542117
V2META11037-1-42-Calc_Hmm10-BMGE05	tr2	-20021.370352	-20000.348711	-20021.861156
V2META11039-1-2-42-Calc_Hmm10-BMGE05	tr2	-14203.292538	-14200.190369	-14202.479593
V2META11061-1-42-Calc_Hmm10-BMGE05	tr2	-23914.510394	-23906.766185	-23914.764834
V2META11061-2-42-Calc_Hmm10-BMGE05	tr3	-16907.579515	-16906.394948	-16903.517631
V2META11065-1-42-Calc_Hmm10-BMGE05	tr2	-7177.107903	-7173.664382	-7176.607617
V2META11065-2-42-Calc_Hmm10-BMGE05	tr2	-13406.00688	-13401.648963	-13403.174634
V2META11066-1-42-Calc_Hmm10-BMGE05	tr2	-5492.582241	-5492.465446	-5492.952916
V2META11066-2-42-Calc_Hmm10-BMGE05	tr1	-15879.757675	-15881.06192	-15882.938679
V2META11069-1-2-42-Calc_Hmm10-BMGE05	tr2	-3607.9266	-3607.56599	-3608.192511
V2META11079-1-42-Calc_Hmm10-BMGE05	tr2	-6000.128718	-5999.655853	-6000.156073
V2META11079-2-42-Calc_Hmm10-BMGE05	tr3	-12570.778314	-12570.713095	-12567.521223
V2META11084-2-42-Calc_Hmm10-BMGE05	tr2	-28109.151963	-28108.963717	-28110.323955
V2META11095-2-42-Calc_Hmm10-BMGE05	tr3	-11048.751547	-11049.046294	-11048.541
V2META11097-2-42-Calc_Hmm10-BMGE05	tr1	-29915.932297	-29924.877663	-29922.383133
V2META11101-1-42-Calc_Hmm10-BMGE05	tr2	-13360.61287	-13352.916752	-13360.33567
V2META11101-2-42-Calc_Hmm10-BMGE05	tr2	-16617.409676	-16609.830766	-16616.224651
V2META11108-42-Calc_Hmm10-BMGE05	tr2	-17929.346232	-17921.383394	-17929.144625
V2META11124-1-42-Calc_Hmm10-BMGE05	tr2	-7383.530579	-7383.382317	-7383.948716
V2META11133-1-42-Calc_Hmm10-BMGE05	tr2	-4625.317478	-4623.841718	-4625.418176
V2META11133-2-42-Calc_Hmm10-BMGE05	tr1	-8723.786238	-8725.941729	-8726.245973
V2META11137-1-42-Calc_Hmm10-BMGE05	tr1	-23840.337628	-23842.224715	-23840.343852
V2META11140-2-42-Calc_Hmm10-BMGE05	tr2	-10269.137899	-10266.849523	-10269.332242
V2META11141-2-42-Calc_Hmm10-BMGE05	tr2	-13912.529821	-13907.585261	-13915.256015
V2META11142-42-Calc_Hmm10-BMGE05	tr3	-7123.541751	-7123.885354	-7123.091872
V2META11148-2-42-Calc_Hmm10-BMGE05	tr2	-17003.230941	-17000.947825	-17003.078147
V2META11153-1-42-Calc_Hmm10-BMGE05	tr2	-20733.836447	-20732.059125	-20736.656909
V2META11153-2-42-Calc_Hmm10-BMGE05	tr1	-7954.531624	-7957.374444	-7954.933899
V2META11168-1-42-Calc_Hmm10-BMGE05	tr2	-4441.181337	-4435.030094	-4441.795193
V2META11171-1-42-Calc_Hmm10-BMGE05	tr3	-11806.881486	-11805.190254	-11804.119696
V2META11175-42-Calc_Hmm10-BMGE05	tr1	-15040.467417	-15040.796531	-15043.365729
V2META11191-1-42-Calc_Hmm10-BMGE05	tr3	-6230.651625	-6231.022353	-6226.049024
V2META11191-2-42-Calc_Hmm10-BMGE05	tr2	-17593.857977	-17591.386344	-17592.587466
V2META11192-2-42-Calc_Hmm10-BMGE05	tr2	-13882.070875	-13873.283371	-13881.657138
V2META11196-1-42-Calc_Hmm10-BMGE05	tr3	-5434.627031	-5434.746365	-5427.873296
V2META11199-2-42-Calc_Hmm10-BMGE05	tr3	-13305.799078	-13306.718517	-13303.327979
V2META11201-42-Calc_Hmm10-BMGE05	tr1	-49387.860855	-49388.206632	-49391.4325360001
V2META11211-42-Calc_Hmm10-BMGE05	tr3	-11739.133163	-11739.312759	-11737.726197
V2META11216-1-42-Calc_Hmm10-BMGE05	tr2	-16376.319714	-16368.537145	-16376.695233
V2META11219-1-42-Calc_Hmm10-BMGE05	tr2	-28279.192065	-28278.867404	-28280.67496
V2META11219-2-42-Calc_Hmm10-BMGE05	tr2	-22965.200054	-22960.899943	-22966.653519
V2META11232-2-42-Calc_Hmm10-BMGE05	tr2	-16160.725133	-16156.148024	-16161.233425
V2META11238-42-Calc_Hmm10-BMGE05	tr2	-9607.54303	-9607.252099	-9608.62628
V2META11239-1-42-Calc_Hmm10-BMGE05	tr1	-10936.453708	-10937.217353	-10936.642402
V2META11240-1-42-Calc_Hmm10-BMGE05	tr1	-14909.277658	-14910.036661	-14912.097969
V2META11242-42-Calc_Hmm10-BMGE05	tr1	-37625.056174	-37630.991062	-37632.162691
V2META11247-2-42-Calc_Hmm10-BMGE05	tr2	-12372.011335	-12367.568476	-12371.492981
V2META11258-2-42-Calc_Hmm10-BMGE05	tr2	-11917.897466	-11917.227984	-11917.620073
V2META11271-1-42-Calc_Hmm10-BMGE05	tr3	-6566.555543	-6566.595173	-6566.509561
V2META11271-2-42-Calc_Hmm10-BMGE05	tr2	-5603.756557	-5602.351989	-5603.975326
V2META11276-2-42-Calc_Hmm10-BMGE05	tr3	-10554.937983	-10554.697869	-10552.679283
V2META11289-1-42-Calc_Hmm10-BMGE05	tr2	-10211.730128	-10211.026809	-10211.838121
V2META11289-2-42-Calc_Hmm10-BMGE05	tr2	-14448.213104	-14445.87852	-14449.384899
V2META11295-1-42-Calc_Hmm10-BMGE05	tr2	-7497.481868	-7495.19892100001	-7496.033656
V2META11299-2-42-Calc_Hmm10-BMGE05	tr2	-28727.012923	-28723.820997	-28724.26792
V2META11302-42-Calc_Hmm10-BMGE05	tr1	-9154.727695	-9158.09561399999	-9157.861989
V2META11305-1-42-Calc_Hmm10-BMGE05	tr2	-4129.869358	-4125.789089	-4128.514729
V2META11305-2-42-Calc_Hmm10-BMGE05	tr3	-8825.856526	-8825.932596	-8825.09252500001
V2META11310-1-42-Calc_Hmm10-BMGE05	tr2	-4359.142896	-4356.308115	-4359.425571
V2META11348-42-Calc_Hmm10-BMGE05	tr3	-11685.526669	-11680.865495	-11679.877193
V2META11358-2-42-Calc_Hmm10-BMGE05	tr2	-18794.583523	-18793.235674	-18794.35134
V2META11374-1-42-Calc_Hmm10-BMGE05	tr2	-12936.729158	-12922.90144	-12937.648963
V2META11376-2-42-Calc_Hmm10-BMGE05	tr2	-9239.04553699999	-9236.582784	-9240.350443
V2META11377-2-42-Calc_Hmm10-BMGE05	tr3	-6008.039225	-6008.471507	-6005.460053
V2META11380-42-Calc_Hmm10-BMGE05	tr2	-27465.921981	-27464.395586	-27465.274686
V2META11383-2-42-Calc_Hmm10-BMGE05	tr1	-10266.57123	-10275.365107	-10275.545828
V2META11387-1-42-Calc_Hmm10-BMGE05	tr2	-10905.952691	-10905.411564	-10907.241536
V2META11387-2-42-Calc_Hmm10-BMGE05	tr3	-9100.391213	-9101.391375	-9098.875307
V2META11388-2-42-Calc_Hmm10-BMGE05	tr2	-5437.157145	-5431.567269	-5435.913964
V2META11390-42-Calc_Hmm10-BMGE05	tr2	-20226.891935	-20221.410389	-20227.720558
V2META11391-42-Calc_Hmm10-BMGE05	tr2	-11865.665421	-11860.307679	-11864.534622
V2META11392-2-42-Calc_Hmm10-BMGE05	tr3	-7042.465777	-7041.117412	-7040.93202
V2META11406-42-Calc_Hmm10-BMGE05	tr2	-39028.465977	-39027.710781	-39037.731169
V2META11411-42-Calc_Hmm10-BMGE05	tr1	-5908.005406	-5908.516926	-5909.097059
V2META11413-42-Calc_Hmm10-BMGE05	tr3	-12955.392508	-12955.500058	-12954.517287
V2META11419-42-Calc_Hmm10-BMGE05	tr1	-12274.643141	-12278.747129	-12280.203022
V2META11444-1-42-Calc_Hmm10-BMGE05	tr2	-20202.742855	-20199.3215	-20204.432737
V2META11459-1-42-Calc_Hmm10-BMGE05	tr1	-8635.840865	-8636.34025200001	-8636.351005
V2META11461-42-Calc_Hmm10-BMGE05	tr2	-11611.945713	-11606.875501	-11611.149051
V2META11462-1-42-Calc_Hmm10-BMGE05	tr2	-6270.697782	-6270.393961	-6271.551244
V2META11491-1-42-Calc_Hmm10-BMGE05	tr3	-6020.168287	-6019.372291	-6019.215934
V2META11492-2-42-Calc_Hmm10-BMGE05	tr2	-10842.371421	-10840.264859	-10840.576993
V2META11493-2-42-Calc_Hmm10-BMGE05	tr1	-5484.648377	-5485.303219	-5484.681994
V2META11510-1-42-Calc_Hmm10-BMGE05	tr3	-8306.140414	-8307.529678	-8305.804796
V2META11511-42-Calc_Hmm10-BMGE05	tr3	-6206.15826	-6205.810714	-6205.171781
V2META11518-42-Calc_Hmm10-BMGE05	tr2	-6071.543477	-6067.576022	-6071.64872
V2META11538-2-42-Calc_Hmm10-BMGE05	tr1	-11499.8358	-11504.915163	-11504.44839
V2META11539-42-Calc_Hmm10-BMGE05	tr1	-16096.618257	-16105.393495	-16102.424076
V2META11543-42-Calc_Hmm10-BMGE05	tr2	-13634.849614	-13632.195965	-13635.331185
V2META11559-42-Calc_Hmm10-BMGE05	tr2	-17416.613309	-17408.934326	-17413.928559
V2META11562-42-Calc_Hmm10-BMGE05	tr2	-28475.267846	-28473.617042	-28473.990005
V2META11583-2-42-Calc_Hmm10-BMGE05	tr1	-15829.48764	-15837.946852	-15837.459364
V2META11594-42-Calc_Hmm10-BMGE05	tr2	-24570.7262	-24564.918067	-24568.718053
V2META11600-42-Calc_Hmm10-BMGE05	tr1	-23178.057502	-23183.856392	-23183.347262
V2META11604-42-Calc_Hmm10-BMGE05	tr1	-14119.701293	-14121.78833	-14127.408924
V2META11626-42-Calc_Hmm10-BMGE05	tr2	-9485.537628	-9474.269139	-9485.009338
V2META11636-1-42-Calc_Hmm10-BMGE05	tr1	-6406.589592	-6407.418984	-6406.974947
V2META11656-42-Calc_Hmm10-BMGE05	tr2	-9980.23538899999	-9972.511787	-9978.848287
V2META11658-42-Calc_Hmm10-BMGE05	tr2	-9227.341584	-9221.596945	-9224.285559
V2META11663-2-42-Calc_Hmm10-BMGE05	tr2	-19301.226993	-19296.323175	-19299.963343
V2META11664-1-42-Calc_Hmm10-BMGE05	tr2	-20491.000297	-20474.99356	-20490.192132
V2META11672-2-42-Calc_Hmm10-BMGE05	tr3	-6962.405468	-6964.363076	-6961.348456
V2META11673-42-Calc_Hmm10-BMGE05	tr2	-5576.713965	-5574.405303	-5576.36384
V2META11679-42-Calc_Hmm10-BMGE05	tr2	-50157.353732	-50154.5473840001	-50157.368998
V2META11684-1-42-Calc_Hmm10-BMGE05	tr1	-14567.482396	-14570.686488	-14570.791964
V2META11688-1-42-Calc_Hmm10-BMGE05	tr3	-8806.49622800001	-8808.326409	-8806.44048800001
V2META11690-42-Calc_Hmm10-BMGE05	tr2	-10441.358738	-10439.936217	-10440.511856
V2META11692-42-Calc_Hmm10-BMGE05	tr1	-19041.025841	-19041.497753	-19045.254713
V2META11707-1-42-Calc_Hmm10-BMGE05	tr2	-20175.15628	-20167.665087	-20176.975633
V2META11711-42-Calc_Hmm10-BMGE05	tr1	-10205.98517	-10210.628171	-10208.243318
V2META11712-42-Calc_Hmm10-BMGE05	tr2	-6156.331086	-6152.665343	-6157.450095
V2META11713-42-Calc_Hmm10-BMGE05	tr2	-13246.085432	-13242.024662	-13245.7801
V2META11726-2-42-Calc_Hmm10-BMGE05	tr2	-59592.2998740001	-59577.1934030001	-59593.438768
V2META11729-42-Calc_Hmm10-BMGE05	tr2	-5429.781627	-5427.011839	-5427.523802
V2META11730-2-42-Calc_Hmm10-BMGE05	tr2	-15851.622337	-15841.724499	-15851.473837
V2META11732-42-Calc_Hmm10-BMGE05	tr1	-12734.358726	-12740.618062	-12737.079931
V2META11735-2-42-Calc_Hmm10-BMGE05	tr2	-9300.041327	-9293.99549	-9299.569526
V2META11741-42-Calc_Hmm10-BMGE05	tr3	-6115.884727	-6115.544262	-6114.883117
V2META11746-42-Calc_Hmm10-BMGE05	tr1	-27780.003645	-27787.67972	-27784.391358
V2META11747-42-Calc_Hmm10-BMGE05	tr2	-33384.994902	-33380.480207	-33384.719924
V2META11751-42-Calc_Hmm10-BMGE05	tr2	-9328.971417	-9328.339928	-9330.110336
V2META11753-42-Calc_Hmm10-BMGE05	tr3	-15583.002672	-15585.667404	-15582.711018
V2META11754-42-Calc_Hmm10-BMGE05	tr2	-16461.524953	-16453.747231	-16463.927572
V2META11763-42-Calc_Hmm10-BMGE05	tr2	-9151.41755100001	-9142.58665699999	-9152.547459
V2META11764-2-42-Calc_Hmm10-BMGE05	tr3	-12105.545065	-12104.483688	-12103.772305
V2META11778-42-Calc_Hmm10-BMGE05	tr1	-21783.348233	-21784.421784	-21785.802725
V2META11780-42-Calc_Hmm10-BMGE05	tr1	-12837.967177	-12839.959909	-12839.895926
V2META11782-42-Calc_Hmm10-BMGE05	tr1	-4628.529151	-4630.400302	-4630.371233
V2META11783-42-Calc_Hmm10-BMGE05	tr2	-32516.405354	-32498.712139	-32518.896151
V2META11784-42-Calc_Hmm10-BMGE05	tr1	-19347.649873	-19353.732336	-19356.132389
V2META11786-42-Calc_Hmm10-BMGE05	tr1	-31210.578876	-31211.064145	-31215.474387
